CODGEO;LIBGEO;REG;DEP;P16_POP;P11_POP;SUPERF;NAIS1116;DECE1116;P16_MEN;NAISD18;DECESD18;P16_LOG;P16_RP;P16_RSECOCC;P16_LOGVAC;P16_RP_PROP;NBMENFISC16;PIMP16;MED16;TP6016;P16_EMPLT;P16_EMPLT_SAL;P11_EMPLT;P16_POP1564;P16_CHOM1564;P16_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
91511;Pussay;11;91;2250.0;1982.0;11.55;127.0;156.0;879.0;24.0;25.0;1007.958159;879.0;23.8410041841;105.117154812;675.023263856;888.0;55.0;21200.3846154;10.0;379.260282489;297.285809617;340.420948691;1385.13076408;90.5219697855;1107.37847188;141.0;8.0;7.0;22.0;83.0;18.0;21.0;25.0;7.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.0141695378, 48.3378270111], [2.0108739412, 48.337035624], [2.0091922031, 48.3364016212], [1.9924308828, 48.3322534872], [1.9866898765, 48.330951104], [1.9849332847, 48.3298851135], [1.9823432208, 48.3283125551], [1.9789509919, 48.3315846564], [1.9749473036, 48.335258066], [1.9753542074, 48.3447902274], [1.9733953666, 48.3529746834], [1.982451645, 48.3601951538], [1.9868237282, 48.3621410158], [1.9889737176, 48.3634505366], [1.9890399748, 48.3635860658], [1.9873520204, 48.3638055894], [1.9874855138, 48.3641657342], [1.9890187848, 48.3668673037], [1.9892888195, 48.3668687075], [1.9919199447, 48.3668308367], [1.9926620724, 48.366788561], [1.9944859852, 48.3665242278], [2.0024973069, 48.3650281624], [2.0113447756, 48.3634161704], [2.0152611524, 48.3669830194], [2.0157304665, 48.3696852761], [2.0159316778, 48.3700459479], [2.0162684139, 48.3700919318], [2.0190969397, 48.370917056], [2.0211868058, 48.3712375515], [2.0241607287, 48.3703470322], [2.0270006804, 48.369320376], [2.0279233571, 48.361626066], [2.0279924146, 48.3611767549], [2.0274008672, 48.358702969], [2.0272972466, 48.353353051], [2.0271633999, 48.3532178876], [2.0164030933, 48.3532819944], [2.0163428342, 48.3541947526], [2.0120536757, 48.3544253907], [2.0119213026, 48.3436441921], [2.0141695378, 48.3378270111]]]}";48.3505756014,1.99845410358
91546;Saint-Cyr-sous-Dourdan;11;91;998.0;1007.0;9.89;62.0;36.0;403.0;11.0;6.0;464.13174946;403.0;23.0496760259;38.0820734341;350.613819912;409.0;;27964.1304348;;115.030185287;69.4643090942;128.664190414;661.195371612;29.7808122417;505.7079192;100.0;4.0;2.0;19.0;67.0;8.0;8.0;21.0;3.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.0175700627, 48.5575937559], [2.0167417716, 48.5600635635], [2.0165304773, 48.5615012052], [2.0165112441, 48.5646928843], [2.0172269625, 48.5694595519], [2.023927231, 48.5790694358], [2.0303353637, 48.5861333083], [2.034792177, 48.5885723574], [2.0357413856, 48.5888670222], [2.036756908, 48.5891694126], [2.0438191878, 48.5856729603], [2.047515459, 48.5817209846], [2.0521249573, 48.5781423012], [2.05491979, 48.5774295579], [2.0546540212, 48.5765305449], [2.0545870575, 48.5764850328], [2.0535781329, 48.5749998662], [2.0535784022, 48.5749099081], [2.0537336194, 48.5712695469], [2.0539773103, 48.5607748493], [2.0557234668, 48.5540497089], [2.0562222712, 48.5493765495], [2.0560897185, 48.5488366246], [2.0557563364, 48.5479370556], [2.0543380052, 48.547394109], [2.0509613863, 48.5459026236], [2.0506915001, 48.5457673251], [2.0502096732, 48.5471596934], [2.0397824843, 48.5473584391], [2.0358202414, 48.547821174], [2.0302156266, 48.5487274049], [2.0271662128, 48.5493493292], [2.0258772561, 48.5496599444], [2.0244538054, 48.5500612042], [2.020872622, 48.5544795123], [2.0183136983, 48.5576862592], [2.0181104303, 48.557685481], [2.0175700627, 48.5575937559]]]}";48.5658395089,2.03712243151
91649;Vert-le-Petit;11;91;2779.0;2682.0;6.83;179.0;51.0;1073.0;32.0;11.0;1213.0;1073.0;16.0;124.0;694.0;1051.0;72.0;25241.7391304;;1007.08186538;924.979373964;925.144288163;1873.0;127.0;1519.0;159.0;5.0;14.0;18.0;101.0;17.0;21.0;23.0;6.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3744480354, 48.5454065996], [2.374312498, 48.5449569923], [2.3734282584, 48.53811635], [2.3732247205, 48.5373515228], [2.3729534914, 48.5370370342], [2.3724796317, 48.536902294], [2.3722389988, 48.5368614416], [2.37172386, 48.5367804561], [2.3587390005, 48.5361866698], [2.3576562896, 48.53677096], [2.3571016925, 48.5368165407], [2.3568995076, 48.5371761849], [2.3543284132, 48.5403675043], [2.3481526483, 48.5466588353], [2.3428228008, 48.5526936192], [2.3427547172, 48.5528281808], [2.3433647275, 48.5534576611], [2.3446768751, 48.5547216166], [2.3475625499, 48.5572779007], [2.3476299784, 48.5574132077], [2.3523342055, 48.5608825052], [2.3626114865, 48.5654107064], [2.3634244393, 48.5653206039], [2.3678263646, 48.5643311562], [2.369720825, 48.5637915683], [2.3827249795, 48.5662139357], [2.3831996599, 48.5663036561], [2.3844184525, 48.5663927292], [2.3869231716, 48.5655834547], [2.3872944019, 48.5637403444], [2.3875289181, 48.5609528727], [2.3878671613, 48.5601890752], [2.3895572471, 48.5578507659], [2.3903695277, 48.5572216293], [2.3900978884, 48.5570412209], [2.3881673305, 48.556300849], [2.3865077053, 48.5559198751], [2.3818009449, 48.5532021626], [2.3782437315, 48.5507088693], [2.37634654, 48.5493612548], [2.375939986, 48.5489120286], [2.3746530151, 48.5463954242], [2.3744480354, 48.5454065996]]]}";48.5524877744,2.36566085205
92007;Bagneux;11;92;39763.0;38002.0;4.19;3438.0;1201.0;16546.1122823;712.0;229.0;17653.0316936;16546.1122823;184.815802775;922.103608533;3987.51631538;16157.0;54.0;18738.3333333;21.0;12107.2094075;11059.7445322;13822.7206296;26299.2550006;3341.11244241;20354.4198068;2590.0;1.0;96.0;254.0;1940.0;382.0;299.0;509.0;146.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3190467534, 48.8099510763], [2.3188726915, 48.8097243373], [2.3179930383, 48.8085779931], [2.3178605003, 48.8084045535], [2.3183355349, 48.8060229694], [2.3214533379, 48.8059408749], [2.324345341, 48.8066812682], [2.3247595426, 48.8076072856], [2.325004377, 48.8081537004], [2.3252487503, 48.8084204008], [2.3263573965, 48.8082962413], [2.3259523316, 48.8066606601], [2.3239420483, 48.8015533304], [2.3186962649, 48.7879974096], [2.3141046256, 48.789381416], [2.3124461828, 48.789317921], [2.3112001369, 48.7872987656], [2.310977231, 48.7861408379], [2.3108418477, 48.7857766949], [2.3096979141, 48.784897662], [2.3063502135, 48.7849610211], [2.3037409174, 48.7852768293], [2.3036097602, 48.7853138403], [2.3033091819, 48.7853993312], [2.3031719076, 48.7854866732], [2.3030039225, 48.7856313984], [2.3013882319, 48.788178991], [2.2988939997, 48.7922755838], [2.2983159175, 48.794468543], [2.2961626005, 48.7957591201], [2.2934534806, 48.7959625901], [2.2922240554, 48.795971505], [2.2928268957, 48.7967926329], [2.29368774, 48.7977645831], [2.2967009847, 48.8002548102], [2.299912593, 48.8053336854], [2.3017948519, 48.8099729828], [2.3026851018, 48.8111168103], [2.3079268903, 48.8106750884], [2.3174210943, 48.8098293815], [2.3190467534, 48.8099510763]]]}";48.7987242504,2.30977129909
92026;Courbevoie;11;92;81720.0;88530.0;4.17;7199.0;2197.0;38674.7786995;1277.0;489.0;47823.7686717;38674.7786995;4684.80893914;4464.18103306;16262.2280003;37904.0;75.0;29389.1304348;10.0;95277.1370855;90085.6350132;98504.6134635;55732.0884067;3976.35092179;44590.8772242;11216.0;19.0;658.0;473.0;8899.0;1183.0;1167.0;2000.0;837.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2842744091, 48.9022856207], [2.2825545668, 48.9015684646], [2.2749450296, 48.8997419808], [2.2723489216, 48.898883569], [2.271063962, 48.8983982135], [2.2679137058, 48.8971864916], [2.2644298149, 48.8955607436], [2.2633446985, 48.894843604], [2.2554026276, 48.8885360318], [2.2543527629, 48.88766164], [2.2538962152, 48.8870688315], [2.2537610153, 48.8868917191], [2.2512915142, 48.887634443], [2.2411672996, 48.8908865594], [2.2350738246, 48.8955153287], [2.2337839379, 48.8956716603], [2.2321656018, 48.8977513395], [2.2305710378, 48.9003365688], [2.2316290145, 48.9006518304], [2.2322993717, 48.9007973237], [2.2395053973, 48.9022354536], [2.2425887372, 48.9027721036], [2.2443650003, 48.9026691089], [2.2557825399, 48.9053702152], [2.258215792, 48.9060768864], [2.2597133619, 48.9064863487], [2.260397118, 48.9066596446], [2.2613716958, 48.9068167439], [2.2632551889, 48.903385745], [2.2670194986, 48.9046049374], [2.2663940991, 48.9062927292], [2.2666131746, 48.9061393879], [2.2671828783, 48.9059845945], [2.2678018491, 48.9059155349], [2.2682062336, 48.9059719653], [2.2759875959, 48.9066757548], [2.2830815021, 48.9034224215], [2.2842744091, 48.9022856207]]]}";48.8983675206,2.25515424075
92046;Malakoff;11;92;29973.0;30768.0;2.07;2069.0;905.0;14143.4943296;346.0;193.0;15550.642846;14143.4943296;539.5916237;867.556892706;3921.37715753;13171.0;65.0;23087.2222222;13.0;15109.9452705;13594.264956;15497.0452806;20543.9459789;1987.41048324;16235.0027705;3118.0;2.0;92.0;248.0;2436.0;357.0;340.0;603.0;189.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3001505123, 48.811347534], [2.2996772019, 48.8108986636], [2.2920048722, 48.809713941], [2.2887332423, 48.809672036], [2.2832565229, 48.8105567094], [2.2799111906, 48.8109179498], [2.2799662602, 48.8109731446], [2.2779134211, 48.8117108585], [2.2760869239, 48.8124238253], [2.2753888587, 48.8127775553], [2.2746599869, 48.8132893876], [2.2744904839, 48.8134331615], [2.2779359571, 48.8142140069], [2.2781833297, 48.8142487782], [2.2823405585, 48.8149744306], [2.2848310611, 48.8154948115], [2.286148081, 48.8158858224], [2.2864762747, 48.8159867144], [2.2884110016, 48.8166224212], [2.289029941, 48.816875234], [2.291686251, 48.8180341225], [2.292019147, 48.8181916882], [2.2923937125, 48.818389972], [2.2933506746, 48.8189280688], [2.2955546687, 48.8204142688], [2.2963951894, 48.8211081468], [2.2979922935, 48.8224630129], [2.3013154185, 48.8251257608], [2.3018660062, 48.8250021636], [2.3069590371, 48.8238679884], [2.3083155372, 48.8235700525], [2.3121472539, 48.8227287478], [2.3141456997, 48.8222905354], [2.3138064573, 48.822090725], [2.3033047307, 48.8143762188], [2.3024890742, 48.8136573472], [2.301468101, 48.8127133216], [2.3001505123, 48.811347534]]]}";48.8164012464,2.29603611202
92071;Sceaux;11;92;19479.0;19930.0;3.6;909.0;804.0;8570.55830266;161.0;191.0;9379.81349975;8570.55830266;250.539340916;558.715856177;4194.28997015;7873.0;78.0;33503.0;6.0;5510.15143897;4701.87889913;5973.44816745;12169.1797645;783.295813858;8767.28019252;1914.0;6.0;35.0;58.0;1435.0;216.0;380.0;373.0;87.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3096979141, 48.784897662], [2.3104739468, 48.7848805568], [2.3142751147, 48.7768238827], [2.3124381271, 48.7721633206], [2.3118312824, 48.770715353], [2.3067082959, 48.76927903], [2.3054409626, 48.7690144321], [2.2902548978, 48.7666001446], [2.2862826208, 48.7713290503], [2.2804649297, 48.7800608242], [2.2799343816, 48.7820174612], [2.2795781166, 48.782487508], [2.2795808136, 48.7824893231], [2.2817932913, 48.7826258628], [2.2819845943, 48.7831639645], [2.2822480789, 48.7831052866], [2.2843641127, 48.7826349922], [2.2849107817, 48.7825690101], [2.2856523773, 48.7824808062], [2.2862663249, 48.7824709839], [2.2864337641, 48.7824683863], [2.2874711067, 48.7825492285], [2.2880077157, 48.7826216824], [2.2900747501, 48.783146649], [2.291443788, 48.783558613], [2.2913598782, 48.7838243423], [2.2926982076, 48.7840940018], [2.2929563713, 48.7841261099], [2.3033091819, 48.7853993312], [2.3036097602, 48.7853138403], [2.3037409174, 48.7852768293], [2.3063502135, 48.7849610211], [2.3096979141, 48.784897662]]]}";48.7766191733,2.29807277751
92076;Vaucresson;11;92;8628.0;8612.0;3.08;474.0;316.0;3483.0;64.0;64.0;3893.0;3483.0;63.0;347.0;2483.0;3476.0;82.0;38694.4444444;6.0;2759.56532074;2370.02302357;2601.7254396;5230.0;319.0;3915.0;1009.0;1.0;24.0;52.0;803.0;104.0;129.0;169.0;34.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.148481479, 48.828486429], [2.1478702696, 48.8305434891], [2.1477321397, 48.8309931013], [2.1467357883, 48.8336877736], [2.1458760216, 48.8360227518], [2.1458671766, 48.8368950967], [2.1462762878, 48.8383694175], [2.148296504, 48.8443944124], [2.1509564592, 48.8479865622], [2.151531635, 48.8484826033], [2.1519657805, 48.8487689858], [2.1532113487, 48.8488524566], [2.1565158211, 48.8478559035], [2.1571172904, 48.847740525], [2.1598678402, 48.8475368257], [2.1598990054, 48.8475478371], [2.1598730726, 48.8477194364], [2.1600334361, 48.8476621027], [2.1601259028, 48.8476744438], [2.1647805677, 48.8485506461], [2.1710450758, 48.8497535112], [2.1774365857, 48.8516485369], [2.182612611, 48.8515616945], [2.1823018571, 48.8502608755], [2.1818108083, 48.8482060438], [2.1790201156, 48.8441280337], [2.1666802626, 48.8378117832], [2.1666241524, 48.8377421395], [2.1610961804, 48.8376846104], [2.1593639837, 48.8377156198], [2.1553593614, 48.8362223054], [2.1539464373, 48.8339611467], [2.1519328843, 48.8302746668], [2.1516307626, 48.8295026425], [2.151460731, 48.825972206], [2.1514671217, 48.8218970738], [2.1514696651, 48.821406019], [2.1504466895, 48.8236679425], [2.1490189255, 48.8269396951], [2.148481479, 48.828486429]]]}";48.8419841105,2.1614035779
93005;Aulnay-sous-Bois;11;93;84662.0;81880.0;16.2;6838.0;2203.0;29119.0732722;1367.0;512.0;30978.8588561;29119.0732722;129.429729048;1730.35585481;14020.2794108;28287.0;47.0;17210.6060606;27.0;26264.905998;23792.2018629;30061.9126395;53682.225092;7405.15633129;37858.3599888;5792.0;6.0;209.0;933.0;3958.0;1235.0;686.0;1452.0;435.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4960054328, 48.9727191832], [2.496958077, 48.9719543291], [2.504787639, 48.9657875105], [2.5088210796, 48.9640199881], [2.5139302507, 48.9599312284], [2.5139935627, 48.9598784291], [2.5189123032, 48.955621411], [2.5223060091, 48.9523050305], [2.5236305417, 48.9509551172], [2.5241446815, 48.9505740744], [2.5217051104, 48.9497937005], [2.5175358844, 48.9481142599], [2.511879687, 48.9440114004], [2.5099651262, 48.9426205166], [2.5084580475, 48.9407357744], [2.5083892706, 48.9406464647], [2.5071132364, 48.9355675349], [2.5085708677, 48.9338514103], [2.5129162459, 48.9304141309], [2.5175599669, 48.925795333], [2.5175598529, 48.9256604403], [2.5174193223, 48.9246266], [2.5120680195, 48.9192784668], [2.5072938795, 48.9186564069], [2.5068845088, 48.9186574206], [2.4982227225, 48.9176358375], [2.4917295706, 48.9168800427], [2.4913212764, 48.9173306527], [2.4882230202, 48.9185252042], [2.4848298214, 48.9184845827], [2.481984064, 48.9185550472], [2.4810297914, 48.9186012778], [2.479120341, 48.9187836411], [2.4791909112, 48.9193675867], [2.4793970138, 48.9197713638], [2.479805502, 48.9199961616], [2.481072627, 48.9234738032], [2.4813185621, 48.9246763128], [2.4829816063, 48.9339308017], [2.4822638159, 48.9377541189], [2.4795278668, 48.9427062494], [2.478848096, 48.9435153362], [2.4774006184, 48.9445036256], [2.4712878006, 48.9480675949], [2.4601322219, 48.9547371769], [2.4594885661, 48.9550490183], [2.4600643281, 48.9560156197], [2.4631987615, 48.9599297759], [2.4661947504, 48.9632739903], [2.4673269472, 48.9643383446], [2.4746814946, 48.9674435258], [2.4797993453, 48.9686600357], [2.4882881245, 48.9711568922], [2.4927341392, 48.9745209638], [2.4930751549, 48.9744306828], [2.4958010902, 48.9729440344], [2.4960054328, 48.9727191832]]]}";48.946227127,2.49329631846
93013;Le Bourget;11;93;16484.0;14978.0;2.08;1695.0;449.0;6366.48729159;323.0;94.0;6973.53462332;6366.48729159;92.2670441142;514.78028762;2585.30959782;5747.0;46.0;16324.6666667;31.0;8472.46387145;7955.66716173;7484.79028987;10708.0252187;1557.7567439;8243.03771673;1383.0;0.0;43.0;246.0;977.0;269.0;117.0;360.0;121.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4422437738, 48.9372175549], [2.4429928395, 48.9362291353], [2.4447613956, 48.93384526], [2.4444853055, 48.9328574703], [2.4444176189, 48.9326773004], [2.4388255143, 48.9326827208], [2.4350731463, 48.9323260625], [2.4262585934, 48.9308408387], [2.4228487797, 48.9302597152], [2.4225063328, 48.9301249714], [2.4223017396, 48.9299899918], [2.4220286669, 48.9296307597], [2.4203237448, 48.9294075957], [2.4199820346, 48.9294527052], [2.4161173864, 48.9303763889], [2.4123496955, 48.9326124787], [2.4124174398, 48.9326568757], [2.4152859708, 48.935739255], [2.4168149679, 48.9394957982], [2.4173391508, 48.9396188506], [2.4175439144, 48.9396189465], [2.4182190388, 48.9391842773], [2.4201758303, 48.9396182179], [2.4226463621, 48.940259637], [2.4265859242, 48.9426265547], [2.4283443199, 48.9439883595], [2.4295035667, 48.9450918933], [2.4303248413, 48.9462684484], [2.4306656687, 48.9463132326], [2.432506771, 48.9459973257], [2.4350287382, 48.9450874854], [2.4349610586, 48.9449082115], [2.434550031, 48.9444143718], [2.43420903, 48.944009889], [2.4320215213, 48.9416749228], [2.4310640494, 48.9405975473], [2.4306526186, 48.9390245588], [2.4307196152, 48.9388899855], [2.4384903991, 48.9357836668], [2.4387625237, 48.9357381789], [2.4412194376, 48.9366345484], [2.4422437738, 48.9372175549]]]}";48.9360708295,2.4270973691
93030;Dugny;11;93;10659.0;10783.0;3.89;1156.0;192.0;4050.12561089;210.0;46.0;4317.47599427;4050.12561089;19.0082019964;248.342181384;576.719255823;3750.0;40.0;15584.2307692;33.0;2583.74248719;2204.31334807;2120.20544196;6856.31384317;1068.35729063;5056.21765165;437.0;0.0;14.0;45.0;316.0;95.0;62.0;82.0;27.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4044483489, 48.9513188895], [2.4039033442, 48.9518134764], [2.4038348962, 48.9519480262], [2.407273742, 48.9559587171], [2.4073892852, 48.9561247528], [2.40752618, 48.9565741621], [2.4076762206, 48.9567088937], [2.4083360426, 48.9572858814], [2.4097134386, 48.9579275497], [2.4153469123, 48.9584938081], [2.4185414182, 48.9576046843], [2.4188429301, 48.9577518264], [2.4208030596, 48.9583170543], [2.4231681468, 48.9588194516], [2.4254210328, 48.9592223456], [2.4266496015, 48.9592659952], [2.427263254, 48.9592212671], [2.4452152338, 48.9568201157], [2.4475243022, 48.955798426], [2.4473336945, 48.9556167961], [2.4453640567, 48.9549017807], [2.4376266257, 48.9478802431], [2.4353016922, 48.9452218636], [2.4350287382, 48.9450874854], [2.432506771, 48.9459973257], [2.4306656687, 48.9463132326], [2.4303248413, 48.9462684484], [2.4295035667, 48.9450918933], [2.4283443199, 48.9439883595], [2.4265859242, 48.9426265547], [2.4226463621, 48.940259637], [2.4201758303, 48.9396182179], [2.4182190388, 48.9391842773], [2.4175439144, 48.9396189465], [2.4177480399, 48.9397979951], [2.4177482536, 48.9400228154], [2.4172053465, 48.9413268254], [2.4048569696, 48.9510484402], [2.4044483489, 48.9513188895]]]}";48.9511913333,2.42389861364
93049;Neuilly-Plaisance;11;93;21177.0;20703.0;3.42;1521.0;649.0;8885.00951298;285.0;158.0;9667.43887912;8885.00951298;210.454669728;571.974696412;5341.78534863;8412.0;66.0;24035.8333333;13.0;5578.89478455;4773.81945825;5172.25640436;14146.6833802;1262.06976493;11033.6939826;1733.0;1.0;75.0;253.0;1211.0;255.0;193.0;356.0;103.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5204326157, 48.8745727364], [2.5207722709, 48.8742575349], [2.5194993103, 48.8671171786], [2.5186999471, 48.8593554277], [2.5186676181, 48.8559207305], [2.5200197431, 48.8539826905], [2.5208314735, 48.8524094004], [2.5208308154, 48.8521845626], [2.5206263955, 48.8521846431], [2.5177646697, 48.8518745624], [2.5165213316, 48.8516321186], [2.5159940542, 48.8514726021], [2.5156528292, 48.8513830857], [2.5155169666, 48.8513384679], [2.5147662704, 48.8510251528], [2.5138790753, 48.85029848], [2.5136731963, 48.8501636412], [2.5133340751, 48.8504338639], [2.5063240867, 48.8557562265], [2.5004000287, 48.8558539496], [2.499718939, 48.8556748334], [2.4989725972, 48.8567545153], [2.4964604243, 48.8591847741], [2.4963948645, 48.8599039677], [2.4968038339, 48.8600378905], [2.4972815095, 48.8603969345], [2.4987183286, 48.8626423059], [2.4994722995, 48.8638991326], [2.5004329042, 48.8663556245], [2.508314467, 48.8769274651], [2.5091354998, 48.877914692], [2.5093400208, 48.8779146311], [2.5105649862, 48.8774187236], [2.5118561232, 48.8766973436], [2.5123662758, 48.8760905818], [2.5128060528, 48.8755725641], [2.5145752421, 48.874896266], [2.5189341235, 48.8744399192], [2.5196839865, 48.8744393331], [2.5204326157, 48.8745727364]]]}";48.8637518036,2.51036788746
93064;Rosny-sous-Bois;11;93;45411.0;41254.0;5.91;4176.0;1311.0;18419.734386;882.0;244.0;20053.6274765;18419.734386;183.582057344;1450.31103316;8559.41515651;18237.0;57.0;19946.6666667;20.0;14749.4034715;13418.352947;15145.4344579;29603.5937063;3124.04386114;22382.4083836;3530.0;8.0;114.0;501.0;2544.0;763.0;363.0;819.0;257.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.481538213, 48.8614053713], [2.4820863654, 48.8626182508], [2.4792213752, 48.8654630035], [2.4755961495, 48.8676910092], [2.4731245338, 48.8703988317], [2.4701290233, 48.8740557681], [2.4699253946, 48.8745054293], [2.46771776, 48.8768042027], [2.4657101087, 48.8777989054], [2.4647569848, 48.878069841], [2.4650978005, 48.8784733621], [2.4754062112, 48.8862810063], [2.4766396102, 48.8886614961], [2.4770492062, 48.8887505192], [2.4787511635, 48.8884791527], [2.4791602831, 48.8883433378], [2.4833282536, 48.8876194605], [2.4868020095, 48.8870309593], [2.4908206841, 48.8863520463], [2.4940201126, 48.88562907], [2.4954451232, 48.8852097071], [2.4954154422, 48.884754528], [2.4950270166, 48.8838886471], [2.4946216421, 48.8815388172], [2.4970652174, 48.8784257683], [2.4976081975, 48.8781105877], [2.4991054795, 48.8775242088], [2.5005351204, 48.8771632587], [2.5008082479, 48.8771176331], [2.5037719373, 48.8774510127], [2.5054602843, 48.8791334341], [2.5057325643, 48.8791777259], [2.5082518081, 48.8783652223], [2.5090674124, 48.8780502102], [2.5091354998, 48.877914692], [2.508314467, 48.8769274651], [2.5004329042, 48.8663556245], [2.4994722995, 48.8638991326], [2.4987183286, 48.8626423059], [2.4972815095, 48.8603969345], [2.4968038339, 48.8600378905], [2.4963948645, 48.8599039677], [2.4961249081, 48.8607581], [2.4958527901, 48.8608486862], [2.4956483361, 48.8608487241], [2.4842185293, 48.8612092064], [2.481538213, 48.8614053713]]]}";48.8745436228,2.48657191745
94018;Charenton-le-Pont;11;94;30500.0;29562.0;1.85;2450.0;838.0;14166.4027298;436.0;180.0;15533.7743704;14166.4027298;527.538204223;839.833436444;5486.33206641;13642.0;73.0;27570.952381;10.0;15327.9165999;13760.764098;14962.9223784;20301.8495733;1704.71860631;16052.2447853;3633.0;4.0;78.0;154.0;2906.0;483.0;491.0;752.0;152.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3900720145, 48.8256923268], [2.3909392531, 48.8260789801], [2.4060318234, 48.8276154708], [2.4192422424, 48.8241791047], [2.4199625195, 48.8240800722], [2.4198667052, 48.8225308889], [2.4197280289, 48.8214068991], [2.4195892671, 48.8199240571], [2.4195846403, 48.8169138235], [2.4179511564, 48.8166000946], [2.4159099817, 48.8163320193], [2.4150244112, 48.816242249], [2.4135276995, 48.8162439107], [2.4119793946, 48.816352326], [2.4103900056, 48.816480305], [2.4093609378, 48.8166757873], [2.408663323, 48.8170653674], [2.4078662846, 48.817454451], [2.4073848989, 48.8176301428], [2.3906600281, 48.8253787452], [2.3900720145, 48.8256923268]]]}";48.8223214829,2.40796998947
94042;Joinville-le-Pont;11;94;18824.0;17953.0;2.3;1261.0;607.0;8584.52962206;255.0;144.0;9199.59114432;8584.52962206;110.26150387;504.800018392;4473.05493583;8310.0;69.0;25527.3333333;12.0;4598.15684959;3757.81495061;4354.55588793;12379.6736827;1076.43030139;9793.3682661;1794.0;0.0;65.0;122.0;1360.0;259.0;247.0;353.0;73.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4606281524, 48.8093641813], [2.4589988796, 48.8100880151], [2.4581136855, 48.8104896261], [2.4573453559, 48.8109133461], [2.4567760425, 48.8113163804], [2.4557860397, 48.812231942], [2.4546492787, 48.8135047775], [2.4554024635, 48.8140154592], [2.4576369676, 48.8133816628], [2.4610388761, 48.8153423966], [2.4632391296, 48.8171087722], [2.4612052143, 48.8183551492], [2.4626960628, 48.8190597706], [2.4644275481, 48.8229923902], [2.4657120378, 48.826173802], [2.4657305721, 48.826226048], [2.4666191878, 48.8263091588], [2.4755309539, 48.8305674877], [2.4758029548, 48.8306118495], [2.4766156477, 48.8289039223], [2.4817638115, 48.8200891697], [2.4823047479, 48.818830596], [2.4820946853, 48.8169437046], [2.4818880567, 48.8159463046], [2.4807266201, 48.8144195259], [2.4801799535, 48.8135213732], [2.4793647112, 48.8137471665], [2.4727653666, 48.8145636595], [2.4632849815, 48.8109338631], [2.4615131357, 48.8099024023], [2.4606281524, 48.8093641813]]]}";48.8193673429,2.47066836835
94055;Ormesson-sur-Marne;11;94;10287.0;9921.0;3.41;443.0;321.0;3841.99999998;72.0;68.0;4116.51228321;3841.99999998;32.1772639692;242.335019268;3320.98782819;3822.0;75.0;26588.0;6.0;2251.57338169;1842.98763119;2735.78918128;6470.72968515;427.604273359;4852.79703924;811.0;4.0;25.0;148.0;547.0;131.0;87.0;231.0;34.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5178826448, 48.7855061679], [2.5186858841, 48.785039922], [2.5191794487, 48.7842072704], [2.5198237068, 48.7834138959], [2.5208746052, 48.7827984305], [2.5222851537, 48.7819928225], [2.5252282786, 48.7837080096], [2.5296473621, 48.7864371596], [2.5316269187, 48.7897115252], [2.5347282648, 48.7908631669], [2.5389978789, 48.7912214812], [2.5434574593, 48.7925885821], [2.5468809547, 48.7943140428], [2.551384737, 48.795819515], [2.5538526304, 48.7950444899], [2.5543262582, 48.792666483], [2.5549796595, 48.7921868466], [2.5554554933, 48.7920968801], [2.555658947, 48.7918628968], [2.557625884, 48.7904203813], [2.5585006256, 48.7899964068], [2.5604084892, 48.7892470544], [2.5613584266, 48.7886164758], [2.5619670819, 48.7879405688], [2.5619668534, 48.7878056595], [2.5614898519, 48.7877166692], [2.5592428737, 48.7870473507], [2.557132453, 48.7863317272], [2.5457698611, 48.7824648539], [2.5373165312, 48.7778976573], [2.5362194792, 48.7771549967], [2.536051693, 48.7770473167], [2.5355592892, 48.7770229185], [2.5351826726, 48.7769854778], [2.5320519663, 48.7767708914], [2.5257019027, 48.7769707008], [2.5225865173, 48.7774655543], [2.5217118215, 48.778617785], [2.5182186879, 48.7799195715], [2.5142409606, 48.7809206858], [2.5123121358, 48.780961396], [2.5125072963, 48.7811942372], [2.5133823933, 48.7819227192], [2.5154554634, 48.7836462939], [2.5174541844, 48.7851824551], [2.5178826448, 48.7855061679]]]}";48.7853734236,2.53871510752
