CODGEO;LIBGEO;REG;DEP;P16_POP;P11_POP;SUPERF;NAIS1116;DECE1116;P16_MEN;NAISD18;DECESD18;P16_LOG;P16_RP;P16_RSECOCC;P16_LOGVAC;P16_RP_PROP;NBMENFISC16;PIMP16;MED16;TP6016;P16_EMPLT;P16_EMPLT_SAL;P11_EMPLT;P16_POP1564;P16_CHOM1564;P16_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
91568;Saint-Maurice-Montcouronne;11;91;1573.0;1626.0;9.03;59.0;23.0;593.794855305;16.0;4.0;623.964923333;593.794855305;9.05102040816;21.119047619;549.285530547;549.0;;31026.6666667;;78.4318150969;53.1527700474;131.423611236;1037.87652733;45.5209003215;823.422508039;105.0;2.0;4.0;14.0;73.0;10.0;12.0;16.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.0929802396, 48.5934793661], [2.0965037292, 48.5933064556], [2.1016309468, 48.5926112034], [2.1054718573, 48.5910775548], [2.1060818388, 48.5908536432], [2.1100172599, 48.5896480061], [2.1130329678, 48.5896534256], [2.1165166713, 48.590694065], [2.1174637254, 48.5911454846], [2.118747832, 48.5919565261], [2.1193594205, 48.5915535422], [2.1200368478, 48.5915090753], [2.1238319139, 48.5913814441], [2.1247124409, 48.5915174622], [2.1261326902, 48.5919785876], [2.1267408384, 48.5924292427], [2.1331453929, 48.5920361632], [2.1409189546, 48.5915095954], [2.1457435339, 48.5877867751], [2.1463553425, 48.5871047844], [2.1462260052, 48.5853064916], [2.1465678125, 48.5846333564], [2.1473151214, 48.5838704688], [2.1475186006, 48.5837810686], [2.1478588254, 48.5832869349], [2.1531636831, 48.5774523074], [2.1534358414, 48.5771375891], [2.1531656282, 48.5769125686], [2.1510004219, 48.5765049192], [2.1498496908, 48.5763230826], [2.1417921888, 48.5752091227], [2.1323893732, 48.5724286604], [2.1298233113, 48.570222106], [2.1295530965, 48.5700869892], [2.1246822084, 48.5688197051], [2.1206773495, 48.5677340443], [2.1202719483, 48.5674989507], [2.1202730127, 48.5672740588], [2.121056669, 48.5661301629], [2.1194778888, 48.5630481492], [2.1165063802, 48.5611549423], [2.1117764639, 48.5586736909], [2.1100875043, 48.557816336], [2.1069107709, 48.5565519668], [2.1024487636, 48.5550151322], [2.1015704648, 48.5547880965], [2.1013658745, 48.5551023142], [2.1010242476, 48.55582122], [2.1023496148, 48.5620709076], [2.1040774221, 48.5695362385], [2.1046257826, 48.5756810176], [2.1053269726, 48.5778857995], [2.1065314308, 48.5811909543], [2.1078145958, 48.5822719933], [2.1082851847, 48.5829025343], [2.1083505768, 48.5834418781], [2.1082802091, 48.5840710629], [2.107465411, 48.5843843088], [2.1004288817, 48.5864057802], [2.0964108003, 48.5870590286], [2.0947036984, 48.5870559512], [2.0942265905, 48.587593873], [2.0932023513, 48.5893447666], [2.0928568568, 48.5907373918], [2.0929802396, 48.5934793661]]]}";48.5784244103,2.12117832636
91578;Saint-Sulpice-de-Favières;11;91;305.0;324.0;4.37;7.0;7.0;127.988102355;1.0;5.0;164.81400469;127.988102355;24.1998786776;12.6260236579;112.629530072;116.0;;31278.8;;46.1170943842;35.8907106373;41.0230420282;197.56417563;17.4063819202;149.823162756;33.0;3.0;2.0;4.0;22.0;2.0;2.0;6.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.1573820474, 48.5367716688], [2.1575327641, 48.5369184747], [2.1624464135, 48.5403753235], [2.1691046686, 48.5439844973], [2.1706160156, 48.5466803804], [2.1714221435, 48.5485688774], [2.1720248759, 48.5507276306], [2.1723297246, 48.5516734375], [2.1735120824, 48.5515386228], [2.1734453505, 48.5510442763], [2.1735634099, 48.5502597419], [2.1874240778, 48.5465598192], [2.1882040822, 48.5469366835], [2.1920181277, 48.5431573225], [2.1926428836, 48.5425291415], [2.1946790044, 48.540508933], [2.1961723214, 48.5388925427], [2.1953640844, 48.5370932512], [2.1946911205, 48.5361036196], [2.1884227155, 48.5271242056], [2.1874306242, 48.5186006973], [2.1872960228, 48.5182858075], [2.1871619606, 48.5182857904], [2.1824793461, 48.5182797632], [2.1822770264, 48.5180543642], [2.179365971, 48.5186352513], [2.1787565467, 48.5187246032], [2.1753044008, 48.5193493312], [2.1753688827, 48.5201576434], [2.1749529348, 48.5235283514], [2.1757259115, 48.5312191775], [2.1755364492, 48.5329316357], [2.1749826502, 48.5356734228], [2.1747775, 48.5365725137], [2.1747082372, 48.5368419173], [2.1732796125, 48.5390423437], [2.1724671922, 48.5394460162], [2.1704331318, 48.5403422506], [2.1700266573, 48.5404311745], [2.1659704291, 48.5390767624], [2.1622509962, 48.5377677641], [2.1583994264, 48.5360097022], [2.1573820474, 48.5367716688]]]}";48.5355477078,2.18110778468
91579;Saint-Vrain;11;91;3059.0;2850.0;11.57;159.0;160.0;1186.0;38.0;46.0;1271.39874902;1186.0;26.1219702893;59.2767787334;948.766946961;1151.0;78.0;26801.3043478;;430.16155457;350.654846861;394.829978723;1837.59241892;90.1109130818;1503.33869723;179.0;2.0;7.0;17.0;124.0;19.0;29.0;33.0;6.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3241448165, 48.5186587673], [2.3241446444, 48.5191976334], [2.3240767672, 48.5203667411], [2.3238053561, 48.5204110775], [2.3202592575, 48.5207866795], [2.3065369725, 48.5224310675], [2.3003783766, 48.5239126214], [2.2991613156, 48.5237777073], [2.2988214197, 48.5249910756], [2.2978731097, 48.527238098], [2.2974652901, 48.5279571739], [2.2972997756, 48.5315159368], [2.2992883695, 48.534744656], [2.3046999792, 48.5389262823], [2.3027356583, 48.5415775896], [2.2983345553, 48.5426555066], [2.2944082588, 48.5429687233], [2.2944753664, 48.5439217942], [2.2949484224, 48.5453153747], [2.295420941, 48.5459442932], [2.2971808834, 48.5475631812], [2.2982622617, 48.5488667797], [2.2992086525, 48.5504403482], [2.2995472864, 48.5515641324], [2.3006978164, 48.5512497492], [2.3014430299, 48.5508457145], [2.3031368273, 48.548598577], [2.3036109552, 48.5477899222], [2.3039505533, 48.5475202333], [2.3048984964, 48.5472505024], [2.3060492279, 48.5471159867], [2.3085530526, 48.547117077], [2.310651697, 48.5474324229], [2.3119386175, 48.5476566773], [2.3166887866, 48.5519283294], [2.3170268529, 48.552917119], [2.3175009327, 48.5528271829], [2.3273207113, 48.5534741545], [2.3404533888, 48.5542664715], [2.3427547172, 48.5528281808], [2.3428228008, 48.5526936192], [2.3481526483, 48.5466588353], [2.3543284132, 48.5403675043], [2.3568995076, 48.5371761849], [2.3571016925, 48.5368165407], [2.3566569327, 48.5368528176], [2.3464075333, 48.5380761435], [2.3445806985, 48.5385707605], [2.3438364196, 48.5386161333], [2.3424144655, 48.538256536], [2.3416029152, 48.5379416845], [2.3398422465, 48.5367282621], [2.33842144, 48.5354249446], [2.3377445317, 48.5347509754], [2.3368649602, 48.5323234516], [2.3373382031, 48.5314246905], [2.3383540334, 48.5300314682], [2.3386911963, 48.5297166844], [2.3416018827, 48.5280982626], [2.3418132112, 48.5277710777], [2.341860955, 48.5258012097], [2.3415688975, 48.5248999875], [2.3402368421, 48.5229152677], [2.33794698, 48.5208613261], [2.3338878627, 48.5191986598], [2.3275951117, 48.5177148529], [2.3258357189, 48.5178497238], [2.3247530201, 48.5184337229], [2.3241448165, 48.5186587673]]]}";48.537013592,2.32326710769
91629;Valpuiseaux;11;91;610.0;620.0;18.7;39.0;28.0;235.0;4.0;5.0;317.0;235.0;43.0;39.0;214.0;242.0;;25117.6;;64.9600318041;41.9600318041;41.0346207701;393.0;23.0;298.0;46.0;10.0;0.0;9.0;22.0;5.0;5.0;9.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3323400863, 48.4120545098], [2.3320701116, 48.4116049465], [2.3316656877, 48.4111015434], [2.3307198945, 48.4097079941], [2.3305845082, 48.4093032705], [2.3313280525, 48.4076853283], [2.3312604926, 48.4076849474], [2.3270748244, 48.4037287268], [2.3247472046, 48.4014815599], [2.3250508214, 48.3993015312], [2.3273457653, 48.3964922284], [2.3291258099, 48.3935729001], [2.3298451799, 48.3897037634], [2.327416049, 48.3817024401], [2.3272809356, 48.3810727786], [2.3272143337, 48.3784659481], [2.3269448085, 48.3784203322], [2.3257304121, 48.3773868622], [2.3241112954, 48.375588117], [2.3121699794, 48.3711809999], [2.3097408607, 48.3712703437], [2.309336169, 48.3711357277], [2.3089998481, 48.3707306948], [2.3087291895, 48.3700561291], [2.3087301966, 48.3691573185], [2.3076512272, 48.3687524452], [2.3058977287, 48.3683022259], [2.3033342058, 48.3678436222], [2.2938054525, 48.3709515275], [2.2807159027, 48.3714846122], [2.2705266844, 48.3720188453], [2.2672882755, 48.371837818], [2.267083397, 48.3740399609], [2.2668769104, 48.3766469621], [2.2677512744, 48.3790303135], [2.2698405551, 48.3807850471], [2.2709174279, 48.3840666251], [2.2715880392, 48.3869444191], [2.2717873797, 48.3893271693], [2.2725945603, 48.3922039848], [2.2727279989, 48.3925188002], [2.27461423, 48.3961165717], [2.2748844331, 48.396116425], [2.2785982577, 48.3950396438], [2.2820406518, 48.3961203869], [2.2851429389, 48.3982786177], [2.2858171455, 48.3987739161], [2.2899985706, 48.402686618], [2.291011001, 48.4042599442], [2.2912120416, 48.4053839641], [2.291345862, 48.4062826579], [2.2909399548, 48.4068227465], [2.2895217409, 48.4076761641], [2.2885083344, 48.4081703175], [2.2858064587, 48.4096070798], [2.2851298901, 48.4108652701], [2.2853988784, 48.4118547509], [2.2859388231, 48.4119002883], [2.2873571871, 48.4119457064], [2.2887077204, 48.4118107628], [2.2896526744, 48.4115870052], [2.2967416388, 48.4134412228], [2.3009945423, 48.4145666799], [2.3082994818, 48.4165015423], [2.3205892584, 48.4208640538], [2.3248422407, 48.4249098978], [2.3250455759, 48.4248651713], [2.3258556008, 48.4241014527], [2.3261936908, 48.4235617676], [2.3284241555, 48.4179433214], [2.3272756722, 48.4129534683], [2.3272754721, 48.4128634987], [2.3323400863, 48.4120545098]]]}";48.3922549118,2.30288974758
91657;Vigneux-sur-Seine;11;91;31256.0;28289.0;8.77;2744.0;891.0;11627.9738996;522.0;200.0;12301.9359676;11627.9738996;54.3119125602;619.650155403;5641.41311525;11254.0;56.0;19649.3333333;18.0;4032.71770683;3489.08927706;3852.58333646;20065.8342196;2263.36321074;15015.4847046;1709.0;8.0;58.0;311.0;1144.0;349.0;188.0;316.0;63.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4005806704, 48.701769326], [2.400716701, 48.7019939772], [2.4044617621, 48.7105846338], [2.4050750186, 48.7117524955], [2.4062314619, 48.7129653317], [2.4076591164, 48.7139987106], [2.4102554817, 48.7156593784], [2.4110710577, 48.716018692], [2.4138580774, 48.7175452999], [2.4142655675, 48.7178144391], [2.4146732139, 48.7179486592], [2.4180722248, 48.7198343491], [2.4207231329, 48.7210453176], [2.4231016632, 48.7219427995], [2.4255483772, 48.7227047441], [2.4280620072, 48.7231971234], [2.4313918525, 48.7236438712], [2.4337689574, 48.7238224706], [2.4351282329, 48.7240906516], [2.4362288279, 48.7242694493], [2.4386750563, 48.72485123], [2.4401207414, 48.7254336672], [2.4411641553, 48.7240992797], [2.4423727431, 48.7215495979], [2.4428468317, 48.7206892392], [2.4415356864, 48.7202468769], [2.4371924244, 48.7148297506], [2.436911591, 48.7074654578], [2.4418224163, 48.6997702345], [2.4437771138, 48.6954906998], [2.4500777596, 48.6888782138], [2.4523804241, 48.6870691712], [2.4544091063, 48.6833816191], [2.4547458548, 48.6824827812], [2.4524369075, 48.6816761617], [2.444965155, 48.6788064518], [2.4446934924, 48.6788069859], [2.4432579551, 48.6800667628], [2.4411571368, 48.6821806105], [2.4361444469, 48.6872462645], [2.4315369715, 48.6918162137], [2.4299776189, 48.6930302562], [2.4271983447, 48.6949651985], [2.4258421024, 48.6957304243], [2.4211110171, 48.6947487195], [2.4164712681, 48.6949725662], [2.4026160299, 48.7009592203], [2.4005806704, 48.701769326]]]}";48.7040811569,2.42756874809
91662;Villeconin;11;91;728.0;731.0;14.45;26.0;13.0;282.0;4.0;3.0;323.0;282.0;27.0;14.0;256.0;264.0;;28795.0;;69.3247507822;32.064640744;93.7964556834;468.0;29.0;356.0;51.0;8.0;3.0;7.0;28.0;10.0;5.0;8.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.1514829147, 48.5015047042], [2.1501975194, 48.5015476968], [2.1499286453, 48.5010977513], [2.1477610589, 48.4966964546], [2.1449527579, 48.4931793442], [2.1434020217, 48.491827694], [2.1412454888, 48.4901162813], [2.1390889699, 48.4879999821], [2.1394378148, 48.4852135808], [2.1431650203, 48.4828825289], [2.146245752, 48.4816739835], [2.1485824171, 48.4807785051], [2.1486501754, 48.4806890251], [2.1481777219, 48.4802834904], [2.1456116536, 48.4795606253], [2.1435824581, 48.4796917545], [2.1372401035, 48.4764808427], [2.1342753661, 48.4737791699], [2.1303032325, 48.469591888], [2.128350511, 48.4677449446], [2.1277437931, 48.467294253], [2.1249529782, 48.4671234731], [2.1213222386, 48.4675078089], [2.1209154917, 48.4676415479], [2.121049412, 48.4680464912], [2.1195687871, 48.4746966615], [2.1229858027, 48.4821963411], [2.1217822587, 48.4871607578], [2.1216831391, 48.491385704], [2.1171951193, 48.492101847], [2.1120589673, 48.4926384453], [2.1070580353, 48.4934151466], [2.1031352749, 48.4954862869], [2.1023872731, 48.4965629197], [2.1012859819, 48.4999291853], [2.1066680719, 48.5037608913], [2.1074368709, 48.5075109919], [2.1071843866, 48.5089818112], [2.1071245279, 48.5091576914], [2.1076725598, 48.5096539123], [2.1128922809, 48.515246468], [2.1086390224, 48.5205872718], [2.1080278125, 48.5211710473], [2.1105244547, 48.5228837658], [2.1178781249, 48.5278865299], [2.1224168254, 48.529423399], [2.1231531677, 48.5288854581], [2.1310055762, 48.5263935767], [2.1360246539, 48.525176981], [2.1435590764, 48.5227620267], [2.1445098645, 48.5215948581], [2.1493377313, 48.5150855935], [2.1497493389, 48.5133333536], [2.1501701524, 48.5094229484], [2.1504434091, 48.5084344015], [2.1512047711, 48.503886768], [2.1511395456, 48.5028975964], [2.1514829147, 48.5015047042]]]}";48.5019488638,2.12833805398
92012;Boulogne-Billancourt;11;92;119645.0;116220.0;6.17;8646.0;3672.0;58424.8197802;1608.0;723.0;66391.222648;58424.8197802;3310.78328704;4655.6195807;25556.9323375;55320.0;76.0;31777.3333333;9.0;86124.8273677;76523.3036486;80086.6752557;79988.4029687;6381.2108039;64900.8357083;20738.0;22.0;482.0;1556.0;16582.0;2138.0;2096.0;4239.0;1205.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2242191059, 48.8535169176], [2.225668341, 48.8530244583], [2.2399777259, 48.8497022099], [2.2506124417, 48.8455548512], [2.2512189425, 48.8428911134], [2.2512993576, 48.8421307474], [2.2517093089, 48.8388218162], [2.2551442384, 48.8348095494], [2.2553039049, 48.8347907573], [2.2614051513, 48.8340803061], [2.2627915245, 48.8339233735], [2.2609949551, 48.8320712572], [2.2516939544, 48.8257510176], [2.250500485, 48.8251040798], [2.2486736322, 48.8244594475], [2.2395763057, 48.8218314888], [2.2373777288, 48.8214757187], [2.236591792, 48.8214787982], [2.2361072489, 48.8215485544], [2.2348675139, 48.8218464212], [2.2332080409, 48.8224365845], [2.2326383539, 48.8227378236], [2.2314886443, 48.823393291], [2.230146439, 48.8243533005], [2.2288664109, 48.8253424759], [2.2283210587, 48.82583632], [2.2272954096, 48.827395532], [2.2269852154, 48.828380155], [2.2267020663, 48.8294692801], [2.2262857179, 48.8316386023], [2.2259907172, 48.8326062293], [2.2254215932, 48.8335010286], [2.2240496902, 48.8351496977], [2.2232948998, 48.8360657652], [2.2231171536, 48.8364738292], [2.2229746803, 48.8370745892], [2.2229709755, 48.8386026111], [2.2230399042, 48.8396454386], [2.2234122186, 48.8408107515], [2.2247783896, 48.8516507574], [2.2242191059, 48.8535169176]]]}";48.8365394869,2.23892452472
92035;La Garenne-Colombes;11;92;29248.0;28297.0;1.78;2293.0;706.0;13144.1224953;394.0;154.0;14913.4396759;13144.1224953;479.167283964;1290.14989667;6419.1139709;13051.0;76.0;29454.0;8.0;11524.6663333;10271.5281383;11712.4453783;19610.549634;1441.73107559;16031.2237798;2985.0;2.0;67.0;229.0;2317.0;418.0;370.0;652.0;145.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2290994842, 48.9060270323], [2.2324360808, 48.9068830316], [2.2348784374, 48.9076037256], [2.2403069275, 48.9096599485], [2.2467978682, 48.9117738648], [2.2498359039, 48.9126580699], [2.2513806303, 48.9130229626], [2.2530450027, 48.9133238305], [2.2554615453, 48.9136005741], [2.2561367024, 48.9136173587], [2.257411925, 48.9135587209], [2.2579354969, 48.9134891207], [2.2578703511, 48.9128906732], [2.2573569026, 48.9109125946], [2.2576333484, 48.9086534247], [2.258215792, 48.9060768864], [2.2557825399, 48.9053702152], [2.2443650003, 48.9026691089], [2.2425887372, 48.9027721036], [2.2395053973, 48.9022354536], [2.2322993717, 48.9007973237], [2.2316290145, 48.9006518304], [2.2318975767, 48.9009404385], [2.2290994842, 48.9060270323]]]}";48.9070545951,2.24498168132
92040;Issy-les-Moulineaux;11;92;68395.0;65326.0;4.25;5313.0;1876.0;31828.2587046;957.0;348.0;35592.3733882;31828.2587046;1814.05020041;1950.06448321;12602.8989433;30679.0;77.0;30422.0;8.0;52365.6486043;48493.31156;51413.9791404;46803.8932776;3221.99297493;37979.6411235;7624.0;8.0;194.0;483.0;6013.0;711.0;926.0;1496.0;515.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2627915245, 48.8339233735], [2.2631735493, 48.8339796903], [2.2694351662, 48.8327958456], [2.2672119122, 48.8315321076], [2.2672540789, 48.831052097], [2.2675277896, 48.8279572033], [2.2675438111, 48.8277864187], [2.2727931902, 48.8279200842], [2.2754233207, 48.8295072674], [2.2790519307, 48.8324899521], [2.2835858272, 48.8307957862], [2.2893937777, 48.8283526461], [2.2877213523, 48.828226677], [2.2843612381, 48.8275006034], [2.2830752779, 48.8271088653], [2.2811571085, 48.826236642], [2.280464041, 48.8259212875], [2.2804313689, 48.8254264302], [2.2810505393, 48.8231978827], [2.2786541423, 48.8184113022], [2.2729562708, 48.8149564075], [2.2725609365, 48.8143990775], [2.2672810145, 48.8140160726], [2.2575775062, 48.8161525309], [2.2532303964, 48.8165301859], [2.2518651077, 48.8163867418], [2.2517342484, 48.8163949169], [2.2413665564, 48.8197355865], [2.2367084036, 48.8213284449], [2.2361072489, 48.8215485544], [2.236591792, 48.8214787982], [2.2373777288, 48.8214757187], [2.2395763057, 48.8218314888], [2.2486736322, 48.8244594475], [2.250500485, 48.8251040798], [2.2516939544, 48.8257510176], [2.2609949551, 48.8320712572], [2.2627915245, 48.8339233735]]]}";48.8231210367,2.26445901321
92044;Levallois-Perret;11;92;63462.0;64629.0;2.41;5401.0;1700.0;30762.0618093;1010.0;330.0;34712.0199654;30762.0618093;1134.02916537;2815.92899073;11275.6662106;28773.0;75.0;30930.6666667;9.0;55681.4543302;51034.2086468;56282.0676763;42446.1709068;3474.0297881;34601.7920988;10350.0;8.0;231.0;486.0;8619.0;1285.0;1006.0;2298.0;779.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2844595718, 48.8856392782], [2.2812317894, 48.8886947652], [2.2768532003, 48.8927819404], [2.2744644798, 48.8950724701], [2.2712741858, 48.8981917487], [2.271063962, 48.8983982135], [2.2723489216, 48.898883569], [2.2749450296, 48.8997419808], [2.2825545668, 48.9015684646], [2.2842744091, 48.9022856207], [2.2852388849, 48.902680786], [2.2873947275, 48.9036415147], [2.292857685, 48.9004687163], [2.2990167714, 48.8970074601], [2.3037743624, 48.8941537789], [2.303743199, 48.8941383092], [2.3003093487, 48.8924770245], [2.2923938037, 48.8896371963], [2.2915068525, 48.8894718708], [2.2856699932, 48.8865737189], [2.2844595718, 48.8856392782]]]}";48.8951908357,2.28680331403
92049;Montrouge;11;92;49128.0;48710.0;2.07;3734.0;1452.0;24619.0096457;690.0;296.0;27035.6646591;24619.0096457;804.954516702;1611.70049668;10046.7477603;22638.0;73.0;27477.3333333;11.0;25356.2136355;22829.3683884;22816.5056786;33899.1480303;2715.10157706;27653.3922315;5365.0;5.0;147.0;361.0;4196.0;569.0;656.0;1059.0;294.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3141456997, 48.8222905354], [2.3205971644, 48.8208667673], [2.3255621713, 48.8197742431], [2.3304136366, 48.8187042612], [2.3324610425, 48.8182471301], [2.3318980606, 48.8170109296], [2.3308771587, 48.8159088699], [2.3290632573, 48.8137833468], [2.3287667513, 48.8134372169], [2.3255135677, 48.8095281473], [2.3217898452, 48.8096959526], [2.3190467534, 48.8099510763], [2.3174210943, 48.8098293815], [2.3079268903, 48.8106750884], [2.3026851018, 48.8111168103], [2.3001505123, 48.811347534], [2.301468101, 48.8127133216], [2.3024890742, 48.8136573472], [2.3033047307, 48.8143762188], [2.3138064573, 48.822090725], [2.3141456997, 48.8222905354]]]}";48.8152248222,2.31722185184
92051;Neuilly-sur-Seine;11;92;60580.0;61797.0;3.73;3474.0;2741.0;28829.9158651;664.0;520.0;35110.095655;28829.9158651;2748.73016501;3531.44962491;14345.3065791;27103.0;79.0;43848.6666667;8.0;45709.8630717;40099.8483398;47657.6218112;36805.1925848;2606.44492805;27600.4049956;13773.0;25.0;216.0;639.0;11607.0;1426.0;1286.0;2945.0;672.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2844595718, 48.8856392782], [2.2845120554, 48.8855910278], [2.2828036254, 48.8842830661], [2.2823272111, 48.883923175], [2.2799904377, 48.8787559373], [2.2799493326, 48.878573124], [2.2794699495, 48.878531568], [2.2774870298, 48.8779683209], [2.2584671711, 48.8803872631], [2.2554103367, 48.8742635427], [2.2548171407, 48.8740808814], [2.2462497956, 48.8762279424], [2.2457037884, 48.8764592325], [2.2463358249, 48.8771611054], [2.2524760177, 48.8854915296], [2.2537610153, 48.8868917191], [2.2538962152, 48.8870688315], [2.2543527629, 48.88766164], [2.2554026276, 48.8885360318], [2.2633446985, 48.894843604], [2.2644298149, 48.8955607436], [2.2679137058, 48.8971864916], [2.271063962, 48.8983982135], [2.2712741858, 48.8981917487], [2.2744644798, 48.8950724701], [2.2768532003, 48.8927819404], [2.2812317894, 48.8886947652], [2.2844595718, 48.8856392782]]]}";48.8855642403,2.26624582624
93001;Aubervilliers;11;93;86061.0;75598.0;5.76;7801.0;1975.0;32058.7171982;1570.0;415.0;34157.3245047;32058.7171982;130.783516761;1967.82378971;7091.47451745;27943.0;32.0;13240.6666667;45.0;31684.5111747;28049.064028;29294.0422241;58407.4370456;9539.25157808;40736.2261062;8506.0;5.0;287.0;1341.0;6350.0;2963.0;523.0;2813.0;385.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.365846786, 48.9016094651], [2.3659844047, 48.9058783256], [2.3659857194, 48.9072263968], [2.3658854311, 48.9110910872], [2.3664000377, 48.9177954126], [2.3670748512, 48.9208763785], [2.3690435547, 48.9239506623], [2.3737822761, 48.9234548299], [2.3747362196, 48.9236792394], [2.3750097011, 48.9236339029], [2.3769861093, 48.9224652203], [2.3931606582, 48.9220545167], [2.3995016552, 48.9220963558], [2.4020911748, 48.9211956235], [2.4024311499, 48.9210606269], [2.4080199195, 48.9183617087], [2.4080190665, 48.9183167397], [2.4075419873, 48.9179123963], [2.4042653287, 48.9148502276], [2.4041967753, 48.9147599568], [2.4054914837, 48.9145343695], [2.4077404308, 48.9135445886], [2.4080799997, 48.9133196434], [2.4112817798, 48.911070982], [2.4112809242, 48.9110260127], [2.4084830703, 48.9081074819], [2.4080047183, 48.9080628515], [2.4067789145, 48.9082429431], [2.4052795501, 48.9086033238], [2.4045291719, 48.9089629147], [2.4029635561, 48.9098625189], [2.4010555766, 48.9109870152], [2.4005781903, 48.9112121508], [2.4003743848, 48.9112569953], [2.4001699128, 48.9111228749], [2.3959388672, 48.9072597868], [2.3940965259, 48.9055534901], [2.3901249212, 48.9018614543], [2.3894416378, 48.9011520138], [2.3889654526, 48.9012781869], [2.3851496429, 48.9020077852], [2.3721309889, 48.9017423972], [2.370290514, 48.9016535953], [2.365846786, 48.9016094651]]]}";48.9128078947,2.38454842863
93039;L'Île-Saint-Denis;11;93;7786.0;7037.0;1.77;658.0;174.0;3064.0;153.0;31.0;3215.0;3064.0;15.0;136.0;738.0;2794.0;42.0;15772.0;31.0;1653.90993132;1470.76125864;1977.71241228;5165.0;856.0;3746.0;626.0;0.0;22.0;56.0;509.0;167.0;39.0;142.0;25.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3116681012, 48.9479489077], [2.3073102492, 48.9489525829], [2.3019802502, 48.9501464864], [2.3000650416, 48.9504185931], [2.2969887802, 48.950521097], [2.2916233849, 48.9507754857], [2.2909694896, 48.9509658647], [2.2921627917, 48.9513721959], [2.2922772579, 48.9513890587], [2.2944581871, 48.9516654018], [2.2966599325, 48.9518177267], [2.2988343525, 48.9518709307], [2.3014280661, 48.9519166471], [2.3034826624, 48.9517415513], [2.3079915244, 48.9511102895], [2.3140644372, 48.9502126382], [2.3206823279, 48.9488654323], [2.3240244947, 48.9481469158], [2.3331130103, 48.945631277], [2.3350901294, 48.9448670804], [2.3360452795, 48.944373274], [2.3374777134, 48.9433847963], [2.3380927863, 48.9427910714], [2.3383653744, 48.9426118207], [2.3384331863, 48.9424323386], [2.3392523521, 48.9413532217], [2.3395250531, 48.9409491481], [2.3399680042, 48.9402528449], [2.3405473509, 48.9392416414], [2.3409575732, 48.9384327429], [2.3412292239, 48.9378937659], [2.3415026923, 48.9369950835], [2.3417064254, 48.9363208386], [2.3417073255, 48.9339844942], [2.3415024673, 48.9331308429], [2.3412293748, 48.9322768154], [2.339729306, 48.9298054015], [2.3392509563, 48.9292119297], [2.333114608, 48.9231463604], [2.3329771385, 48.9230115998], [2.3328418223, 48.9229218158], [2.3312731497, 48.9211684302], [2.3301141876, 48.9198210985], [2.3296374941, 48.9193265142], [2.3287504461, 48.918697432], [2.3263217261, 48.9176280184], [2.325098494, 48.9172542179], [2.3198186224, 48.9159374533], [2.3209778752, 48.9175492885], [2.3215755161, 48.9182838083], [2.3220153127, 48.9186711997], [2.3223956879, 48.9190114895], [2.3226689933, 48.9191910968], [2.3282052284, 48.9225613705], [2.3284496728, 48.9227596873], [2.3299096925, 48.9240448652], [2.3324322771, 48.9263368645], [2.3337279143, 48.9276849246], [2.3346826269, 48.9291228042], [2.3353644534, 48.9303442301], [2.3358410216, 48.9312884307], [2.336352989, 48.9323479338], [2.3367381718, 48.9332898243], [2.336865841, 48.9338750689], [2.3369642859, 48.9353612383], [2.3362085829, 48.9390657126], [2.3357754397, 48.9401667351], [2.3355682106, 48.940679977], [2.3349085718, 48.9415558177], [2.3344608837, 48.9419759958], [2.333907029, 48.9424774168], [2.3327714198, 48.9432049152], [2.3320921731, 48.9435815286], [2.33136575, 48.943910213], [2.3293603503, 48.9446427159], [2.3269728002, 48.9453613495], [2.3234798913, 48.9460350334], [2.3206828074, 48.9465291076], [2.3146311186, 48.9474119276], [2.3124442417, 48.9477977862], [2.3116681012, 48.9479489077]]]}";48.9373520184,2.32651350169
