,insee,nom,year,population,pct_ch,steps
1088,91425,Montlhéry,2008,6535.0,1.0124562327642301,10
1089,91425,Montlhéry,2009,6743.0,1.0318286151491967,11
1090,91425,Montlhéry,2010,6840.0,1.0143852884472786,12
1091,91425,Montlhéry,2011,7019.0,1.0261695906432748,13
1092,91425,Montlhéry,2012,7201.0,1.0259296196039323,14
1093,91425,Montlhéry,2013,7384.0,1.0254131370642967,15
1094,91425,Montlhéry,2014,7512.0,1.017334777898158,16
1095,91425,Montlhéry,2015,7546.0,1.0045260915867944,17
1096,91425,Montlhéry,2016,7561.0,1.0019878081102571,18
1097,91425,Montlhéry,2017,7593.0,1.0042322444121148,19
1098,91347,Longpont-sur-Orge,1962,1294.0,1.3217568947906027,2
1099,91347,Longpont-sur-Orge,1968,1825.0,1.410355486862442,3
1100,91347,Longpont-sur-Orge,1975,3220.0,1.7643835616438357,4
1101,91347,Longpont-sur-Orge,1982,4120.0,1.279503105590062,5
1102,91347,Longpont-sur-Orge,1990,4807.0,1.1667475728155339,6
1103,91347,Longpont-sur-Orge,1999,5843.0,1.2155190347410028,7
1104,91347,Longpont-sur-Orge,2006,6580.0,1.1261338353585486,8
1105,91347,Longpont-sur-Orge,2007,6609.01,1.0044088145896657,9
1106,91347,Longpont-sur-Orge,2008,6683.0,1.0111953227487929,10
1107,91347,Longpont-sur-Orge,2009,6646.0,0.9944635642675446,11
1108,91347,Longpont-sur-Orge,2010,6561.0,0.9872103520914836,12
1109,91347,Longpont-sur-Orge,2011,6476.0,0.9870446578265508,13
1110,91347,Longpont-sur-Orge,2012,6585.0,1.0168313773934528,14
1111,91347,Longpont-sur-Orge,2013,6594.0,1.001366742596811,15
1112,91347,Longpont-sur-Orge,2014,6503.0,0.9861995753715499,16
1113,91347,Longpont-sur-Orge,2015,6432.0,0.9890819621713055,17
1114,91347,Longpont-sur-Orge,2016,6362.0,0.9891169154228856,18
1115,91347,Longpont-sur-Orge,2017,6338.0,0.9962276013832129,19
1116,91685,Villiers-sur-Orge,1962,754.0,1.4093457943925234,2
1117,91685,Villiers-sur-Orge,1968,2012.0,2.6684350132625996,3
1118,91685,Villiers-sur-Orge,1975,2455.0,1.2201789264413518,4
1119,91685,Villiers-sur-Orge,1982,3298.0,1.3433808553971487,5
1120,91685,Villiers-sur-Orge,1990,3704.0,1.12310491206792,6
1121,91685,Villiers-sur-Orge,1999,3752.0,1.0129589632829374,7
1122,91685,Villiers-sur-Orge,2006,3804.0,1.0138592750533049,8
1123,91685,Villiers-sur-Orge,2007,3917.02,1.0297108307045215,9
1124,91685,Villiers-sur-Orge,2008,3910.0,0.99820782125187,10
1125,91685,Villiers-sur-Orge,2009,3896.0,0.9964194373401535,11
1126,91685,Villiers-sur-Orge,2010,3891.0,0.9987166324435318,12
1127,91685,Villiers-sur-Orge,2011,3886.0,0.9987149832947828,13
1128,91685,Villiers-sur-Orge,2012,3911.0,1.0064333504889347,14
1129,91685,Villiers-sur-Orge,2013,4220.0,1.0790079263615444,15
1130,91685,Villiers-sur-Orge,2014,4329.0,1.025829383886256,16
1131,91685,Villiers-sur-Orge,2015,4442.0,1.0261030261030262,17
1132,91685,Villiers-sur-Orge,2016,4554.0,1.025213867627195,18
1133,91685,Villiers-sur-Orge,2017,4548.0,0.9986824769433466,19
1134,92023,Clamart,1962,47991.0,1.4191383032202738,2
1135,92023,Clamart,1968,54906.0,1.144089516784397,3
1136,92023,Clamart,1975,52952.0,0.9644119039813499,4
1137,92023,Clamart,1982,48353.0,0.9131477564586795,5
1138,92023,Clamart,1990,47227.0,0.9767129237069054,6
1139,92023,Clamart,1999,48619.0,1.0294746649162556,7
1140,92023,Clamart,2006,50655.0,1.0418766325921964,8
1141,92023,Clamart,2007,51000.11,1.0068129503504097,9
1142,92023,Clamart,2008,51407.0,1.0079782180861963,10
1143,92023,Clamart,2009,52569.0,1.022603925535433,11
1144,92023,Clamart,2010,52546.0,0.9995624797884685,12
1145,92023,Clamart,2011,52731.0,1.0035207246983595,13
1146,92023,Clamart,2012,52408.0,0.9938745709355028,14
1147,92023,Clamart,2013,52203.0,0.996088383452908,15
1148,92023,Clamart,2014,52457.0,1.0048656207497653,16
1149,92023,Clamart,2015,52645.0,1.0035838877556855,17
1150,92023,Clamart,2016,52528.0,0.9977775667204862,18
1151,92023,Clamart,2017,52971.0,1.0084335973195249,19
1152,92020,Châtillon,1962,20934.0,1.7933693138010793,2
1153,92020,Châtillon,1968,24640.0,1.1770325785803,3
1154,92020,Châtillon,1975,26574.0,1.0784902597402597,4
1155,92020,Châtillon,1982,24834.0,0.9345224655678482,5
1156,92020,Châtillon,1990,26411.0,1.0635016509623902,6
1157,92020,Châtillon,1999,28592.0,1.0825792283518232,7
1158,92020,Châtillon,2006,32077.0,1.1218872411863459,8
1159,92020,Châtillon,2007,32608.7,1.0165757396265238,9
1160,92020,Châtillon,2008,32510.0,0.9969732004035733,10
1161,92020,Châtillon,2009,32448.0,0.9980928944940018,11
1162,92020,Châtillon,2010,32619.0,1.0052699704142012,12
1163,92020,Châtillon,2011,33405.0,1.0240963855421688,13
1164,92020,Châtillon,2012,34960.0,1.0465499176769946,14
1165,92020,Châtillon,2013,35964.0,1.0287185354691075,15
1166,92020,Châtillon,2014,37089.0,1.0312812812812813,16
1167,92020,Châtillon,2015,37159.0,1.0018873520450808,17
1168,92020,Châtillon,2016,36779.0,0.989773675287279,18
1169,92020,Châtillon,2017,37355.0,1.0156611109600586,19
1170,92032,Fontenay-aux-Roses,1962,20237.0,2.7145539906103284,2
1171,92032,Fontenay-aux-Roses,1968,23355.0,1.1540742204872263,3
1172,92032,Fontenay-aux-Roses,1975,25630.0,1.0974095482766002,4
1173,92032,Fontenay-aux-Roses,1982,23947.0,0.9343347639484979,5
1174,92032,Fontenay-aux-Roses,1990,23354.0,0.9752369816678499,6
1175,92032,Fontenay-aux-Roses,1999,23547.0,1.0082641089320887,7
1176,92032,Fontenay-aux-Roses,2006,23964.0,1.017709262326411,8
1177,92032,Fontenay-aux-Roses,2007,24066.25,1.0042668168920046,9
1178,92032,Fontenay-aux-Roses,2008,24131.0,1.0026904897937983,10
1179,92032,Fontenay-aux-Roses,2009,23684.0,0.9814761095686046,11
1180,92032,Fontenay-aux-Roses,2010,23351.0,0.9859398750211112,12
1181,92032,Fontenay-aux-Roses,2011,23288.0,0.997302042739069,13
1182,92032,Fontenay-aux-Roses,2012,22866.0,0.9818790793541738,14
1183,92032,Fontenay-aux-Roses,2013,22378.0,0.9786582699204058,15
1184,92032,Fontenay-aux-Roses,2014,22946.0,1.0253820716775404,16
1185,92032,Fontenay-aux-Roses,2015,23963.0,1.0443214503617189,17
1186,92032,Fontenay-aux-Roses,2016,24117.0,1.006426574302049,18
1187,92032,Fontenay-aux-Roses,2017,24564.0,1.0185346436123897,19
1188,91339,Linas,1962,1833.0,1.5481418918918919,2
1189,91339,Linas,1968,2156.0,1.176213857064921,3
1190,91339,Linas,1975,2830.0,1.3126159554730983,4
1191,91339,Linas,1982,4042.0,1.428268551236749,5
1192,91339,Linas,1990,4767.0,1.1793666501731817,6
1193,91339,Linas,1999,4982.0,1.0451017411369834,7
1194,91339,Linas,2006,6249.0,1.2543155359293456,8
1195,91339,Linas,2007,6290.05,1.0065690510481677,9
1196,91339,Linas,2008,6354.0,1.0101668508199457,10
1197,91339,Linas,2009,6418.0,1.0100723953415172,11
1198,91339,Linas,2010,6479.0,1.0095045185416018,12
1199,91339,Linas,2011,6519.0,1.0061737922518907,13
1200,91339,Linas,2012,6647.0,1.0196349133302653,14
1201,91339,Linas,2013,6707.0,1.009026628554235,15
1202,91339,Linas,2014,6766.0,1.008796779484121,16
1203,91339,Linas,2015,6874.0,1.0159621637599763,17
1204,91339,Linas,2016,6882.0,1.0011638056444574,18
1205,91339,Linas,2017,6785.0,0.9859052600988085,19
1206,91665,La Ville-du-Bois,1962,2052.0,1.7243697478991598,2
1207,91665,La Ville-du-Bois,1968,2594.0,1.2641325536062378,3
1208,91665,La Ville-du-Bois,1975,3334.0,1.2852737085582113,4
1209,91665,La Ville-du-Bois,1982,4067.0,1.219856028794241,5
1210,91665,La Ville-du-Bois,1990,5404.0,1.3287435456110155,6
1211,91665,La Ville-du-Bois,1999,5892.0,1.0903034789045152,7
1212,91665,La Ville-du-Bois,2006,6825.0,1.1583503054989817,8
1213,91665,La Ville-du-Bois,2007,6833.01,1.0011736263736264,9
1214,91665,La Ville-du-Bois,2008,7194.0,1.0528303046534397,10
1215,91665,La Ville-du-Bois,2009,7157.0,0.9948568251320545,11
1216,91665,La Ville-du-Bois,2010,7138.0,0.9973452563923432,12
1217,91665,La Ville-du-Bois,2011,7118.0,0.997198094704399,13
1218,91665,La Ville-du-Bois,2012,7187.0,1.0096937341949985,14
1219,91665,La Ville-du-Bois,2013,7222.0,1.0048699039933213,15
1220,91665,La Ville-du-Bois,2014,7294.0,1.0099695375242315,16
1221,91665,La Ville-du-Bois,2015,7364.0,1.0095969289827256,17
1222,91665,La Ville-du-Bois,2016,7435.0,1.0096414991852254,18
1223,91665,La Ville-du-Bois,2017,7753.0,1.0427706792199058,19
1224,91333,Leuville-sur-Orge,1962,1198.0,1.4574209245742094,2
1225,91333,Leuville-sur-Orge,1968,1519.0,1.2679465776293823,3
1226,91333,Leuville-sur-Orge,1975,1934.0,1.273206056616195,4
1227,91333,Leuville-sur-Orge,1982,1969.0,1.0180972078593589,5
1228,91333,Leuville-sur-Orge,1990,2463.0,1.2508887760284408,6
1229,91333,Leuville-sur-Orge,1999,3757.0,1.5253755582622817,7
1230,91333,Leuville-sur-Orge,2006,4147.0,1.1038062283737025,8
1231,91333,Leuville-sur-Orge,2007,4207.99,1.0147070171208101,9
1232,91333,Leuville-sur-Orge,2008,4182.0,0.9938236545238939,10
1233,91333,Leuville-sur-Orge,2009,4141.0,0.9901960784313726,11
1234,91333,Leuville-sur-Orge,2010,4099.0,0.9898575223375996,12
1235,91333,Leuville-sur-Orge,2011,4094.0,0.9987801902903147,13
1236,91333,Leuville-sur-Orge,2012,4074.0,0.995114802149487,14
1237,91333,Leuville-sur-Orge,2013,4176.0,1.0250368188512518,15
1238,91333,Leuville-sur-Orge,2014,4281.0,1.0251436781609196,16
1239,91333,Leuville-sur-Orge,2015,4387.0,1.0247605699602897,17
1240,91333,Leuville-sur-Orge,2016,4384.0,0.999316161385913,18
1241,91333,Leuville-sur-Orge,2017,4471.0,1.019844890510949,19
1242,91044,Ballainvilliers,1962,890.0,1.3088235294117647,2
1243,91044,Ballainvilliers,1968,935.0,1.050561797752809,3
1244,91044,Ballainvilliers,1975,1589.0,1.6994652406417112,4
1245,91044,Ballainvilliers,1982,2218.0,1.3958464443045941,5
1246,91044,Ballainvilliers,1990,2531.0,1.1411181244364292,6
1247,91044,Ballainvilliers,1999,2750.0,1.0865270644014224,7
1248,91044,Ballainvilliers,2006,3589.0,1.305090909090909,8
1249,91044,Ballainvilliers,2007,3779.98,1.0532125940373362,9
1250,91044,Ballainvilliers,2008,3815.0,1.009264599283594,10
1251,91044,Ballainvilliers,2009,3812.0,0.999213630406291,11
1252,91044,Ballainvilliers,2010,3795.0,0.9955403987408185,12
1253,91044,Ballainvilliers,2011,3779.0,0.9957839262187088,13
1254,91044,Ballainvilliers,2012,3914.0,1.0357237364382113,14
1255,91044,Ballainvilliers,2013,4000.0,1.021972406745018,15
1256,91044,Ballainvilliers,2014,4178.0,1.0445,16
1257,91044,Ballainvilliers,2015,4358.0,1.0430828147438966,17
1258,91044,Ballainvilliers,2016,4539.0,1.041532813217072,18
1259,91044,Ballainvilliers,2017,4581.0,1.0092531394580304,19
1260,91587,Saulx-les-Chartreux,1962,1693.0,1.4445392491467577,2
1261,91587,Saulx-les-Chartreux,1968,1934.0,1.1423508564678087,3
1262,91587,Saulx-les-Chartreux,1975,2437.0,1.2600827300930713,4
1263,91587,Saulx-les-Chartreux,1982,3247.0,1.3323758719737382,5
1264,91587,Saulx-les-Chartreux,1990,4141.0,1.2753310748383122,6
1265,91587,Saulx-les-Chartreux,1999,4950.0,1.1953634387829026,7
1266,91587,Saulx-les-Chartreux,2006,4862.0,0.9822222222222222,8
1267,91587,Saulx-les-Chartreux,2007,4883.0,1.0043192102015632,9
1268,91587,Saulx-les-Chartreux,2008,4942.0,1.0120827360229367,10
1269,91587,Saulx-les-Chartreux,2009,4995.0,1.010724403075678,11
1270,91587,Saulx-les-Chartreux,2010,5048.0,1.0106106106106105,12
1271,91587,Saulx-les-Chartreux,2011,5065.0,1.0033676703645007,13
1272,91587,Saulx-les-Chartreux,2012,5128.0,1.0124383020730503,14
1273,91587,Saulx-les-Chartreux,2013,5182.0,1.0105304212168487,15
1274,91587,Saulx-les-Chartreux,2014,5181.0,0.9998070243149363,16
1275,91587,Saulx-les-Chartreux,2015,5181.0,1.0,17
1276,91587,Saulx-les-Chartreux,2016,5319.0,1.026635784597568,18
1277,91587,Saulx-les-Chartreux,2017,5886.0,1.1065989847715736,19
1278,78686,Viroflay,1962,16004.0,1.305170445278095,2
1279,78686,Viroflay,1968,16352.0,1.0217445638590352,3
1280,78686,Viroflay,1975,15696.0,0.9598825831702544,4
1281,78686,Viroflay,1982,14074.0,0.8966615698267074,5
1282,78686,Viroflay,1990,14689.0,1.0436975984084127,6
1283,78686,Viroflay,1999,15205.0,1.0351283273197631,7
1284,78686,Viroflay,2006,16064.0,1.056494574153239,8
1285,78686,Viroflay,2007,16000.22,0.9960296314741035,9
1286,78686,Viroflay,2008,16076.0,1.004736184877458,10
1287,78686,Viroflay,2009,15909.0,0.9896118437422244,11
1288,78686,Viroflay,2010,15905.0,0.9997485699918285,12
1289,78686,Viroflay,2011,15723.0,0.9885570575290789,13
1290,78686,Viroflay,2012,15678.0,0.9971379507727532,14
1291,78686,Viroflay,2013,15734.0,1.0035718841688992,15
1292,78686,Viroflay,2014,15472.0,0.9833481632134231,16
1293,78686,Viroflay,2015,15738.0,1.0171923474663909,17
1294,78686,Viroflay,2016,16034.0,1.0188079806836956,18
1295,78686,Viroflay,2017,16129.0,1.0059249095671698,19
1296,91589,Savigny-sur-Orge,1962,24219.0,1.6755915317559154,2
1297,91589,Savigny-sur-Orge,1968,31956.0,1.3194599281555803,3
1298,91589,Savigny-sur-Orge,1975,34478.0,1.0789210163975467,4
1299,91589,Savigny-sur-Orge,1982,32502.0,0.942688090956552,5
1300,91589,Savigny-sur-Orge,1990,33295.0,1.0243984985539352,6
1301,91589,Savigny-sur-Orge,1999,36219.0,1.0878209941432648,7
1302,91589,Savigny-sur-Orge,2006,37259.0,1.028714210773351,8
1303,91589,Savigny-sur-Orge,2007,37469.05,1.0056375640784778,9
1304,91589,Savigny-sur-Orge,2008,37319.0,0.9959953615050288,10
1305,91589,Savigny-sur-Orge,2009,37092.0,0.9939173075377153,11
1306,91589,Savigny-sur-Orge,2010,36842.0,0.9932600021567993,12
1307,91589,Savigny-sur-Orge,2011,37132.0,1.0078714510612887,13
1308,91589,Savigny-sur-Orge,2012,37135.0,1.00008079284714,14
1309,91589,Savigny-sur-Orge,2013,37206.0,1.0019119429110004,15
1310,91589,Savigny-sur-Orge,2014,37045.0,0.9956727409557599,16
1311,91589,Savigny-sur-Orge,2015,36262.0,0.9788635443379673,17
1312,91589,Savigny-sur-Orge,2016,36307.0,1.001240968506977,18
1313,91589,Savigny-sur-Orge,2017,36533.0,1.0062246949624039,19
1314,91479,Paray-Vieille-Poste,1962,6202.0,1.4728093089527428,2
1315,91479,Paray-Vieille-Poste,1968,7395.0,1.1923573040954532,3
1316,91479,Paray-Vieille-Poste,1975,7670.0,1.037187288708587,4
1317,91479,Paray-Vieille-Poste,1982,7122.0,0.9285528031290743,5
1318,91479,Paray-Vieille-Poste,1990,7214.0,1.0129177197416457,6
1319,91479,Paray-Vieille-Poste,1999,7195.0,0.9973662323260327,7
1320,91479,Paray-Vieille-Poste,2006,7198.0,1.000416956219597,8
1321,91479,Paray-Vieille-Poste,2007,7179.02,0.9973631564323424,9
1322,91479,Paray-Vieille-Poste,2008,7160.0,0.9973506133149093,10
1323,91479,Paray-Vieille-Poste,2009,7169.0,1.0012569832402234,11
1324,91479,Paray-Vieille-Poste,2010,7111.0,0.9919096108243828,12
1325,91479,Paray-Vieille-Poste,2011,7171.0,1.0084376318379975,13
1326,91479,Paray-Vieille-Poste,2012,7230.0,1.0082275833217125,14
1327,91479,Paray-Vieille-Poste,2013,7290.0,1.008298755186722,15
1328,91479,Paray-Vieille-Poste,2014,7378.0,1.0120713305898492,16
1329,91479,Paray-Vieille-Poste,2015,7437.0,1.0079967470859312,17
1330,91479,Paray-Vieille-Poste,2016,7411.0,0.9965039666532204,18
1331,91479,Paray-Vieille-Poste,2017,7457.0,1.0062069896100392,19
1332,94016,Cachan,1962,23282.0,1.5364614267801755,2
1333,94016,Cachan,1968,26187.0,1.124774503908599,3
1334,94016,Cachan,1975,26442.0,1.009737656088899,4
1335,94016,Cachan,1982,23930.0,0.9049996218137811,5
1336,94016,Cachan,1990,24266.0,1.0140409527789385,6
1337,94016,Cachan,1999,24835.0,1.0234484463858897,7
1338,94016,Cachan,2006,27590.0,1.11093215220455,8
1339,94016,Cachan,2007,27382.61,0.9924831460674157,9
1340,94016,Cachan,2008,27676.0,1.0107144643991204,10
1341,94016,Cachan,2009,27786.0,1.0039745627980923,11
1342,94016,Cachan,2010,28248.0,1.0166270783847982,12
1343,94016,Cachan,2011,28404.0,1.0055225148683093,13
1344,94016,Cachan,2012,28365.0,0.9986269539501479,14
1345,94016,Cachan,2013,29462.0,1.0386744227040368,15
1346,94016,Cachan,2014,29932.0,1.0159527526983911,16
1347,94016,Cachan,2015,30433.0,1.016737939329146,17
1348,94016,Cachan,2016,30208.0,0.9926067098215753,18
1349,94016,Cachan,2017,31069.0,1.0285023834745763,19
1350,92040,Issy-les-Moulineaux,1962,51776.0,1.2197224905180335,2
1351,92040,Issy-les-Moulineaux,1968,50442.0,0.9742351668726823,3
1352,92040,Issy-les-Moulineaux,1975,47625.0,0.9441536814559296,4
1353,92040,Issy-les-Moulineaux,1982,45835.0,0.9624146981627296,5
1354,92040,Issy-les-Moulineaux,1990,46194.0,1.0078324424566378,6
1355,92040,Issy-les-Moulineaux,1999,52642.0,1.1395852275187255,7
1356,92040,Issy-les-Moulineaux,2006,61471.0,1.1677177918772084,8
1357,92040,Issy-les-Moulineaux,2007,62316.13,1.0137484342210148,9
1358,92040,Issy-les-Moulineaux,2008,63297.0,1.015740226487107,10
1359,92040,Issy-les-Moulineaux,2009,64027.0,1.0115329320504922,11
1360,92040,Issy-les-Moulineaux,2010,64355.0,1.0051228388023803,12
1361,92040,Issy-les-Moulineaux,2011,65326.0,1.015088182736384,13
1362,92040,Issy-les-Moulineaux,2012,65322.0,0.999938768637296,14
1363,92040,Issy-les-Moulineaux,2013,65662.0,1.0052049845381341,15
1364,92040,Issy-les-Moulineaux,2014,67360.0,1.025859705765892,16
1365,92040,Issy-les-Moulineaux,2015,69093.0,1.025727434679335,17
1366,92040,Issy-les-Moulineaux,2016,68395.0,0.9898976741493349,18
1367,92040,Issy-les-Moulineaux,2017,68451.0,1.0008187733021419,19
1368,94065,Rungis,1962,1851.0,3.3654545454545453,2
1369,94065,Rungis,1968,2686.0,1.451107509454349,3
1370,94065,Rungis,1975,2986.0,1.1116902457185405,4
1371,94065,Rungis,1982,2649.0,0.8871399866041527,5
1372,94065,Rungis,1990,2939.0,1.1094752736881843,6
1373,94065,Rungis,1999,5418.0,1.843484178291936,7
1374,94065,Rungis,2006,5644.0,1.0417128091546697,8
1375,94065,Rungis,2007,5617.98,0.9953897944720056,9
1376,94065,Rungis,2008,5618.0,1.0000035599984336,10
1377,94065,Rungis,2009,5642.0,1.0042719829120683,11
1378,94065,Rungis,2010,5662.0,1.0035448422545197,12
1379,94065,Rungis,2011,5681.0,1.0033557046979866,13
1380,94065,Rungis,2012,5691.0,1.0017602534765007,14
1381,94065,Rungis,2013,5621.0,0.9876998769987699,15
1382,94065,Rungis,2014,5651.0,1.0053371286247998,16
1383,94065,Rungis,2015,5631.0,0.9964608033976288,17
1384,94065,Rungis,2016,5610.0,0.9962706446457112,18
1385,94065,Rungis,2017,5611.0,1.0001782531194296,19
1386,92007,Bagneux,1962,38044.0,3.061891348088531,2
1387,92007,Bagneux,1968,42006.0,1.1041425717590159,3
1388,92007,Bagneux,1975,40674.0,0.9682902442508213,4
1389,92007,Bagneux,1982,40385.0,0.9928947239022471,5
1390,92007,Bagneux,1990,36364.0,0.9004333292063885,6
1391,92007,Bagneux,1999,37215.0,1.0234022659773403,7
1392,92007,Bagneux,2006,38936.0,1.0462447937659547,8
1393,92007,Bagneux,2007,38591.81,0.9911601088966508,9
1394,92007,Bagneux,2008,38509.0,0.9978542079265005,10
1395,92007,Bagneux,2009,38495.0,0.9996364486224,11
1396,92007,Bagneux,2010,38080.0,0.9892193791401481,12
1397,92007,Bagneux,2011,38002.0,0.9979516806722689,13
1398,92007,Bagneux,2012,38398.0,1.0104205041839902,14
1399,92007,Bagneux,2013,38520.0,1.0031772488150426,15
1400,92007,Bagneux,2014,38817.0,1.0077102803738318,16
1401,92007,Bagneux,2015,39487.0,1.017260478656259,17
1402,92007,Bagneux,2016,39763.0,1.0069896421607112,18
1403,92007,Bagneux,2017,40918.0,1.0290471040917435,19
1404,92049,Montrouge,1962,45260.0,1.3030084928746222,2
1405,92049,Montrouge,1968,44922.0,0.9925320371188687,3
1406,92049,Montrouge,1975,40304.0,0.8971995904011397,4
1407,92049,Montrouge,1982,38517.0,0.9556619690353315,5
1408,92049,Montrouge,1990,38106.0,0.9893293870239115,6
1409,92049,Montrouge,1999,37716.0,0.9897653912769643,7
1410,92049,Montrouge,2006,45178.0,1.1978470675575352,8
1411,92049,Montrouge,2007,46499.69,1.0292551684448183,9
1412,92049,Montrouge,2008,46682.0,1.003920671299099,10
1413,92049,Montrouge,2009,48410.0,1.0370164088942204,11
1414,92049,Montrouge,2010,48597.0,1.0038628382565586,12
1415,92049,Montrouge,2011,48710.0,1.0023252464143877,13
1416,92049,Montrouge,2012,48909.0,1.0040854034079245,14
1417,92049,Montrouge,2013,49656.0,1.0152732625897074,15
1418,92049,Montrouge,2014,48954.0,0.985862735621073,16
1419,92049,Montrouge,2015,48991.0,1.0007558115782162,17
1420,92049,Montrouge,2016,49128.0,1.0027964319977138,18
1421,92049,Montrouge,2017,50260.0,1.023041849861586,19
1422,92075,Vanves,1962,25585.0,1.2373053486797563,2
1423,92075,Vanves,1968,25138.0,0.9825288254836818,3
1424,92075,Vanves,1975,22464.0,0.8936271779775639,4
1425,92075,Vanves,1982,22805.0,1.0151798433048433,5
1426,92075,Vanves,1990,25900.0,1.1357158517868888,6
1427,92075,Vanves,1999,25416.0,0.9813127413127413,7
1428,92075,Vanves,2006,26878.0,1.0575228202706957,8
1429,92075,Vanves,2007,26885.54,1.0002805268249126,9
1430,92075,Vanves,2008,26459.0,0.9841349662309181,10
1431,92075,Vanves,2009,26505.0,1.0017385388714615,11
1432,92075,Vanves,2010,27002.0,1.0187511790228259,12
1433,92075,Vanves,2011,27022.0,1.0007406858751204,13
1434,92075,Vanves,2012,27367.0,1.0127673747317,14
1435,92075,Vanves,2013,28170.0,1.029341908137538,15
1436,92075,Vanves,2014,27783.0,0.986261980830671,16
1437,92075,Vanves,2015,27806.0,1.0008278443652594,17
1438,92075,Vanves,2016,27846.0,1.00143853844494,18
1439,92075,Vanves,2017,27729.0,0.9957983193277311,19
1440,92046,Malakoff,1962,33603.0,1.2237517753741942,2
1441,92046,Malakoff,1968,36198.0,1.077225247745737,3
1442,92046,Malakoff,1975,34121.0,0.9426211392894636,4
1443,92046,Malakoff,1982,32553.0,0.9540458954895812,5
1444,92046,Malakoff,1990,30959.0,0.9510336988910393,6
1445,92046,Malakoff,1999,29419.0,0.9502567912400272,7
1446,92046,Malakoff,2006,30509.0,1.0370508854821714,8
1447,92046,Malakoff,2007,30735.3,1.0074174833655642,9
1448,92046,Malakoff,2008,30909.0,1.005651482171965,10
1449,92046,Malakoff,2009,30988.0,1.0025558898702642,11
1450,92046,Malakoff,2010,30982.0,0.9998063766619336,12
1451,92046,Malakoff,2011,30768.0,0.9930927635401201,13
1452,92046,Malakoff,2012,30420.0,0.9886895475819033,14
1453,92046,Malakoff,2013,30304.0,0.9961867192636423,15
1454,92046,Malakoff,2014,30428.0,1.00409186906019,16
1455,92046,Malakoff,2015,29897.0,0.9825489680557381,17
1456,92046,Malakoff,2016,29973.0,1.0025420610763622,18
1457,92046,Malakoff,2017,30720.0,1.0249224301871684,19
1458,91326,Juvisy-sur-Orge,1962,11902.0,1.5253107779059336,2
1459,91326,Juvisy-sur-Orge,1968,12626.0,1.06083011258612,3
1460,91326,Juvisy-sur-Orge,1975,13671.0,1.0827657215270077,4
1461,91326,Juvisy-sur-Orge,1982,12305.0,0.9000804622924439,5
1462,91326,Juvisy-sur-Orge,1990,11818.0,0.9604225924420967,6
1463,91326,Juvisy-sur-Orge,1999,11954.0,1.0115078693518362,7
1464,91326,Juvisy-sur-Orge,2006,13954.0,1.1673080140538732,8
1465,91326,Juvisy-sur-Orge,2007,14152.75,1.014243227748316,9
1466,91326,Juvisy-sur-Orge,2008,14437.0,1.0200844358870185,10
1467,91326,Juvisy-sur-Orge,2009,14347.0,0.9937660178707488,11
1468,91326,Juvisy-sur-Orge,2010,14634.0,1.020004182058967,12
1469,91326,Juvisy-sur-Orge,2011,14924.0,1.019816864835315,13
1470,91326,Juvisy-sur-Orge,2012,15188.0,1.017689627445725,14
1471,91326,Juvisy-sur-Orge,2013,15545.0,1.02350539899921,15
1472,91326,Juvisy-sur-Orge,2014,16160.0,1.039562560308781,16
1473,91326,Juvisy-sur-Orge,2015,16365.0,1.0126856435643565,17
1474,91326,Juvisy-sur-Orge,2016,16341.0,0.9985334555453712,18
1475,91326,Juvisy-sur-Orge,2017,16667.0,1.0199498194724925,19
1476,94021,Chevilly-Larue,1962,11458.0,3.693745970341715,2
1477,94021,Chevilly-Larue,1968,16168.0,1.4110665037528365,3
1478,94021,Chevilly-Larue,1975,17687.0,1.093951014349332,4
1479,94021,Chevilly-Larue,1982,16026.0,0.9060892180697687,5
1480,94021,Chevilly-Larue,1990,16223.0,1.012292524647448,6
1481,94021,Chevilly-Larue,1999,18149.0,1.1187203353263884,7
1482,94021,Chevilly-Larue,2006,18622.0,1.0260620419857844,8
1483,94021,Chevilly-Larue,2007,19151.66,1.028442702180217,9
1484,94021,Chevilly-Larue,2008,19042.0,0.9942741255849362,10
1485,94021,Chevilly-Larue,2009,18707.0,0.9824073101564962,11
1486,94021,Chevilly-Larue,2010,18498.0,0.9888277115518255,12
1487,94021,Chevilly-Larue,2011,18532.0,1.0018380365444912,13
1488,94021,Chevilly-Larue,2012,18786.0,1.0137060220159724,14
1489,94021,Chevilly-Larue,2013,18894.0,1.0057489619929736,15
1490,94021,Chevilly-Larue,2014,19151.0,1.0136022017571715,16
1491,94021,Chevilly-Larue,2015,19169.0,1.0009398986998068,17
1492,94021,Chevilly-Larue,2016,19347.0,1.0092858260733475,18
1493,94021,Chevilly-Larue,2017,19491.0,1.0074430144208404,19
1494,94076,Villejuif,1962,46116.0,1.8185259671122678,2
1495,94076,Villejuif,1968,51120.0,1.1085089773614363,3
1496,94076,Villejuif,1975,55606.0,1.087754303599374,4
1497,94076,Villejuif,1982,52448.0,0.943207567528684,5
1498,94076,Villejuif,1990,48405.0,0.9229141244661379,6
1499,94076,Villejuif,1999,47414.0,0.9795269083772338,7
1500,94076,Villejuif,2006,50571.0,1.0665837094529043,8
1501,94076,Villejuif,2007,51409.79,1.0165863835004252,9
1502,94076,Villejuif,2008,53240.0,1.0356004177414457,10
