,insee,year,population,pct_ch,steps
331,91243,2012,1882.0,1.0986573263280794,8
332,91243,2017,2149.0,1.1418703506907546,9
333,91477,1962,16326.0,2.0351533283470458,1
334,91477,1968,23343.0,1.4298052186696069,2
335,91477,1975,28716.0,1.2301760699138928,3
336,91477,1982,28369.0,0.9879161443097925,4
337,91477,1990,28395.0,1.000916493355423,5
338,91477,1999,28959.0,1.0198626518753302,6
339,91477,2006,30339.0,1.0476535791981767,7
340,91477,2012,30268.0,0.9976597778436995,8
341,91477,2017,35514.0,1.1733183560195586,9
342,91363,1962,2187.0,1.2715116279069767,1
343,91363,1968,2635.0,1.2048468221307727,2
344,91363,1975,3980.0,1.5104364326375712,3
345,91363,1982,4465.0,1.1218592964824121,4
346,91363,1990,5680.0,1.2721164613661815,5
347,91363,1999,7210.0,1.2693661971830985,6
348,91363,2006,7647.0,1.060610263522885,7
349,91363,2012,8007.0,1.0470772852098862,8
350,91363,2017,8139.0,1.0164855751217685,9
351,78640,1962,6402.0,1.6967930029154519,1
352,78640,1968,15471.0,2.416588566073102,2
353,78640,1975,22611.0,1.461508629047896,3
354,78640,1982,22430.0,0.991995046658706,4
355,78640,1990,20725.0,0.9239857333927776,5
356,78640,1999,20344.0,0.9816164053075995,6
357,78640,2006,20030.0,0.9845654738497838,7
358,78640,2012,21104.0,1.0536195706440339,8
359,78640,2017,22036.0,1.0441622441243366,9
360,91064,1962,2712.0,1.751937984496124,1
361,91064,1968,3323.0,1.2252949852507375,2
362,91064,1975,4133.0,1.2437556424917244,3
363,91064,1982,3844.0,0.9300750060488749,4
364,91064,1990,4209.0,1.0949531737773153,5
365,91064,1999,4017.0,0.9543834640057021,6
366,91064,2006,4990.0,1.2422205626089122,7
367,91064,2012,4433.0,0.8883767535070141,8
368,91064,2017,4639.0,1.0464696593728853,9
369,91661,1962,3033.0,1.6306451612903226,1
370,91661,1968,4949.0,1.6317177711836466,2
371,91661,1975,7234.0,1.4617094362497474,3
372,91661,1982,7728.0,1.0682886369919824,4
373,91661,1990,9080.0,1.1749482401656315,5
374,91661,1999,9372.0,1.03215859030837,6
375,91661,2006,9600.0,1.0243277848911652,7
376,91661,2012,9859.0,1.0269791666666668,8
377,91661,2017,10489.0,1.0639010041586368,9
378,91458,1962,467.0,1.6385964912280702,1
379,91458,1968,668.0,1.430406852248394,2
380,91458,1975,1820.0,2.7245508982035926,3
381,91458,1982,2653.0,1.4576923076923076,4
382,91458,1990,2636.0,0.9935921598190728,5
383,91458,1999,4277.0,1.622534142640364,6
384,91458,2006,4705.0,1.1000701426233341,7
385,91458,2012,4757.0,1.0110520722635494,8
386,91458,2017,4642.0,0.9758250998528485,9
387,91216,1962,6103.0,1.672513017265004,1
388,91216,1968,9032.0,1.479927904309356,2
389,91216,1975,9366.0,1.036979627989371,3
390,91216,1982,8745.0,0.9336963484945547,4
391,91216,1990,9688.0,1.107833047455689,5
392,91216,1999,9366.0,0.9667630057803468,6
393,91216,2006,10118.0,1.0802904121289771,7
394,91216,2012,10285.0,1.0165052381893656,8
395,91216,2017,11270.0,1.095770539620807,9
396,91667,1962,2767.0,1.4647961884595024,1
397,91667,1968,3404.0,1.2302132273220094,2
398,91667,1975,4050.0,1.1897767332549942,3
399,91667,1982,4104.0,1.0133333333333334,4
400,91667,1990,6404.0,1.560428849902534,5
401,91667,1999,6872.0,1.0730793254216116,6
402,91667,2006,6878.0,1.000873108265425,7
403,91667,2012,7003.0,1.0181738877580693,8
404,91667,2017,6996.0,0.9990004283878338,9
405,91432,1962,5220.0,2.116788321167883,1
406,91432,1968,6874.0,1.3168582375478928,2
407,91432,1975,8492.0,1.2353796915915043,3
408,91432,1982,9416.0,1.1088082901554404,4
409,91432,1990,10043.0,1.066588785046729,5
410,91432,1999,10611.0,1.056556805735338,6
411,91432,2006,11481.0,1.0819903873338987,7
412,91432,2012,12476.0,1.0866649246581308,8
413,91432,2017,13729.0,1.1004328310355884,9
414,91161,1962,3411.0,2.0100176782557453,1
415,91161,1968,9923.0,2.9091175608326005,2
416,91161,1975,16236.0,1.636198730222715,3
417,91161,1982,17271.0,1.0637472283813747,4
418,91161,1990,16939.0,0.9807770250709281,5
419,91161,1999,17731.0,1.046756006848102,6
420,91161,2006,18639.0,1.0512097456432237,7
421,91161,2012,19213.0,1.0307956435431085,8
422,91161,2017,20181.0,1.050382553479415,9
423,91345,1962,5522.0,1.8345514950166113,1
424,91345,1968,12929.0,2.3413618254255706,2
425,91345,1975,18170.0,1.4053677778637172,3
426,91345,1982,18370.0,1.0110071546505228,4
427,91345,1990,19864.0,1.0813282525857377,5
428,91345,1999,19978.0,1.0057390253725331,6
429,91345,2006,21048.0,1.053558914806287,7
430,91345,2012,21739.0,1.0328297225389587,8
431,91345,2017,21221.0,0.9761718570311422,9
432,92022,1962,16787.0,1.2692424013307122,1
433,92022,1968,17476.0,1.041043664740573,2
434,92022,1975,19086.0,1.0921263447013045,3
435,92022,1982,17914.0,0.9385937336267421,4
436,92022,1990,17784.0,0.9927431059506531,5
437,92022,1999,17956.0,1.0096716149347729,6
438,92022,2006,18581.0,1.034807306749833,7
439,92022,2012,19343.0,1.0410096334965826,8
440,92022,2017,20520.0,1.0608488859018765,9
441,92048,1962,34878.0,1.677068808001154,1
442,92048,1968,50623.0,1.45143070130168,2
443,92048,1975,52806.0,1.0431226912668154,3
444,92048,1982,48450.0,0.9175093739347802,4
445,92048,1990,45339.0,0.9357894736842105,5
446,92048,1999,43694.0,0.9637177705727961,6
447,92048,2006,44745.0,1.0240536458094933,7
448,92048,2012,45107.0,1.008090289417812,8
449,92048,2017,45352.0,1.005431529474361,9
450,91689,1962,3477.0,2.310299003322259,1
451,91689,1968,3955.0,1.1374748346275525,2
452,91689,1975,4402.0,1.1130214917825538,3
453,91689,1982,4394.0,0.9981826442526125,4
454,91689,1990,4888.0,1.1124260355029585,5
455,91689,1999,5158.0,1.0552373158756136,6
456,91689,2006,5016.0,0.9724699495928655,7
457,91689,2012,6624.0,1.3205741626794258,8
458,91689,2017,7470.0,1.127717391304348,9
459,94034,1962,21527.0,2.4647355163727958,1
460,94034,1968,26847.0,1.2471315092674315,2
461,94034,1975,28539.0,1.0630238015420717,3
462,94034,1982,25902.0,0.9076001261431725,4
463,94034,1990,26959.0,1.0408076596401823,5
464,94034,1999,25226.0,0.9357172001928855,6
465,94034,2006,25575.0,1.0138349322127964,7
466,94034,2012,26419.0,1.0330009775171065,8
467,94034,2017,27802.0,1.052348688443923,9
468,91377,1962,19137.0,4.569484240687679,1
469,91377,1968,37055.0,1.9363014056539687,2
470,91377,1975,41344.0,1.1157468627715559,3
471,91377,1982,40135.0,0.9707575464396285,4
472,91377,1990,38574.0,0.9611062663510651,5
473,91377,1999,37704.0,0.977445948047908,6
474,91377,2006,40183.0,1.0657489921493741,7
475,91377,2012,43524.0,1.0831446133937237,8
476,91377,2017,50833.0,1.167930337285176,9
477,92002,1962,46483.0,2.189186643432393,1
478,92002,1968,56638.0,1.2184669664178303,2
479,92002,1975,57540.0,1.0159257035912286,3
480,92002,1982,54610.0,0.9490789016336462,4
481,92002,1990,57771.0,1.0578831715802965,5
482,92002,1999,59849.0,1.035969604126638,6
483,92002,2006,60552.0,1.0117462280071514,7
484,92002,2012,61624.0,1.0177037917822698,8
485,92002,2017,62570.0,1.01535116188498,9
486,91136,1962,1607.0,1.6431492842535786,1
487,91136,1968,1859.0,1.1568139390168015,2
488,91136,1975,2421.0,1.3023130715438407,3
489,91136,1982,2446.0,1.010326311441553,4
490,91136,1990,2491.0,1.018397383483238,5
491,91136,1999,2460.0,0.9875551987153753,6
492,91136,2006,2439.0,0.9914634146341463,7
493,91136,2012,2667.0,1.0934809348093482,8
494,91136,2017,2761.0,1.0352455943007124,9
495,91645,1962,7063.0,2.00996015936255,1
496,91645,1968,9852.0,1.3948746991363443,2
497,91645,1975,11400.0,1.1571254567600486,3
498,91645,1982,13555.0,1.1890350877192983,4
499,91645,1990,15710.0,1.1589819254887495,5
500,91645,1999,15929.0,1.0139401654996818,6
501,91645,2006,15848.0,0.9949149350241697,7
502,91645,2012,15612.0,0.9851085310449268,8
503,91645,2017,15242.0,0.9763002818344862,9
504,92014,1962,17694.0,1.727254978524014,1
505,92014,1968,18711.0,1.0574771108850458,2
506,92014,1975,18221.0,0.9738121960344183,3
507,92014,1982,18070.0,0.991712858789309,4
508,92014,1990,18499.0,1.0237410071942445,5
509,92014,1999,18246.0,0.9863235850586518,6
510,92014,2006,19521.0,1.0698783294968761,7
511,92014,2012,19872.0,1.0179806362378976,8
512,92014,2017,20667.0,1.040006038647343,9
513,92060,1962,18449.0,1.823384067997628,1
514,92060,1968,22590.0,1.2244566101143692,2
515,92060,1975,22197.0,0.9826029216467463,3
516,92060,1982,21239.0,0.9568410145515159,4
517,92060,1990,21257.0,1.0008474975281323,5
518,92060,1999,21614.0,1.016794467704756,6
519,92060,2006,23312.0,1.078560192467845,7
520,92060,2012,28673.0,1.2299673987645847,8
521,92060,2017,29100.0,1.0148920587312105,9
522,92071,1962,19024.0,2.2518939393939394,1
523,92071,1968,19913.0,1.0467304457527333,2
524,92071,1975,19709.0,0.9897554361472405,3
525,92071,1982,18317.0,0.9293723679537267,4
