Unnamed: 0.1,Unnamed: 0.1.1,insee,TauxProprietaires,TauxChomage,NiveauVieMedian,densitehabkm2,dipl_su_tx,no2,o3,pm10,Tour1Candidat1,tp,medianendv,nb_redevables,patrimoineeuro,impotmoyeneuro,prixm2,candidat_last_name,candidat_couleur,nom,year,population,pct_ch,steps
112,1008,92051,49.76,9.44,43849.0,16612.1,0.67,31.69,28.04,32.79,François FILLON,8.0,43848.67,3387.0,2835535.11,13717.34,8590.0,FILLON,#2166ac,Neuilly-sur-Seine,1962,72773.0,1.2094163398258326,2
113,1017,92064,51.31,8.72,36616.0,3882.18,0.65,25.92,29.64,29.55,François FILLON,6.0,36616.0,585.0,2349573.25,8917.9,6153.0,FILLON,#2166ac,Saint-Cloud,1962,26472.0,1.5028954240944703,2
114,1026,75117,35.12,11.52,30282.0,,0.63,33.29,28.12,33.56,François FILLON,14.0,30281.5,3419.0,2395147.95,9581.78,,FILLON,#2166ac,17e Ardt,1962,227687.0,1.0428046038078052,2
115,1035,93061,25.6,17.8,19257.0,25821.43,0.35,32.25,28.41,32.48,Jean-Luc MELENCHON,22.0,19256.5,,,,5059.0,MÃ‰LENCHON,#b2182b,Le Pré-Saint-Gervais,1962,15258.0,1.0385950581988972,2
116,1044,93070,22.63,17.61,17329.0,11190.4,0.35,32.97,28.77,33.17,Jean-Luc MELENCHON,28.0,17328.67,,,,4717.0,MÃ‰LENCHON,#b2182b,Saint-Ouen-sur-Seine,1962,51956.0,1.1427691630924888,2
117,1053,94067,46.75,9.58,32075.0,24768.89,0.59,31.4,28.12,32.8,François FILLON,9.0,32074.67,409.0,2414991.85,10187.04,7228.0,FILLON,#2166ac,Saint-Mandé,1962,24325.0,1.0548111530289233,2
118,1062,92024,29.23,14.41,18789.0,19304.55,0.44,31.77,28.26,32.56,Emmanuel MACRON,24.0,18788.67,52.0,2064632.42,7864.81,5426.0,MACRON,#f0a399,Clichy,1962,56316.0,1.06198495163024,2
119,1071,94002,30.09,15.5,19695.0,12073.17,0.37,30.85,29.55,32.93,Jean-Luc MELENCHON,22.0,19694.5,,,,4362.0,MÃ‰LENCHON,#b2182b,Alfortville,1962,32332.0,1.157193987115247,2
120,1080,94022,41.41,15.45,19105.0,7644.18,0.34,28.87,30.18,32.01,Jean-Luc MELENCHON,22.0,19105.29,,,,3362.0,MÃ‰LENCHON,#b2182b,Choisy-le-Roi,1962,41522.0,1.519116086781546,2
121,1089,75120,27.55,15.0,21017.0,,0.5,32.82,28.19,33.75,Jean-Luc MELENCHON,22.0,21017.33,447.0,2050430.74,7419.09,,MÃ‰LENCHON,#b2182b,20e Ardt,1962,199310.0,1.030526457297085,2
122,1098,75119,28.32,16.69,19611.0,,0.46,33.83,28.62,33.73,Jean-Luc MELENCHON,24.0,19610.67,445.0,2162784.69,7989.63,,MÃ‰LENCHON,#b2182b,19e Ardt,1962,159568.0,1.0687957561103036,2
123,1107,75118,33.53,13.35,21542.0,,0.55,33.68,28.25,33.89,Emmanuel MACRON,22.0,21541.74,720.0,2396046.87,9882.3,,MACRON,#f0a399,18e Ardt,1962,254974.0,0.9822218969216724,2
124,1116,92073,37.97,10.12,28371.0,12335.79,0.56,26.73,29.02,30.57,Emmanuel MACRON,10.0,28370.74,229.0,2024496.64,6801.53,6020.0,MACRON,#f0a399,Suresnes,1962,39100.0,1.214964887204027,2
125,1125,93013,40.61,18.9,16325.0,7342.16,0.23,30.06,30.1,30.9,Jean-Luc MELENCHON,31.0,16324.67,,,,3177.0,MÃ‰LENCHON,#b2182b,Le Bourget,1962,10106.0,1.3792821072744643,2
126,1134,93008,26.98,24.19,14452.0,7006.53,0.18,31.8,30.02,31.85,Jean-Luc MELENCHON,36.0,14451.63,,,,3066.0,MÃ‰LENCHON,#b2182b,Bobigny,1962,37010.0,2.23665921315042,2
127,1143,93029,45.39,20.04,16846.0,8553.92,0.18,31.1,30.15,31.51,Jean-Luc MELENCHON,29.0,16846.0,,,,3204.0,MÃ‰LENCHON,#b2182b,Drancy,1962,65890.0,1.5626334013185978,2
128,1152,93074,59.59,13.08,22389.0,1800.27,0.26,27.53,31.06,31.51,Marine LE PEN,12.0,22388.89,,,,3132.0,LE,#053061,Vaujours,1962,4536.0,1.4717715768981183,2
129,1161,77514,56.68,12.26,20835.0,2954.82,0.26,26.96,31.23,31.82,Jean-Luc MELENCHON,15.0,20835.33,,,,2968.0,MÃ‰LENCHON,#b2182b,Villeparisis,1962,10926.0,1.9475935828877005,2
130,1170,93053,35.94,19.28,16395.0,7982.54,0.26,30.91,29.77,31.8,Jean-Luc MELENCHON,30.0,16394.5,,,,3313.0,MÃ‰LENCHON,#b2182b,Noisy-le-Sec,1962,31187.0,1.9086291309669523,2
131,1179,93015,84.31,8.91,25472.0,1121.9,0.31,27.26,31.16,31.16,Marine LE PEN,5.0,25472.26,,,,2942.0,LE,#053061,Coubron,1962,1236.0,1.6702702702702703,2
132,1188,93047,62.15,14.65,18621.0,4790.22,0.22,27.62,31.19,31.2,Jean-Luc MELENCHON,25.0,18621.48,,,,3009.0,MÃ‰LENCHON,#b2182b,Montfermeil,1962,12019.0,2.1234982332155483,2
133,1197,77139,81.48,10.65,25339.0,1516.91,0.3,26.7,31.21,31.21,Emmanuel MACRON,7.0,25338.57,,,,2990.0,MACRON,#f0a399,Courtry,1962,1808.0,3.27536231884058,2
134,1206,93046,57.39,12.7,20447.0,5711.41,0.28,28.85,30.99,31.73,Emmanuel MACRON,17.0,20446.67,,,,2968.0,MACRON,#f0a399,Livry-Gargan,1962,29679.0,1.4339066576480817,2
135,1215,93073,57.98,15.65,20010.0,1525.1,0.23,28.89,31.34,32.34,Jean-Luc MELENCHON,17.0,20009.57,,,,2884.0,MÃ‰LENCHON,#b2182b,Tremblay-en-France,1962,13788.0,2.3731497418244407,2
136,1224,95277,42.58,17.35,17626.0,1306.21,0.21,28.9,31.65,31.58,Jean-Luc MELENCHON,24.0,17626.25,,,,2712.0,MÃ‰LENCHON,#b2182b,Gonesse,1962,8517.0,2.126060908637045,2
137,1233,93007,41.21,21.85,15804.0,6385.73,0.17,30.02,30.37,31.63,Jean-Luc MELENCHON,32.0,15803.75,,,,3138.0,MÃ‰LENCHON,#b2182b,Le Blanc-Mesnil,1962,35708.0,1.953712316025606,2
138,1242,95088,68.48,17.46,21597.0,149.58,0.24,28.45,30.94,30.8,Marine LE PEN,,21597.35,,,,3130.0,LE,#053061,Bonneuil-en-France,1962,654.0,2.0061349693251533,2
139,1251,95527,31.57,9.85,24477.0,201.9,0.28,27.22,31.15,31.22,Marine LE PEN,,24476.67,,,,3318.0,LE,#053061,Roissy-en-France,1962,1243.0,1.2696629213483146,2
140,1260,93030,14.25,21.12,15584.0,2779.12,0.18,29.59,30.5,30.82,Jean-Luc MELENCHON,33.0,15584.23,,,,2509.0,MÃ‰LENCHON,#b2182b,Dugny,1962,6185.0,4.446441409058232,2
141,1269,93078,57.65,20.61,17933.0,3440.5,0.21,28.9,30.98,31.87,Jean-Luc MELENCHON,22.0,17933.0,,,,2590.0,MÃ‰LENCHON,#b2182b,Villepinte,1962,7660.0,2.023778071334214,2
142,1278,95212,48.94,8.2,,28.57,0.27,24.32,31.43,30.34,Marine LE PEN,,,,,,,LE,#053061,Épiais-lès-Louvres,1962,101.0,0.9439252336448598,2
143,1287,94058,61.42,9.64,28317.0,8387.37,0.5,30.23,29.5,31.86,Emmanuel MACRON,9.0,28317.0,172.0,2015398.15,6368.53,4879.0,MACRON,#f0a399,Le Perreux-sur-Marne,1962,27900.0,1.2085246469721909,2
144,1296,93049,60.12,11.44,24036.0,6053.51,0.39,29.2,30.05,31.52,Emmanuel MACRON,13.0,24035.83,,,,3730.0,MACRON,#f0a399,Neuilly-Plaisance,1962,15526.0,1.311096098631988,2
145,1305,93033,75.61,7.26,27681.0,3883.23,0.44,27.88,30.64,31.19,François FILLON,7.0,27681.2,,,,3861.0,FILLON,#2166ac,Gournay-sur-Marne,1962,3218.0,2.2614195361911453,2
146,1314,93032,58.58,13.75,21113.0,5633.48,0.3,28.42,31.07,31.52,Emmanuel MACRON,17.0,21113.33,,,,3106.0,MACRON,#f0a399,Gagny,1962,29004.0,2.1058592899150512,2
147,1323,93064,46.47,13.96,19947.0,6968.58,0.31,30.05,30.08,31.78,Jean-Luc MELENCHON,20.0,19946.67,,,,3329.0,MÃ‰LENCHON,#b2182b,Rosny-sous-Bois,1962,21001.0,1.471688857743518,2
148,1332,93062,55.86,12.04,26564.0,6135.68,0.45,28.2,30.48,31.28,François FILLON,12.0,26563.74,,,,3821.0,FILLON,#2166ac,Le Raincy,1962,14908.0,1.20254900379124,2
149,1341,93077,51.71,12.13,21782.0,7021.78,0.34,29.05,30.51,31.69,Emmanuel MACRON,19.0,21782.22,52.0,2197709.6,8727.31,3388.0,MACRON,#f0a399,Villemomble,1962,24540.0,1.316452979990344,2
150,1350,93050,43.97,13.45,19199.0,4878.77,0.3,28.76,30.67,31.38,Jean-Luc MELENCHON,21.0,19199.21,,,,2975.0,MÃ‰LENCHON,#b2182b,Neuilly-sur-Marne,1962,15082.0,1.4307940423109762,2
151,1359,93010,42.74,22.51,15978.0,9680.84,0.21,29.76,30.09,31.49,Jean-Luc MELENCHON,31.0,15978.33,,,,2968.0,MÃ‰LENCHON,#b2182b,Bondy,1962,38039.0,1.9520192949145585,2
152,1368,93057,56.09,13.24,20357.0,7548.46,0.3,28.71,30.23,31.23,Emmanuel MACRON,20.0,20357.39,,,,3141.0,MACRON,#f0a399,Les Pavillons-sous-Bois,1962,19022.0,1.2603193533426091,2
153,1377,93063,34.86,19.42,17681.0,7394.78,0.27,31.34,29.29,31.97,Jean-Luc MELENCHON,26.0,17681.25,,,,4178.0,MÃ‰LENCHON,#b2182b,Romainville,1962,23494.0,1.3802138409117612,2
154,1386,93071,48.92,20.57,15784.0,6856.58,0.19,28.72,30.84,31.66,Jean-Luc MELENCHON,31.0,15783.6,,,,2597.0,MÃ‰LENCHON,#b2182b,Sevran,1962,17969.0,1.8170694711295377,2
155,1395,93005,48.15,19.56,17211.0,5069.97,0.23,29.96,30.86,32.02,Jean-Luc MELENCHON,27.0,17210.61,,,,3176.0,MÃ‰LENCHON,#b2182b,Aulnay-sous-Bois,1962,47507.0,1.4682593645691682,2
156,1404,95612,69.91,13.56,20863.0,1041.41,0.22,25.88,31.38,30.41,Marine LE PEN,15.0,20862.67,,,,2720.0,LE,#053061,Le Thillay,1962,2186.0,2.046816479400749,2
157,1413,95280,53.63,18.21,16800.0,2716.32,0.16,25.13,31.93,30.26,Jean-Luc MELENCHON,27.0,16800.0,,,,2873.0,MÃ‰LENCHON,#b2182b,Goussainville,1962,13109.0,1.9354791082238296,2
158,1422,95019,71.54,16.19,18983.0,4769.79,0.21,26.13,31.36,29.76,Jean-Luc MELENCHON,21.0,18983.33,,,,2925.0,MÃ‰LENCHON,#b2182b,Arnouville,1962,10227.0,1.560897435897436,2
159,1431,95351,61.7,11.77,21284.0,841.67,0.27,24.17,32.16,30.18,Jean-Luc MELENCHON,12.0,21283.85,,,,2833.0,MÃ‰LENCHON,#b2182b,Louvres,1962,2311.0,1.2011434511434511,2
160,1440,95154,65.14,7.23,23307.0,73.04,0.24,23.39,31.65,30.06,Marine LE PEN,,23306.67,,,,1818.0,LE,#053061,Chennevières-lès-Louvres,1962,172.0,1.1390728476821192,2
161,1449,95633,70.59,12.0,,790.0,0.1,25.88,31.38,30.41,Marine LE PEN,,,,,,,LE,#053061,Vaudherland,1962,102.0,1.7586206896551724,2
162,1458,95675,74.15,7.13,27120.0,147.81,0.28,23.22,32.24,29.96,Marine LE PEN,,27119.5,,,,3136.0,LE,#053061,Villeron,1962,263.0,1.0076628352490422,2
163,1467,95094,62.5,11.04,22422.0,119.43,0.18,23.66,31.85,29.33,Marine LE PEN,,22421.6,,,,2634.0,LE,#053061,Bouqueval,1962,148.0,0.9487179487179488,2
164,1476,93014,35.63,22.26,13204.0,7553.16,0.13,28.11,30.92,31.36,Jean-Luc MELENCHON,45.0,13204.0,,,,1636.0,MÃ‰LENCHON,#b2182b,Clichy-sous-Bois,1962,11606.0,3.2391850404688807,2
165,1485,77282,69.64,14.12,23069.0,36.31,0.19,25.25,31.49,30.71,Marine LE PEN,,23068.94,,,,2353.0,LE,#053061,Mauregard,1962,171.0,1.1712328767123288,2
166,1494,95509,86.07,9.25,24496.0,632.63,0.27,21.59,32.73,29.03,Emmanuel MACRON,8.0,24496.0,,,,2750.0,MACRON,#f0a399,Puiseux-en-France,1962,921.0,1.6272084805653708,2
167,1503,77294,60.8,13.51,21333.0,628.86,0.22,27.49,31.42,32.2,Jean-Luc MELENCHON,12.0,21333.33,,,,3015.0,MÃ‰LENCHON,#b2182b,Mitry-Mory,1962,11352.0,1.6200941915227631,2
168,1512,77291,44.69,12.98,21310.0,86.57,0.17,25.48,31.31,31.02,Marine LE PEN,,21310.0,,,,2753.0,LE,#053061,Le Mesnil-Amelot,1962,572.0,1.0232558139534884,2
169,1521,95250,74.61,10.64,21960.0,2637.47,0.25,19.29,32.93,28.23,Jean-Luc MELENCHON,11.0,21960.0,,,,2591.0,MÃ‰LENCHON,#b2182b,Fosses,1962,1773.0,1.4689312344656171,2
170,1530,95604,57.18,11.44,21811.0,720.84,0.28,20.08,32.51,28.97,Marine LE PEN,9.0,21810.95,,,,2473.0,LE,#053061,Survilliers,1962,1300.0,1.241642788920726,2
171,1539,95580,89.55,7.08,34466.0,341.15,0.5,21.02,32.52,29.36,François FILLON,,34466.0,,,,2645.0,FILLON,#2166ac,Saint-Witz,1962,161.0,0.5420875420875421,2
172,1548,95641,62.45,9.92,24984.0,266.14,0.32,22.48,32.22,29.9,Marine LE PEN,,24984.29,,,,2871.0,LE,#053061,Vémars,1962,551.0,1.1199186991869918,2
173,1557,77322,79.66,7.84,25258.0,197.64,0.27,21.97,32.5,29.73,Marine LE PEN,,25257.62,,,,2507.0,LE,#053061,Moussy-le-Neuf,1962,519.0,1.2689486552567235,2
174,1566,95371,79.84,9.71,25027.0,631.69,0.3,21.2,32.77,29.09,Marine LE PEN,6.0,25026.54,,,,2884.0,LE,#053061,Marly-la-Ville,1962,1466.0,1.4587064676616917,2
175,1575,95144,43.48,4.88,,22.83,0.62,21.46,32.6,28.85,François FILLON,,,,,,,FILLON,#2166ac,Châtenay-en-France,1962,69.0,1.1311475409836065,2
176,1584,77323,68.36,8.57,24581.0,136.89,0.29,22.26,32.09,29.87,Marine LE PEN,,24581.43,,,,3059.0,LE,#053061,Moussy-le-Vieux,1962,324.0,1.2908366533864541,2
177,1593,77259,56.52,14.14,23653.0,529.89,0.26,20.64,32.07,29.67,Marine LE PEN,,23652.8,,,,2696.0,LE,#053061,Longperrier,1962,341.0,0.9827089337175792,2
178,1602,77511,49.61,10.84,21332.0,84.02,0.22,23.15,31.59,30.4,Marine LE PEN,,21331.72,,,,2984.0,LE,#053061,Villeneuve-sous-Dammartin,1962,310.0,1.0726643598615917,2
179,1611,77123,71.73,7.85,24092.0,135.9,0.19,23.87,31.21,31.23,Marine LE PEN,,24092.22,,,,2599.0,LE,#053061,Compans,1962,311.0,1.2540322580645162,2
180,1620,93027,25.74,25.97,13399.0,5164.98,0.17,31.57,30.31,31.48,Jean-Luc MELENCHON,43.0,13399.33,,,,2818.0,MÃ‰LENCHON,#b2182b,La Courneuve,1962,25792.0,1.5528930098139564,2
181,1629,93001,22.12,23.42,13241.0,13079.24,0.2,33.59,29.51,32.72,Jean-Luc MELENCHON,45.0,13240.67,,,,3312.0,MÃ‰LENCHON,#b2182b,Aubervilliers,1962,70632.0,1.332427843803056,2
182,1638,95210,54.08,10.99,28985.0,6531.07,0.52,27.11,30.61,29.79,François FILLON,9.0,28984.78,,,,4514.0,FILLON,#2166ac,Enghien-les-Bains,1962,12504.0,1.1073326248671629,2
183,1647,93066,22.95,23.32,14622.0,8704.52,0.25,33.41,30.28,33.03,Jean-Luc MELENCHON,38.0,14621.5,,,,3335.0,MÃ‰LENCHON,#b2182b,Saint-Denis,1962,94264.0,1.3478030855459755,2
184,1656,92078,24.09,18.83,16843.0,8013.75,0.21,30.27,29.73,31.47,Jean-Luc MELENCHON,25.0,16843.33,,,,3234.0,MÃ‰LENCHON,#b2182b,Villeneuve-la-Garenne,1962,13780.0,3.844866071428572,2
185,1665,95197,60.39,9.76,22731.0,5785.56,0.4,27.35,31.21,29.79,Emmanuel MACRON,14.0,22731.0,,,,3231.0,MACRON,#f0a399,Deuil-la-Barre,1962,13681.0,1.4572858968896465,2
186,1674,95555,48.57,15.04,21729.0,7464.6,0.35,27.1,30.76,29.99,Emmanuel MACRON,15.0,21728.57,,,,3360.0,MACRON,#f0a399,Saint-Gratien,1962,9248.0,1.5160655737704918,2
187,1683,93072,30.37,21.43,14598.0,6461.97,0.15,29.29,30.95,30.51,Jean-Luc MELENCHON,38.0,14598.33,,,,2778.0,MÃ‰LENCHON,#b2182b,Stains,1962,27503.0,1.496191926884996,2
188,1692,93031,35.0,17.8,15844.0,11856.52,0.21,29.3,30.49,30.83,Jean-Luc MELENCHON,31.0,15843.89,,,,2619.0,MÃ‰LENCHON,#b2182b,Épinay-sur-Seine,1962,34167.0,2.100129079845104,2
189,1701,93059,36.15,21.77,14527.0,8123.48,0.17,29.01,30.89,30.36,Jean-Luc MELENCHON,37.0,14526.67,,,,2792.0,MÃ‰LENCHON,#b2182b,Pierrefitte-sur-Seine,1962,14770.0,1.2206611570247934,2
190,1710,93039,24.09,22.85,15772.0,4021.14,0.27,30.6,30.05,31.59,Jean-Luc MELENCHON,31.0,15772.0,,,,2967.0,MÃ‰LENCHON,#b2182b,L'Île-Saint-Denis,1962,3946.0,1.290385873119686,2
191,1719,92036,20.36,20.4,16716.0,3602.23,0.23,31.54,30.0,32.18,Jean-Luc MELENCHON,27.0,16716.0,,,,3788.0,MÃ‰LENCHON,#b2182b,Gennevilliers,1962,42595.0,1.6923596487742858,2
192,1728,95427,57.02,14.59,19056.0,4828.62,0.28,27.59,31.27,29.87,Jean-Luc MELENCHON,22.0,19055.59,,,,2750.0,MÃ‰LENCHON,#b2182b,Montmagny,1962,5493.0,1.5049315068493148,2
193,1737,95268,35.34,20.12,14182.0,7303.31,0.17,28.36,31.17,30.32,Jean-Luc MELENCHON,39.0,14182.0,,,,2437.0,MÃ‰LENCHON,#b2182b,Garges-lès-Gonesse,1962,10483.0,2.9646493212669682,2
194,1746,93045,38.92,14.68,22546.0,17861.11,0.43,31.8,28.79,32.29,Jean-Luc MELENCHON,16.0,22545.83,,,,5612.0,MÃ‰LENCHON,#b2182b,Les Lilas,1962,17721.0,1.0020356234096692,2
195,1755,93079,24.86,24.84,14801.0,5425.75,0.17,28.38,30.55,30.25,Jean-Luc MELENCHON,33.0,14801.0,,,,2753.0,MÃ‰LENCHON,#b2182b,Villetaneuse,1962,4892.0,1.5955642530984997,2
196,1764,95585,32.54,22.31,15074.0,6960.43,0.19,26.79,32.03,29.72,Jean-Luc MELENCHON,34.0,15073.5,,,,2263.0,MÃ‰LENCHON,#b2182b,Sarcelles,1962,35800.0,5.3737616331432,2
197,1773,95598,57.15,11.85,23743.0,4438.23,0.35,26.27,31.58,29.42,Emmanuel MACRON,12.0,23742.67,,,,3465.0,MACRON,#f0a399,Soisy-sous-Montmorency,1962,11803.0,2.0868104667609617,2
198,1782,95428,57.7,10.98,26411.0,4020.15,0.44,26.38,31.91,29.37,François FILLON,11.0,26411.11,117.0,2241278.24,10005.92,3417.0,FILLON,#2166ac,Montmorency,1962,16369.0,1.4516672578928698,2
199,1791,93006,35.04,18.1,16583.0,13429.18,0.31,31.93,28.88,32.78,Jean-Luc MELENCHON,31.0,16583.0,,,,4470.0,MÃ‰LENCHON,#b2182b,Bagnolet,1962,31591.0,1.2606648309988426,2
200,1800,94080,48.44,9.41,31451.0,25470.68,0.64,31.31,28.63,32.44,Emmanuel MACRON,8.0,31450.67,413.0,2031931.29,7426.09,7226.0,MACRON,#f0a399,Vincennes,1962,50436.0,1.0245805062365416,2
201,1809,92004,42.19,11.45,24371.0,17297.93,0.5,31.76,29.33,32.84,Emmanuel MACRON,16.0,24370.5,280.0,2242350.47,8032.56,5379.0,MACRON,#f0a399,Asnières-sur-Seine,1962,81768.0,1.13137686272882,2
202,1818,92009,52.22,10.01,28760.0,14988.08,0.52,29.59,29.07,31.84,Emmanuel MACRON,11.0,28760.0,115.0,1905505.54,5348.77,5568.0,MACRON,#f0a399,Bois-Colombes,1962,29938.0,1.1624602003572255,2
203,1827,93048,36.3,17.67,18428.0,11580.67,0.4,32.12,29.52,33.03,Jean-Luc MELENCHON,26.0,18428.0,79.0,1995166.46,6756.95,4774.0,MÃ‰LENCHON,#b2182b,Montreuil,1962,92207.0,1.320298404879865,2
204,1836,93055,32.29,17.62,16851.0,10652.87,0.35,32.53,29.1,32.32,Jean-Luc MELENCHON,29.0,16851.43,,,,4646.0,MÃ‰LENCHON,#b2182b,Pantin,1962,46292.0,1.277302577120468,2
205,1845,95369,76.46,8.4,29717.0,3934.25,0.49,23.97,32.03,28.3,Emmanuel MACRON,,29716.94,,,,3379.0,MACRON,#f0a399,Margency,1962,612.0,1.0425894378194207,2
206,1854,95680,35.77,21.85,14903.0,3757.26,0.19,25.36,31.97,29.55,Jean-Luc MELENCHON,35.0,14903.08,,,,2431.0,MÃ‰LENCHON,#b2182b,Villiers-le-Bel,1962,12797.0,3.0403896412449507,2
207,1863,95205,63.38,10.64,23629.0,958.45,0.33,23.91,32.47,28.98,Emmanuel MACRON,9.0,23628.5,,,,2822.0,MACRON,#f0a399,Écouen,1962,3024.0,1.2322738386308068,2
208,1872,95489,84.67,12.35,26431.0,175.54,0.34,23.66,32.26,28.33,François FILLON,,26431.33,,,,2844.0,FILLON,#2166ac,Piscop,1962,474.0,1.1074766355140186,2
209,1881,95539,62.26,12.82,22681.0,2397.5,0.33,25.33,31.99,29.04,François FILLON,12.0,22681.0,,,,3080.0,FILLON,#2166ac,Saint-Brice-sous-Forêt,1962,3364.0,1.2993433758207802,2
210,1890,95288,67.51,10.99,23951.0,2780.65,0.35,26.11,31.51,29.29,Emmanuel MACRON,11.0,23950.87,,,,3005.0,MACRON,#f0a399,Groslay,1962,4744.0,1.3115841857893282,2
211,1899,94052,55.37,9.88,30242.0,11355.36,0.58,30.55,28.99,32.12,Emmanuel MACRON,9.0,30241.67,294.0,2167697.41,8197.05,5568.0,MACRON,#f0a399,Nogent-sur-Marne,1962,24501.0,1.1370956513667796,2
212,1908,94033,45.64,14.03,23149.0,9448.57,0.42,30.96,29.42,32.2,Emmanuel MACRON,15.0,23149.17,246.0,2325899.38,8819.6,5193.0,MACRON,#f0a399,Fontenay-sous-Bois,1962,37484.0,1.2146467919637072,2
213,1917,95492,41.67,2.44,,16.71,0.23,22.83,32.25,28.94,François FILLON,,,,,,2347.0,FILLON,#2166ac,Le Plessis-Gassot,1962,132.0,1.168141592920354,2
214,1926,75112,30.19,10.67,27110.0,,0.59,33.62,29.18,34.48,Emmanuel MACRON,14.0,27110.0,1051.0,2173503.94,8502.38,,MACRON,#f0a399,12e Ardt,1962,161574.0,1.0516881138817833,2
215,1935,94015,69.6,8.16,29024.0,4800.9,0.5,29.73,29.4,31.64,Emmanuel MACRON,8.0,29023.67,,,,4375.0,MACRON,#f0a399,Bry-sur-Marne,1962,9046.0,1.7737254901960784,2
216,1944,77108,56.19,12.02,21726.0,3299.0,0.31,27.86,31.55,31.6,Emmanuel MACRON,15.0,21725.52,,,,3019.0,MACRON,#f0a399,Chelles,1962,28382.0,1.9878134192463928,2
217,1953,77363,80.22,6.61,25463.0,188.56,0.25,26.34,31.28,31.44,Marine LE PEN,,25462.67,,,,2921.0,LE,#053061,Le Pin,1962,613.0,1.4987775061124695,2
218,1962,92026,42.05,8.92,29389.0,21230.22,0.6,30.07,28.41,32.52,Emmanuel MACRON,10.0,29389.13,327.0,1957862.87,6981.87,6021.0,MACRON,#f0a399,Courbevoie,1962,59491.0,1.0800835148874364,2
219,1971,94054,34.59,17.81,17754.0,3195.2,0.24,27.68,30.47,31.26,Jean-Luc MELENCHON,22.0,17754.0,,,,3141.0,MÃ‰LENCHON,#b2182b,Orly,1962,17637.0,2.9311949476483297,2
220,1980,77479,58.53,11.28,24047.0,2107.24,0.33,26.97,31.35,31.23,Emmanuel MACRON,13.0,24047.39,,,,3164.0,MACRON,#f0a399,Vaires-sur-Marne,1962,6908.0,1.3048734416320362,2
221,1989,77055,50.48,11.5,21300.0,987.21,0.25,26.02,31.24,31.02,Jean-Luc MELENCHON,11.0,21300.0,,,,2601.0,MÃ‰LENCHON,#b2182b,Brou-sur-Chantereine,1962,3015.0,2.5464527027027017,2
222,1998,77517,85.91,7.99,25751.0,202.7,0.28,25.42,31.45,31.18,Marine LE PEN,,25750.67,,,,2145.0,LE,#053061,Villevaudé,1962,668.0,1.250936329588015,2
223,2007,77214,89.64,6.31,33300.0,268.45,0.44,23.87,31.22,31.15,François FILLON,,33300.0,,,,4188.0,FILLON,#2166ac,Gressy,1962,57.0,0.5480769230769231,2
224,2016,77462,57.1,7.86,22428.0,66.64,0.22,23.86,31.63,31.13,Marine LE PEN,,22428.33,,,,2834.0,LE,#053061,Thieux,1962,464.0,0.9768421052631578,2
225,2025,77153,66.88,8.85,24386.0,917.56,0.31,20.93,32.31,29.99,Marine LE PEN,7.0,24386.0,,,,2584.0,LE,#053061,Dammartin-en-Goële,1962,1678.0,1.319182389937107,2
226,2034,77118,62.7,9.86,25529.0,736.56,0.3,25.07,31.74,31.49,Marine LE PEN,7.0,25528.67,,,,3222.0,LE,#053061,Claye-Souilly,1962,3220.0,1.576113558492413,2
227,2043,77420,80.04,9.19,24674.0,610.56,0.23,21.0,31.9,30.09,Marine LE PEN,6.0,24673.5,,,,2618.0,LE,#053061,Saint-Mard,1962,1073.0,1.2361751152073732,2
228,2052,77427,86.12,6.36,25467.0,74.45,0.3,22.04,31.59,30.78,Marine LE PEN,,25466.96,,,,3040.0,LE,#053061,Saint-Mesmes,1962,234.0,0.8897338403041825,2
229,2061,77372,57.82,10.32,25351.0,485.89,0.32,25.52,31.42,30.93,Emmanuel MACRON,9.0,25351.0,,,,2992.0,MACRON,#f0a399,Pomponne,1962,1181.0,1.263101604278075,2
230,2070,77005,78.76,7.57,26606.0,246.68,0.35,24.02,31.73,30.99,Marine LE PEN,,26606.0,,,,2707.0,LE,#053061,Annet-sur-Marne,1962,1176.0,1.3023255813953492,2
231,2079,77062,78.53,6.47,26661.0,305.0,0.35,23.16,31.39,30.26,François FILLON,,26661.33,,,,3482.0,FILLON,#2166ac,Carnetin,1962,217.0,1.0187793427230047,2
232,2088,77332,79.59,5.13,25138.0,51.74,0.21,21.9,31.4,30.61,Marine LE PEN,,25138.4,,,,2514.0,LE,#053061,Nantouillet,1962,284.0,1.2085106382978723,2
233,2097,77292,68.69,5.57,26842.0,106.61,0.34,23.32,31.72,31.2,Marine LE PEN,,26842.22,,,,3053.0,LE,#053061,Messy,1962,513.0,1.0219123505976095,2
234,2106,77241,77.58,7.92,24217.0,282.82,0.23,21.29,31.67,30.31,Marine LE PEN,,24217.22,,,,2351.0,LE,#053061,Juilly,1962,823.0,0.6696501220504475,2
235,2115,77525,80.74,11.57,25123.0,67.11,0.18,20.2,31.64,30.12,Marine LE PEN,,25123.33,,,,1149.0,LE,#053061,Vinantes,1962,181.0,0.8153153153153153,2
