,CODGEO,LIBGEO,TauxProprietaires,TauxChomage,NiveauVieMedian,MacronExpIns,MacronExpVote
716,78528,Rolleboise,65.74585635,13.54166667,21641,"73,83","89,77"
717,78530,Rosay,90.34482759,9.473684211,25225,"72,35","87,6"
718,78531,Rosny-sur-Seine,78.113879,12.65560166,21455,"68,38","88,91"
719,78536,Sailly,79.85611511,5.853658537,25378,"68,38","87,67"
720,78537,Saint-Arnoult-en-Yvelines,74.59150327,8.382403879,27475,"71,52","89,16"
721,78545,Saint-Cyr-l'École,40.15382575,9.637934581,23878,,
722,78548,Saint-Forget,79.08163265,4.724409449,35335,"74,31","89,12"
723,78550,Saint-Germain-de-la-Grange,93.14868805,5.585392052,32642,"73,74","88,95"
724,78551,Saint-Germain-en-Laye,47.20998532,9.869827084,30567,"68,94","91,08"
725,78557,Saint-Hilarion,84.98583569,7.543103448,26820,"74,82","90,86"
726,78558,Saint-Illiers-la-Ville,84.42622951,8.947368421,24161,"70,33","87,67"
727,78559,Saint-Illiers-le-Bois,81.25,7.657657658,25408,"72,73","89,92"
728,78561,Saint-Lambert,77.10843373,3.913043478,36311,"73,94","85,61"
729,78562,Saint-Léger-en-Yvelines,73.32155477,6.77466863,28251,"71,53","87,34"
730,78564,Saint-Martin-de-Bréthencourt,80.89430894,7.26744186,26933,"69,55","87,34"
731,78565,Saint-Martin-des-Champs,89.51612903,11.76470588,29312,"65,01","85,68"
732,78565,Saint-Martin-des-Champs,89.51612903,11.76470588,29312,"71,43","84,95"
733,78567,Saint-Martin-la-Garenne,81.61209068,8.431372549,26091,"72,91","88,61"
734,78569,Sainte-Mesme,86.26865672,9.933774834,27880,"69,47","85,28"
735,78571,Saint-Nom-la-Bretèche,85.30054645,7.253626813,42008,"74,74","90,98"
736,78575,Saint-Rémy-lès-Chevreuse,72.87409361,8.580949736,32875,"72,62","90,41"
737,78576,Saint-Rémy-l'Honoré,82.73026316,7.291666667,31387,"73,21","89,9"
738,78586,Sartrouville,56.35329832,12.90118165,22752,"64,04","90,62"
739,78588,Saulx-Marchais,67.42857143,6.679764244,27602,"73,81","88,26"
740,78590,Senlisse,90.45454545,12.5,30739,"68,01","87,77"
741,78591,Septeuil,78.60411899,9.497206704,25741,"67,71","86,57"
742,78597,Soindres,83.76068376,9.04109589,27459,"67,15","87,77"
743,78601,Sonchamp,83.68,7.281553398,27501,"71,76","88,01"
744,78605,Tacoignières,88.42105263,7.014028056,27875,"71,88","87,79"
745,78606,Le Tartre-Gaudran,80,0,,"58,14","83,33"
746,78608,Le Tertre-Saint-Denis,76.08695652,8.219178082,,"68,82","85,33"
747,78609,Tessancourt-sur-Aubette,95.10869565,6.165703276,27426,"71,09","87,58"
748,78615,Thiverval-Grignon,70.03484321,9.62962963,27544,"71,24","90,64"
749,78616,Thoiry,69.13793103,7.262569832,27232,"72,34","88,05"
750,78618,Tilly,91.9047619,6.95970696,26265,"76,02","89,55"
751,78620,Toussus-le-Noble,70.91836735,6.697819315,32816,"76,23","92,3"
752,78621,Trappes,26.63000089,18.0087267,16546,"60,04","90,69"
753,78623,Le Tremblay-sur-Mauldre,80.05540166,6.423982869,27898,"67,43","85,63"
754,78624,Triel-sur-Seine,74.39719421,10.79024728,26825,"68,14","89,81"
755,78638,Vaux-sur-Seine,73.76788553,10.3950104,26672,"69,69","89,28"
756,78640,Vélizy-Villacoublay,39.53654553,7.523097228,26540,"70,95","89,53"
757,78642,Verneuil-sur-Seine,60.13534781,9.989553408,26233,"67,85","90,19"
758,78643,Vernouillet,62.99167384,12.9328773,26441,"70,35","91,67"
759,78644,La Verrière,24.9873032,15.27093596,17509,"58,62","90,81"
760,78646,Versailles,44.0711034,8.313229285,30713,"69,01","89,72"
761,78647,Vert,88.75739645,8.808290155,27842,"67,29","86,87"
762,78650,Le Vésinet,68.70054778,7.209855803,39265,"72,5","90,57"
763,78653,Vicq,73.1884058,12.76595745,32775,"72,06","85,47"
764,78655,Vieille-Église-en-Yvelines,87.36842105,9.366391185,32827,,
765,78668,La Villeneuve-en-Chevrie,88.1147541,11.52647975,25935,"72,36","88,4"
766,78672,Villennes-sur-Seine,73.8277512,8.496459808,35960,"69,27","90,38"
767,78674,Villepreux,74.06576981,6.67644901,26701,"69,93","90,4"
768,78677,Villette,88.88888889,9.87654321,26428,"71,26","86,83"
769,78681,Villiers-le-Mahieu,89.89169675,6.684491979,27802,"73,75","87,5"
770,78683,Villiers-Saint-Frédéric,86.88827331,6.114839672,30786,,
771,78686,Viroflay,63.37884951,6.69705026,33254,"74,69","91,19"
772,78688,Voisins-le-Bretonneux,70.97500563,6.544181977,33333,"71,4","90,25"
773,91001,Abbéville-la-Rivière,89.71962617,10.25641026,24419,"61,9","87,73"
774,91016,Angerville,64.53634085,12.17348448,20424,"65,38","87,01"
775,91017,Angervilliers,88.68940754,6.506024096,27222,"66,61","87,33"
776,91021,Arpajon,40.09631491,12.05400193,20401,"63,35","88,82"
777,91022,Arrancourt,94.33962264,9.87654321,23372,"67,65","87,34"
778,91027,Athis-Mons,44.37626282,9.381844731,20835,"64,99","89,11"
779,91035,Authon-la-Plaine,83.45323741,9.547738693,23177,"62,89","83,56"
780,91037,Auvernaux,80.95238095,3.825136612,26285,"73,89","89,78"
781,91038,Auvers-Saint-Georges,78.14313346,8.972267537,27864,"67,84","87,67"
782,91041,Avrainville,78.69822485,5.83501006,27099,"74,62","88,91"
783,91044,Ballainvilliers,73.40619308,7.900386432,26944,"73,39","88,88"
784,91045,Ballancourt-sur-Essonne,65.59463987,9.548521017,23990,"66,48","87,2"
785,91047,Baulne,76.44927536,6.886657102,25268,"67,2","88,22"
786,91064,Bièvres,66.79327184,8.347245409,32078,"72,95","90,78"
787,91067,Blandy,93.47826087,10.76923077,21550,"72,84","89,21"
788,91067,Blandy,93.47826087,10.76923077,21550,"76,04","83,91"
789,91069,Boigneville,74.01129944,10.29411765,22828,"73,18","90,61"
790,91075,Bois-Herpin,82.14285714,2.702702703,,"87,1","94,74"
791,91079,Boissy-la-Rivière,94.19642857,5.734767025,27990,"70,62","85,4"
792,91080,Boissy-le-Cutté,86.47540984,6.078147612,24319,"67,02","87,42"
793,91081,Boissy-le-Sec,81.92307692,6.478873239,25374,"70,45","88,15"
794,91085,Boissy-sous-Saint-Yon,76.3671875,6.348400203,25522,"66,38","87,82"
795,91086,Bondoufle,81.83406114,8.44763771,25445,"69,21","88,46"
796,91093,Boullay-les-Troux,92.64069264,4.761904762,34924,"75,7","89,62"
797,91095,Bouray-sur-Juine,81.60095579,6.160714286,26457,"68,97","88,54"
798,91097,Boussy-Saint-Antoine,70.74853398,9.854515509,22542,"65,94","88,84"
799,91098,Boutervilliers,81.16883117,6.355932203,25784,"73,26","87,34"
800,91099,Boutigny-sur-Essonne,83.79705401,7.745504841,25483,"64,26","87,21"
801,91100,Bouville,89.61538462,5.846153846,25686,"70,06","89,24"
802,91103,Brétigny-sur-Orge,46.73333333,13.84716348,22050,"66,34","88,83"
803,91105,Breuillet,73.87057387,8.974975938,24933,"69,77","88,52"
804,91106,Breux-Jouy,88.10483871,9.538950715,26160,"70,59","87,24"
805,91109,Brières-les-Scellés,89.97772829,7.666666667,24534,"71,06","86,34"
806,91111,Briis-sous-Forges,76.59894658,6.591549296,28084,"68,62","88,02"
807,91112,Brouy,91.37931034,3.174603175,25837,"69,3","83,16"
808,91114,Brunoy,64.74340665,9.330957395,24956,"67,7","89,21"
809,91115,Bruyères-le-Châtel,70.82405345,7.723342939,26691,"73,11","88,15"
810,91121,Buno-Bonnevaux,83.88888889,14.22594142,24052,"70,44","91,03"
811,91122,Bures-sur-Yvette,71.18371719,8.049014897,31769,"71,92","91,11"
812,91129,Cerny,84.56273764,6.336753168,25577,"69,27","88,38"
813,91130,Chalo-Saint-Mars,83.18584071,9.814814815,25723,"67,94","85,53"
814,91131,Chalou-Moulineux,89.47368421,9.615384615,24762,"63,21","81,47"
815,91132,Chamarande,77.15517241,9.253246753,25673,"66,27","85,54"
816,91135,Champcueil,81.63493841,7.598039216,25567,"66,79","86,82"
817,91136,Champlan,69.98972251,9.077809798,23459,"66,4","89,23"
818,91137,Champmotteux,93.12977099,4.210526316,24141,"72,46","85,07"
819,91145,Chatignonville,80,20.58823529,,"63,64","89,36"
820,91148,Chauffour-lès-Étréchy,82.69230769,8.333333333,30553,,
821,91156,Cheptainville,85.71428571,6.704438149,27220,"71,37","86,94"
822,91159,Chevannes,71.17834395,8.03080308,25807,"67,62","87,3"
823,91161,Chilly-Mazarin,60.26554013,10.90047393,21713,"68,35","89,95"
824,91174,Corbeil-Essonnes,38.82880249,12.81955356,17055,"56,77","88,51"
825,91175,Corbreuse,76.60208644,7.467911319,24738,"72,19","87,82"
826,91179,Le Coudray-Montceaux,64.24815983,9.494702526,24354,"64,71","88,36"
827,91180,Courances,79.47019868,3.804347826,30804,"73,84","86,19"
828,91184,Courdimanche-sur-Essonne,95.28301887,11.60714286,25895,"71,04","90,23"
829,91186,Courson-Monteloup,82.45614035,7.395498392,29354,"69,57","88,63"
830,91191,Crosne,70.3622393,9.777389786,23814,"67,25","87,28"
831,91195,Dannemois,83.85269122,9.952606635,26258,"67,57","88,02"
832,91198,D'Huison-Longueville,88.71794872,6.922126082,26387,"68,81","89,53"
833,91200,Dourdan,44.33034739,13.3984375,21457,"68,5","88,54"
834,91201,Draveil,57.80250591,11.35648995,23915,"66,9","88,62"
835,91204,Écharcon,79.67741935,9.523809524,27871,,
836,91207,Égly,54.49709865,13.19985169,21462,,
837,91215,Épinay-sous-Sénart,45.82185491,17.87234043,17173,,
838,91216,Épinay-sur-Orge,68.23474616,10.37306642,26763,,
839,91223,Étampes,44.78269577,16.46552452,18557,,
840,91225,Étiolles,71.66788055,7.537361923,31441,,
841,91226,Étréchy,72.73054755,8.355091384,25033,,
842,91228,Évry-Courcouronnes,42.6024324,18.3111661,17107,,
843,91232,La Ferté-Alais,63.91554702,9.985022466,24272,"61,91","87,28"
844,91235,Fleury-Mérogis,29.83779706,13.16717019,18300,"63,32","87,35"
845,91240,Fontaine-la-Rivière,70.19230769,7.936507937,26967,"71,07","86,26"
846,91243,Fontenay-lès-Briis,80.15873016,7.249070632,27441,"71,77","89,85"
847,91244,Fontenay-le-Vicomte,78.47222222,8.385093168,24793,"69,64","87,05"
848,91247,La Forêt-le-Roi,96.23655914,3.745318352,25164,"67,02","84,11"
849,91248,La Forêt-Sainte-Croix,90,5.128205128,22626,"74,36","85,29"
850,91249,Forges-les-Bains,79.25824176,6.968641115,27584,"70,02","88,05"
851,91272,Gif-sur-Yvette,67.45860331,7.863010776,33295,"74,76","91,41"
852,91273,Gironville-sur-Essonne,90.54054054,5.866666667,23585,"67,08","84,98"
853,91274,Gometz-la-Ville,75.75757576,6.896551724,31081,"73,29","89,09"
854,91275,Gometz-le-Châtel,71.14427861,6.848249027,29234,"71,1","90,51"
855,91284,Les Granges-le-Roi,91.07551487,6.52173913,25029,"72,38","86,76"
856,91286,Grigny,32.14167858,23.81473684,13026,"55,71","91,51"
857,91292,Guibeville,87.75510204,6.633906634,27841,"77,27","88,91"
858,91293,Guigneville-sur-Essonne,85.26912181,11.71548117,25631,"72,13","88,95"
859,91294,Guillerval,86.21794872,9.852216749,25069,"63,97","87,56"
860,91312,Igny,69.81037924,6.969003537,29272,"70,71","90,09"
861,91315,Itteville,86.24901497,7.548256986,25771,"67,79","88,44"
862,91318,Janville-sur-Juine,82.07663782,7.206317868,27590,"68,4","86,16"
863,91319,Janvry,81.30081301,6.52173913,28821,"72,37","88,41"
864,91326,Juvisy-sur-Orge,45.02998596,11.8675466,22478,"65,64","90,28"
865,91330,Lardy,79.12962096,6.370996128,26545,"67,3","87,57"
866,91332,Leudeville,80.14842301,6.385869565,28162,"72,17","88,75"
867,91333,Leuville-sur-Orge,81.40262993,9.336188437,25615,"68,44","88,4"
868,91338,Limours,70.49360146,6.921675774,28123,,
869,91339,Linas,73.79364457,8.776896942,24779,"67,62","89,23"
870,91340,Lisses,65.68627451,8.522575474,24257,"66,2","87,75"
871,91345,Longjumeau,52.19045423,12.29279195,21876,"66,45","88,88"
872,91347,Longpont-sur-Orge,82.15158924,7.663316583,26904,"67,91","89,37"
873,91359,Maisse,81.74311927,8.883994126,23078,"66,86","87,13"
874,91363,Marcoussis,71.50111076,8.50591716,27095,"69,09","88,22"
875,91374,Marolles-en-Beauce,92.68292683,5.833333333,25045,"73,72","88,46"
876,91376,Marolles-en-Hurepoix,72.43166824,7.037457435,26427,"67,5","87,81"
877,91377,Massy,40.68946293,11.14552253,22511,"64,92","90,84"
878,91378,Mauchamps,90.29126214,7.246376812,27146,"66,82","85,14"
879,91386,Mennecy,65.80667963,9.635159882,25987,"67,37","88,97"
880,91390,Le Mérévillois,81.173063,8.676654182,22922,,
881,91393,Mérobert,93.48837209,9.061488673,23620,"70,2","88,33"
882,91399,Mespuits,75.34246575,18.55670103,21949,"72,48","92,31"
883,91405,Milly-la-Forêt,70.92511013,8.851674641,24768,"68,77","86,73"
884,91408,Moigny-sur-École,88.64970646,8.474576271,27111,,
885,91411,Les Molières,83.4965035,5.345211581,32523,"75,59","89,71"
886,91412,Mondeville,91.42857143,9.641873278,25690,"65,43","88,76"
887,91414,Monnerville,83.43949045,7.317073171,23502,"72,27","88,94"
888,91421,Montgeron,60.92126406,10.93667313,23356,"67,27","89,09"
889,91425,Montlhéry,60.69745523,7.836672584,24892,"68,02","88,07"
890,91432,Morangis,68.17839669,10.28051328,24277,68,"88,75"
891,91433,Morigny-Champigny,85.27177089,6.916996047,25974,"67,18","87,69"
892,91434,Morsang-sur-Orge,65.26740187,12.91124713,23062,"63,03","88,51"
893,91435,Morsang-sur-Seine,83.85650224,7.482993197,33083,"71,72","92,21"
894,91441,Nainville-les-Roches,78.46153846,7.2,26382,"67,76","85,81"
895,91457,La Norville,79.13760304,8.158158158,26938,"66,66","87,9"
896,91458,Nozay,75.7118928,6.607073455,27933,"74,4","89,91"
897,91461,Ollainville,78.97310513,6.459525756,25627,"68,19","87,18"
898,91463,Oncy-sur-École,85.4368932,7.9002079,25534,,
899,91468,Ormoy,77.54532775,9.099350046,24059,"68,84","86,98"
900,91469,Ormoy-la-Rivière,86.47887324,7.510729614,26755,"71,14","88,24"
901,91471,Orsay,59.5542775,8.283947436,30417,"73,38","90,84"
902,91473,Orveau,81.57894737,10.08403361,26248,"68,67","81,43"
903,91477,Palaiseau,51.71780393,8.482272807,26366,"70,22","90,53"
904,91479,Paray-Vieille-Poste,62.33766234,10.37762238,23994,"65,07","88,01"
905,91482,Pecqueuse,82.14285714,3.558718861,28278,"76,57","91,29"
906,91494,Le Plessis-Pâté,76.91798942,7.174666007,27278,"71,39","87,33"
907,91495,Plessis-Saint-Benoist,90.09009009,10.81081081,23659,"68,44","87,43"
908,91507,Prunay-sur-Essonne,86.4,7.142857143,23928,"65,73","81,91"
909,91508,Puiselet-le-Marais,81.08108108,6.993006993,26765,"75,36","87,64"
910,91511,Pussay,76.79180887,8.220415537,21200,"65,53","87,1"
911,91514,Quincy-sous-Sénart,59.6544158,13.08973173,22396,"66,03","88,13"
912,91519,Richarville,94.11764706,8.24742268,26980,"73,16","83,58"
913,91521,Ris-Orangis,54.38298633,15.94846735,18962,"64,9","89,38"
914,91525,Roinville,87.25274725,7.246376812,26993,,
915,91526,Roinvilliers,91.66666667,5.660377358,27462,"61,84","82,46"
916,91533,Saclas,77.06293706,10.33707865,22986,"67,94","87,02"
917,91534,Saclay,71.51767152,5.050505051,32046,"75,38","91,03"
918,91538,Saint-Aubin,73.94366197,7.449856734,36170,"79,16","92,24"
919,91540,Saint-Chéron,69.81317601,9.96031746,24783,"67,94","87,95"
920,91544,Saint-Cyr-la-Rivière,88.55721393,9.125475285,26011,"71,2","85,03"
921,91546,Saint-Cyr-sous-Dourdan,87.09677419,5.928853755,27964,"68,21","86,34"
922,91547,Saint-Escobille,91.93548387,10.83032491,23190,"68,19","82,07"
923,91549,Sainte-Geneviève-des-Bois,59.22514224,12.99032094,22370,"66,85","88,7"
924,91552,Saint-Germain-lès-Arpajon,64.0329875,11.48261368,22407,"66,93","88,48"
925,91553,Saint-Germain-lès-Corbeil,77.18365991,9.419889503,28164,"70,53","88,96"
926,91556,Saint-Hilaire,89.17197452,7.042253521,27202,"69,74","86,18"
927,91560,Saint-Jean-de-Beauregard,70.44025157,4.608294931,27206,"78,14","90,19"
928,91568,Saint-Maurice-Montcouronne,92.42424242,5.589307412,31027,"72,63","91,1"
929,91570,Saint-Michel-sur-Orge,54.80547812,12.78832415,22099,"65,32","87,64"
930,91573,Saint-Pierre-du-Perray,63.8076351,9.617050771,24178,"62,01","89,34"
931,91577,Saintry-sur-Seine,82.06195099,9.843806756,25966,"66,83","87,1"
932,91578,Saint-Sulpice-de-Favières,88.28125,11.33333333,31279,"67,97","85,65"
933,91579,Saint-Vrain,80.01686341,5.988023952,26801,"68,47","86,79"
934,91581,Saint-Yon,91.90751445,8.225108225,30066,"68,16","87,14"
935,91587,Saulx-les-Chartreux,71.31967604,8.671988389,25192,"69,74","86,67"
936,91589,Savigny-sur-Orge,64.54112038,11.61479232,24013,"65,11","89,34"
937,91593,Sermaise,89.70814132,6.034482759,26773,"70,15","88,02"
938,91599,Soisy-sur-École,75.61403509,7.606973059,26191,,
939,91600,Soisy-sur-Seine,70.0403497,8.594229589,29380,"67,69","89,18"
940,91602,Souzy-la-Briche,65.54054054,15.67567568,26232,"67,74","86,6"
941,91613,Congerville-Thionville,94.18604651,11.11111111,23058,"68,05","87,12"
942,91617,Tigery,70.57057057,8.044856168,25455,"69,31","89,42"
943,91619,Torfou,86.40776699,6.870229008,29070,"68,34","88,89"
944,91629,Valpuiseaux,91.06382979,7.718120805,25118,"71,85","88,37"
945,91630,Le Val-Saint-Germain,88.69565217,7.972972973,28781,"71,75","89,34"
946,91631,Varennes-Jarcy,81.89066059,8.333333333,29494,"70,86","87,18"
947,91634,Vaugrigneuse,75.98343685,5.379746835,26944,"69,14","88,53"
948,91635,Vauhallan,82.55372946,7.802197802,34940,"73,54","90,23"
949,91639,Vayres-sur-Essonne,90.625,8.505747126,24242,"69,55","87,8"
950,91645,Verrières-le-Buisson,69.68703916,7.294292068,33933,"71,89","91,04"
951,91648,Vert-le-Grand,73.39847991,6.021341463,26579,"67,49","88,76"
952,91649,Vert-le-Petit,64.67847158,8.36076366,25242,"66,43","87,9"
953,91654,Videlles,85.60311284,7.926829268,26660,"70,11","87,56"
954,91657,Vigneux-sur-Seine,48.5122119,15.07159507,19649,"62,15","88,93"
955,91659,Villabé,72.53807107,9.437453738,23605,"68,27","87,37"
956,91661,Villebon-sur-Yvette,60.97942755,7.496251874,27629,"72,62","90,58"
957,91662,Villeconin,90.78014184,8.146067416,28795,"68,6","86,64"
958,91665,La Ville-du-Bois,72.85921626,9.366031829,25432,"66,95","88,86"
959,91666,Villejust,73.37078652,7.488299532,26378,"68,73","86,03"
960,91667,Villemoisson-sur-Orge,77.61887737,8.866155158,28717,"70,85","88,52"
961,91671,Villeneuve-sur-Auvers,90.30837004,5.865102639,26899,"66,94","87,8"
962,91679,Villiers-le-Bâcle,74.4,7.317073171,31538,"77,37","90,25"
963,91685,Villiers-sur-Orge,69.19220056,9.275618375,26228,"68,26","88,55"
964,91687,Viry-Châtillon,50.31690699,14.92476617,20520,,
965,91689,Wissous,66.28462273,7.948899929,27131,"65,91","90,09"
966,91691,Yerres,71.49693561,8.984838958,25746,"66,21","87,3"
967,91692,Les Ulis,36.73317767,15.74215437,18296,"64,41","89,83"
968,92002,Antony,58.90037487,9.393049276,29100,"71,02","90,22"
969,92004,Asnières-sur-Seine,42.18865533,11.44517322,24371,"70,81","91,97"
970,92007,Bagneux,24.10250212,16.41446399,18738,"63,65","90,87"
971,92009,Bois-Colombes,52.22045995,10.01427697,28760,"70,38","91,2"
972,92012,Boulogne-Billancourt,43.74326059,9.831897814,31777,"71,6","91,9"
973,92014,Bourg-la-Reine,50.30843798,9.750320734,31039,"72,2","91,35"
974,92019,Châtenay-Malabry,41.54157044,11.77164865,24150,"68,97","89,78"
975,92020,Châtillon,46.36676077,9.322536046,27542,"71,64","91,37"
976,92022,Chaville,53.35227273,7.849056604,29561,"73,15","91,23"
977,92023,Clamart,50.45489522,10.84588031,26163,"69,72","90,99"
978,92024,Clichy,29.22941951,14.4077961,18789,"68,94","91,29"
979,92025,Colombes,47.47995252,14.0299404,21639,"67,75","90,49"
980,92026,Courbevoie,42.04783452,8.91659752,29389,"69,42","91,29"
981,92032,Fontenay-aux-Roses,42.56198347,10.91821973,24923,"66,06","91,75"
982,92033,Garches,58.41938046,9.26343257,33549,"71,43","90,87"
983,92035,La Garenne-Colombes,48.83597079,8.995072048,29454,"71,35","90,82"
984,92036,Gennevilliers,20.35648299,20.40407718,16716,"62,03","89,51"
985,92040,Issy-les-Moulineaux,39.59721,8.483412322,30422,"68,29","90,72"
986,92044,Levallois-Perret,36.65561407,10.03988209,30931,"72,93","92,02"
987,92046,Malakoff,27.72396238,12.23898984,23087,"68,68","89,51"
988,92047,Marnes-la-Coquette,65.75757576,8.430609598,40190,"71,6","90,06"
989,92048,Meudon,52.86067092,9.884138674,28076,"70,11","91,16"
990,92049,Montrouge,40.80994354,9.818102918,27477,"73,12","91,93"
991,92050,Nanterre,26.3264027,15.83531611,19502,"65,63","91,16"
992,92051,Neuilly-sur-Seine,49.75719736,9.442028986,43849,"75,34","92,16"
993,92060,Le Plessis-Robinson,43.94994134,7.887603306,27545,"70,32","89,37"
994,92062,Puteaux,38.22024901,10.6540502,26976,"72,32","90,64"
995,92063,Rueil-Malmaison,51.87244975,9.359344163,30197,"71,26","91,55"
996,92064,Saint-Cloud,51.30987444,8.719661849,36616,"72,95","91,75"
997,92071,Sceaux,48.93244662,8.931219345,33503,"69,67","91,82"
998,92072,Sèvres,53.27159251,10.60541734,30755,"73,79","91,8"
999,92073,Suresnes,37.96723472,10.12309319,28371,"72,01","90,9"
1000,92075,Vanves,43.6899084,9.908599917,27857,"71,6","91,85"
1001,92076,Vaucresson,71.28911858,8.148148148,38694,"73,54","91,41"
1002,92077,Ville-d'Avray,54.42541778,9.430604982,35338,"76,94","92,27"
1003,92078,Villeneuve-la-Garenne,24.08742927,18.83416017,16843,"58,12","90,19"
1004,93001,Aubervilliers,22.11859384,23.41663394,13241,"56,83","91,39"
1005,93005,Aulnay-sous-Bois,48.1472578,19.55993449,17211,"59,26","90,43"
1006,93006,Bagnolet,35.04484151,18.09603109,16583,"58,37","89,93"
1007,93007,Le Blanc-Mesnil,41.21068069,21.85027863,15804,"60,62","90,03"
1008,93008,Bobigny,26.97534511,24.1931297,14452,"55,47","91,11"
1009,93010,Bondy,42.7361831,22.50833944,15978,"62,62","90,49"
1010,93013,Le Bourget,40.60634621,18.9008856,16325,"61,81","91,01"
1011,93014,Clichy-sous-Bois,35.62541657,22.25950783,13204,"53,4","92,58"
1012,93015,Coubron,84.30735931,8.906711693,25472,"66,23","87,22"
1013,93027,La Courneuve,25.74071591,25.96860219,13399,"60,61","91,47"
1014,93029,Drancy,45.39200177,20.03680836,16846,"59,3","89,16"
1015,93030,Dugny,14.24691358,21.12341772,15584,"58,36","89,43"
1016,93031,Épinay-sur-Seine,34.99680102,17.80185759,15844,,
1017,93032,Gagny,58.58157878,13.75123756,21113,"66,31","90,01"
1018,93033,Gournay-sur-Marne,75.60553633,7.260435038,27681,"69,42","89,04"
1019,93039,L'Île-Saint-Denis,24.08616188,22.85104111,15772,,
1020,93045,Les Lilas,38.92008235,14.68377945,22546,"68,09","91,05"
1021,93046,Livry-Gargan,57.39048568,12.69546657,20447,"65,87","89,48"
1022,93047,Montfermeil,62.14778771,14.64962539,18621,"61,74","90,09"
1023,93048,Montreuil,36.29972565,17.66897747,18428,"63,12","90,62"
1024,93049,Neuilly-Plaisance,60.12380416,11.43737539,24036,"67,58","90,37"
1025,93050,Neuilly-sur-Marne,43.97499461,13.44687195,19199,"65,29","89,67"
1026,93051,Noisy-le-Grand,51.20939622,13.77210274,20826,"66,28","90,61"
1027,93053,Noisy-le-Sec,35.9438605,19.27816473,16395,"59,94","90,2"
1028,93055,Pantin,32.28955533,17.6215127,16851,"64,51","90,76"
1029,93057,Les Pavillons-sous-Bois,56.08568647,13.24068548,20357,"53,27","77,13"
1030,93059,Pierrefitte-sur-Seine,36.14530777,21.77345885,14527,"59,02","91,69"
1031,93061,Le Pré-Saint-Gervais,25.59990206,17.80245849,19257,"65,27","91,25"
1032,93062,Le Raincy,55.85835258,12.04478015,26564,"62,93","90,29"
1033,93063,Romainville,34.86247264,19.41551376,17681,"59,31","90,3"
1034,93064,Rosny-sous-Bois,46.46579805,13.95764454,19947,"60,87","89,06"
1035,93066,Saint-Denis,22.95328294,23.32087171,14622,"56,25","90,78"
1036,93070,Saint-Ouen-sur-Seine,22.62824408,17.61072217,17329,,
1037,93071,Sevran,48.91767211,20.5673136,15784,"59,88","90,34"
1038,93072,Stains,30.3742838,21.42978051,14598,"54,66","89,78"
1039,93073,Tremblay-en-France,57.97716402,15.65176581,20010,"58,71","88,47"
1040,93074,Vaujours,59.59484346,13.08279175,22389,"59,34","89,9"
1041,93077,Villemomble,51.71040871,12.12610069,21782,"67,49","89,2"
1042,93078,Villepinte,57.64775514,20.6102719,17933,"59,04","90,36"
1043,93079,Villetaneuse,24.85549133,24.83801296,14801,"59,17","90,98"
1044,94001,Ablon-sur-Seine,65.14188903,11.46867511,22216,"64,11","88,73"
1045,94002,Alfortville,30.08730357,15.49697641,19695,"66,23","90,05"
1046,94003,Arcueil,30.19387755,14.16583052,21500,"61,66","89,33"
1047,94004,Boissy-Saint-Léger,41.63562753,15.82872573,19780,"64,11","87,98"
1048,94011,Bonneuil-sur-Marne,25.3783293,17.85888672,17688,"60,19",89
1049,94015,Bry-sur-Marne,69.60083408,8.156288156,29024,"67,8","89,26"
1050,94016,Cachan,39.1563007,13.51238228,23126,"68,07","91,24"
1051,94017,Champigny-sur-Marne,45.4192263,14.68130124,19294,"62,08","89,86"
1052,94018,Charenton-le-Pont,38.72652831,10.62172938,27571,"70,24","91,37"
1053,94019,Chennevières-sur-Marne,55.06364139,14.22326833,21539,"66,7","90,18"
1054,94021,Chevilly-Larue,41.51888975,10.37539103,20925,"64,32","90,06"
1055,94022,Choisy-le-Roi,41.4136494,15.44595007,19105,"66,4","89,89"
1056,94028,Créteil,35.62251746,14.95782182,19086,"66,74","90,52"
1057,94033,Fontenay-sous-Bois,45.63779528,14.03482989,23149,"66,29","90,69"
1058,94034,Fresnes,52.93726236,10.04212945,22226,"62,13","90,02"
1059,94037,Gentilly,22.72350503,15.22517634,19914,"64,91","89,5"
1060,94038,L'Haÿ-les-Roses,47.43510981,12.35302068,22273,,
1061,94041,Ivry-sur-Seine,28.64664657,16.40507142,17663,"67,42","89,55"
1062,94042,Joinville-le-Pont,52.10250437,10.98744001,25527,"69,65","90,67"
1063,94043,Le Kremlin-Bicêtre,27.08369136,14.15129565,21805,"63,59","91,27"
1064,94044,Limeil-Brévannes,54.78817734,11.29270818,20971,"65,2","88,99"
1065,94046,Maisons-Alfort,42.36807933,10.3332878,24819,"68,53","89,73"
1066,94047,Mandres-les-Roses,76.82634731,9.058614565,26257,"66,83",88
1067,94048,Marolles-en-Brie,78.87788779,7.39149119,30131,"68,55","88,17"
1068,94048,Marolles-en-Brie,78.87788779,7.39149119,30131,"67,95","88,26"
1069,94052,Nogent-sur-Marne,55.36887745,9.879889128,30242,"68,67","91,67"
1070,94053,Noiseau,73.93874261,7.246998285,26250,"68,07","88,64"
1071,94054,Orly,34.58957728,17.80572262,17754,"63,23","89,35"
1072,94055,Ormesson-sur-Marne,86.4393545,8.819287039,26588,"68,4","89,96"
