,insee,TauxProprietaires,TauxChomage,NiveauVieMedian
30650,78410,88.08290155,11.04166667,24183
30651,78413,93.19727891,9,23317
30652,78415,86.20689655,5.797101449,32444
30653,78416,94.16666667,6.145251397,27659
30654,78417,90,6.206896552,28105
30655,78418,66.79841897,9.184345764,29560
30656,78420,69.03283052,7.609594706,30281
30657,78423,60.78769585,8.155647305,28482
30658,78431,81.68168168,6.912096168,33706
30659,78437,89.27203065,7.848837209,25683
30660,78439,65.11627907,5.970149254,28898
30661,78440,42.77135838,20.81351601,16750
30662,78442,70,6.670533643,29273
30663,78443,78.83008357,4.940711462,30828
30664,78444,92.02657807,8.742004264,26753
30665,78451,85.33007335,9.756097561,25068
30666,78455,75.54900033,8.216619981,35455
30667,78460,85.30066815,7.240704501,28271
30668,78464,81.91780822,7.96812749,27507
30669,78465,85.0931677,7.85198556,27414
30670,78466,78.61945316,8.86167147,35108
30671,78470,84.05797101,10.22222222,28872
30672,78472,83.60655738,5.23255814,23568
30673,78474,88.25503356,5.986696231,24589
30674,78475,89.43661972,5.027932961,29763
30675,78478,76.25,5.797101449,26065
30676,78481,62.73742207,8.568284968,28193
30677,78484,91.03139013,6.315789474,26364
30678,78486,72.64868603,7.643126998,26726
30679,78490,56.10077392,10.53319231,23477
30680,78497,83.91420912,8.651399491,32936
30681,78498,42.73108455,12.53950954,22184
30682,78499,93.98148148,5.501618123,28876
30683,78501,76.97307335,10.75862069,22924
30684,78502,45.70097416,11.26066973,25389
30685,78505,88.53503185,8.878504673,25299
30686,78506,89.61424332,7.852193995,27835
30687,78513,71.88940092,7.983193277,27716
30688,78516,82.57142857,8.466819222,28884
30689,78517,53.20277089,9.367329163,25627
30690,78518,68.42105263,8,36081
30691,78520,87.24832215,9.119010819,28541
30692,78522,76.09254499,7.456140351,33288
30693,78528,65.74585635,13.54166667,21641
30694,78530,90.34482759,9.473684211,25225
30695,78531,78.113879,12.65560166,21455
30696,78536,79.85611511,5.853658537,25378
30697,78537,74.59150327,8.382403879,27475
30698,78545,40.15382575,9.637934581,23878
30699,78548,79.08163265,4.724409449,35335
30700,78550,93.14868805,5.585392052,32642
30701,78551,47.20998532,9.869827084,30567
30702,78557,84.98583569,7.543103448,26820
30703,78558,84.42622951,8.947368421,24161
30704,78559,81.25,7.657657658,25408
30705,78561,77.10843373,3.913043478,36311
30706,78562,73.32155477,6.77466863,28251
30707,78564,80.89430894,7.26744186,26933
30708,78565,89.51612903,11.76470588,29312
30709,78567,81.61209068,8.431372549,26091
30710,78569,86.26865672,9.933774834,27880
30711,78571,85.30054645,7.253626813,42008
30712,78575,72.87409361,8.580949736,32875
30713,78576,82.73026316,7.291666667,31387
30714,78586,56.35329832,12.90118165,22752
30715,78588,67.42857143,6.679764244,27602
30716,78590,90.45454545,12.5,30739
30717,78591,78.60411899,9.497206704,25741
30718,78597,83.76068376,9.04109589,27459
30719,78601,83.68,7.281553398,27501
30720,78605,88.42105263,7.014028056,27875
30721,78606,80,0,
30722,78608,76.08695652,8.219178082,
30723,78609,95.10869565,6.165703276,27426
30724,78615,70.03484321,9.62962963,27544
30725,78616,69.13793103,7.262569832,27232
30726,78618,91.9047619,6.95970696,26265
30727,78620,70.91836735,6.697819315,32816
30728,78621,26.63000089,18.0087267,16546
30729,78623,80.05540166,6.423982869,27898
30730,78624,74.39719421,10.79024728,26825
30731,78638,73.76788553,10.3950104,26672
30732,78640,39.53654553,7.523097228,26540
30733,78642,60.13534781,9.989553408,26233
30734,78643,62.99167384,12.9328773,26441
30735,78644,24.9873032,15.27093596,17509
30736,78646,44.0711034,8.313229285,30713
30737,78647,88.75739645,8.808290155,27842
30738,78650,68.70054778,7.209855803,39265
30739,78653,73.1884058,12.76595745,32775
30740,78655,87.36842105,9.366391185,32827
30741,78668,88.1147541,11.52647975,25935
30742,78672,73.8277512,8.496459808,35960
30743,78674,74.06576981,6.67644901,26701
30744,78677,88.88888889,9.87654321,26428
30745,78681,89.89169675,6.684491979,27802
30746,78683,86.88827331,6.114839672,30786
30747,78686,63.37884951,6.69705026,33254
30748,78688,70.97500563,6.544181977,33333
34340,91001,89.71962617,10.25641026,24419
34341,91016,64.53634085,12.17348448,20424
34342,91017,88.68940754,6.506024096,27222
34343,91021,40.09631491,12.05400193,20401
34344,91022,94.33962264,9.87654321,23372
34345,91027,44.37626282,9.381844731,20835
34346,91035,83.45323741,9.547738693,23177
34347,91037,80.95238095,3.825136612,26285
34348,91038,78.14313346,8.972267537,27864
34349,91041,78.69822485,5.83501006,27099
34350,91044,73.40619308,7.900386432,26944
34351,91045,65.59463987,9.548521017,23990
34352,91047,76.44927536,6.886657102,25268
34353,91064,66.79327184,8.347245409,32078
34354,91067,93.47826087,10.76923077,21550
34355,91069,74.01129944,10.29411765,22828
34356,91075,82.14285714,2.702702703,
34357,91079,94.19642857,5.734767025,27990
34358,91080,86.47540984,6.078147612,24319
34359,91081,81.92307692,6.478873239,25374
34360,91085,76.3671875,6.348400203,25522
34361,91086,81.83406114,8.44763771,25445
34362,91093,92.64069264,4.761904762,34924
34363,91095,81.60095579,6.160714286,26457
34364,91097,70.74853398,9.854515509,22542
34365,91098,81.16883117,6.355932203,25784
34366,91099,83.79705401,7.745504841,25483
34367,91100,89.61538462,5.846153846,25686
34368,91103,46.73333333,13.84716348,22050
34369,91105,73.87057387,8.974975938,24933
34370,91106,88.10483871,9.538950715,26160
34371,91109,89.97772829,7.666666667,24534
34372,91111,76.59894658,6.591549296,28084
34373,91112,91.37931034,3.174603175,25837
34374,91114,64.74340665,9.330957395,24956
34375,91115,70.82405345,7.723342939,26691
34376,91121,83.88888889,14.22594142,24052
34377,91122,71.18371719,8.049014897,31769
34378,91129,84.56273764,6.336753168,25577
34379,91130,83.18584071,9.814814815,25723
34380,91131,89.47368421,9.615384615,24762
34381,91132,77.15517241,9.253246753,25673
34382,91135,81.63493841,7.598039216,25567
34383,91136,69.98972251,9.077809798,23459
34384,91137,93.12977099,4.210526316,24141
34385,91145,80,20.58823529,
34386,91148,82.69230769,8.333333333,30553
34387,91156,85.71428571,6.704438149,27220
34388,91159,71.17834395,8.03080308,25807
34389,91161,60.26554013,10.90047393,21713
34390,91174,38.82880249,12.81955356,17055
34391,91175,76.60208644,7.467911319,24738
34392,91179,64.24815983,9.494702526,24354
34393,91180,79.47019868,3.804347826,30804
34394,91184,95.28301887,11.60714286,25895
34395,91186,82.45614035,7.395498392,29354
34396,91191,70.3622393,9.777389786,23814
34397,91195,83.85269122,9.952606635,26258
34398,91198,88.71794872,6.922126082,26387
34399,91200,44.33034739,13.3984375,21457
34400,91201,57.80250591,11.35648995,23915
34401,91204,79.67741935,9.523809524,27871
34402,91207,54.49709865,13.19985169,21462
34403,91215,45.82185491,17.87234043,17173
34404,91216,68.23474616,10.37306642,26763
34405,91223,44.78269577,16.46552452,18557
34406,91225,71.66788055,7.537361923,31441
34407,91226,72.73054755,8.355091384,25033
34408,91228,42.6024324,18.3111661,17107
34409,91232,63.91554702,9.985022466,24272
34410,91235,29.83779706,13.16717019,18300
34411,91240,70.19230769,7.936507937,26967
34412,91243,80.15873016,7.249070632,27441
34413,91244,78.47222222,8.385093168,24793
34414,91247,96.23655914,3.745318352,25164
34415,91248,90,5.128205128,22626
34416,91249,79.25824176,6.968641115,27584
34417,91272,67.45860331,7.863010776,33295
34418,91273,90.54054054,5.866666667,23585
34419,91274,75.75757576,6.896551724,31081
34420,91275,71.14427861,6.848249027,29234
34421,91284,91.07551487,6.52173913,25029
34422,91286,32.14167858,23.81473684,13026
34423,91292,87.75510204,6.633906634,27841
34424,91293,85.26912181,11.71548117,25631
34425,91294,86.21794872,9.852216749,25069
34426,91312,69.81037924,6.969003537,29272
34427,91315,86.24901497,7.548256986,25771
34428,91318,82.07663782,7.206317868,27590
34429,91319,81.30081301,6.52173913,28821
34430,91326,45.02998596,11.8675466,22478
34431,91330,79.12962096,6.370996128,26545
34432,91332,80.14842301,6.385869565,28162
34433,91333,81.40262993,9.336188437,25615
34434,91338,70.49360146,6.921675774,28123
34435,91339,73.79364457,8.776896942,24779
34436,91340,65.68627451,8.522575474,24257
34437,91345,52.19045423,12.29279195,21876
34438,91347,82.15158924,7.663316583,26904
34439,91359,81.74311927,8.883994126,23078
34440,91363,71.50111076,8.50591716,27095
34441,91374,92.68292683,5.833333333,25045
34442,91376,72.43166824,7.037457435,26427
34443,91377,40.68946293,11.14552253,22511
34444,91378,90.29126214,7.246376812,27146
34445,91386,65.80667963,9.635159882,25987
34446,91390,81.173063,8.676654182,22922
34447,91393,93.48837209,9.061488673,23620
34448,91399,75.34246575,18.55670103,21949
34449,91405,70.92511013,8.851674641,24768
34450,91408,88.64970646,8.474576271,27111
34451,91411,83.4965035,5.345211581,32523
34452,91412,91.42857143,9.641873278,25690
34453,91414,83.43949045,7.317073171,23502
34454,91421,60.92126406,10.93667313,23356
34455,91425,60.69745523,7.836672584,24892
34456,91432,68.17839669,10.28051328,24277
34457,91433,85.27177089,6.916996047,25974
34458,91434,65.26740187,12.91124713,23062
34459,91435,83.85650224,7.482993197,33083
34460,91441,78.46153846,7.2,26382
34461,91457,79.13760304,8.158158158,26938
34462,91458,75.7118928,6.607073455,27933
34463,91461,78.97310513,6.459525756,25627
34464,91463,85.4368932,7.9002079,25534
34465,91468,77.54532775,9.099350046,24059
34466,91469,86.47887324,7.510729614,26755
34467,91471,59.5542775,8.283947436,30417
34468,91473,81.57894737,10.08403361,26248
34469,91477,51.71780393,8.482272807,26366
34470,91479,62.33766234,10.37762238,23994
34471,91482,82.14285714,3.558718861,28278
34472,91494,76.91798942,7.174666007,27278
34473,91495,90.09009009,10.81081081,23659
34474,91507,86.4,7.142857143,23928
34475,91508,81.08108108,6.993006993,26765
34476,91511,76.79180887,8.220415537,21200
34477,91514,59.6544158,13.08973173,22396
34478,91519,94.11764706,8.24742268,26980
34479,91521,54.38298633,15.94846735,18962
34480,91525,87.25274725,7.246376812,26993
34481,91526,91.66666667,5.660377358,27462
34482,91533,77.06293706,10.33707865,22986
34483,91534,71.51767152,5.050505051,32046
34484,91538,73.94366197,7.449856734,36170
34485,91540,69.81317601,9.96031746,24783
34486,91544,88.55721393,9.125475285,26011
34487,91546,87.09677419,5.928853755,27964
34488,91547,91.93548387,10.83032491,23190
34489,91549,59.22514224,12.99032094,22370
34490,91552,64.0329875,11.48261368,22407
34491,91553,77.18365991,9.419889503,28164
34492,91556,89.17197452,7.042253521,27202
34493,91560,70.44025157,4.608294931,27206
34494,91568,92.42424242,5.589307412,31027
34495,91570,54.80547812,12.78832415,22099
34496,91573,63.8076351,9.617050771,24178
34497,91577,82.06195099,9.843806756,25966
34498,91578,88.28125,11.33333333,31279
34499,91579,80.01686341,5.988023952,26801
34500,91581,91.90751445,8.225108225,30066
34501,91587,71.31967604,8.671988389,25192
34502,91589,64.54112038,11.61479232,24013
34503,91593,89.70814132,6.034482759,26773
34504,91599,75.61403509,7.606973059,26191
34505,91600,70.0403497,8.594229589,29380
34506,91602,65.54054054,15.67567568,26232
34507,91613,94.18604651,11.11111111,23058
34508,91617,70.57057057,8.044856168,25455
34509,91619,86.40776699,6.870229008,29070
34510,91629,91.06382979,7.718120805,25118
34511,91630,88.69565217,7.972972973,28781
34512,91631,81.89066059,8.333333333,29494
34513,91634,75.98343685,5.379746835,26944
34514,91635,82.55372946,7.802197802,34940
34515,91639,90.625,8.505747126,24242
34516,91645,69.68703916,7.294292068,33933
34517,91648,73.39847991,6.021341463,26579
34518,91649,64.67847158,8.36076366,25242
34519,91654,85.60311284,7.926829268,26660
34520,91657,48.5122119,15.07159507,19649
34521,91659,72.53807107,9.437453738,23605
34522,91661,60.97942755,7.496251874,27629
34523,91662,90.78014184,8.146067416,28795
34524,91665,72.85921626,9.366031829,25432
34525,91666,73.37078652,7.488299532,26378
34526,91667,77.61887737,8.866155158,28717
34527,91671,90.30837004,5.865102639,26899
34528,91679,74.4,7.317073171,31538
34529,91685,69.19220056,9.275618375,26228
34530,91687,50.31690699,14.92476617,20520
34531,91689,66.28462273,7.948899929,27131
34532,91691,71.49693561,8.984838958,25746
34533,91692,36.73317767,15.74215437,18296
34534,92002,58.90037487,9.393049276,29100
34535,92004,42.18865533,11.44517322,24371
34536,92007,24.10250212,16.41446399,18738
34537,92009,52.22045995,10.01427697,28760
34538,92012,43.74326059,9.831897814,31777
34539,92014,50.30843798,9.750320734,31039
34540,92019,41.54157044,11.77164865,24150
34541,92020,46.36676077,9.322536046,27542
34542,92022,53.35227273,7.849056604,29561
34543,92023,50.45489522,10.84588031,26163
34544,92024,29.22941951,14.4077961,18789
34545,92025,47.47995252,14.0299404,21639
34546,92026,42.04783452,8.91659752,29389
34547,92032,42.56198347,10.91821973,24923
34548,92033,58.41938046,9.26343257,33549
34549,92035,48.83597079,8.995072048,29454
34550,92036,20.35648299,20.40407718,16716
34551,92040,39.59721,8.483412322,30422
34552,92044,36.65561407,10.03988209,30931
34553,92046,27.72396238,12.23898984,23087
34554,92047,65.75757576,8.430609598,40190
34555,92048,52.86067092,9.884138674,28076
34556,92049,40.80994354,9.818102918,27477
34557,92050,26.3264027,15.83531611,19502
34558,92051,49.75719736,9.442028986,43849
34559,92060,43.94994134,7.887603306,27545
34560,92062,38.22024901,10.6540502,26976
34561,92063,51.87244975,9.359344163,30197
34562,92064,51.30987444,8.719661849,36616
34563,92071,48.93244662,8.931219345,33503
34564,92072,53.27159251,10.60541734,30755
34565,92073,37.96723472,10.12309319,28371
34566,92075,43.6899084,9.908599917,27857
34567,92076,71.28911858,8.148148148,38694
34568,92077,54.42541778,9.430604982,35338
34569,92078,24.08742927,18.83416017,16843
34570,93001,22.11859384,23.41663394,13241
34571,93005,48.1472578,19.55993449,17211
34572,93006,35.04484151,18.09603109,16583
34573,93007,41.21068069,21.85027863,15804
34574,93008,26.97534511,24.1931297,14452
34575,93010,42.7361831,22.50833944,15978
34576,93013,40.60634621,18.9008856,16325
34577,93014,35.62541657,22.25950783,13204
34578,93015,84.30735931,8.906711693,25472
34579,93027,25.74071591,25.96860219,13399
34580,93029,45.39200177,20.03680836,16846
34581,93030,14.24691358,21.12341772,15584
34582,93031,34.99680102,17.80185759,15844
34583,93032,58.58157878,13.75123756,21113
34584,93033,75.60553633,7.260435038,27681
34585,93039,24.08616188,22.85104111,15772
34586,93045,38.92008235,14.68377945,22546
34587,93046,57.39048568,12.69546657,20447
34588,93047,62.14778771,14.64962539,18621
34589,93048,36.29972565,17.66897747,18428
34590,93049,60.12380416,11.43737539,24036
34591,93050,43.97499461,13.44687195,19199
34592,93051,51.20939622,13.77210274,20826
34593,93053,35.9438605,19.27816473,16395
34594,93055,32.28955533,17.6215127,16851
34595,93057,56.08568647,13.24068548,20357
34596,93059,36.14530777,21.77345885,14527
34597,93061,25.59990206,17.80245849,19257
34598,93062,55.85835258,12.04478015,26564
34599,93063,34.86247264,19.41551376,17681
34600,93064,46.46579805,13.95764454,19947
34601,93066,22.95328294,23.32087171,14622
34602,93070,22.62824408,17.61072217,17329
34603,93071,48.91767211,20.5673136,15784
34604,93072,30.3742838,21.42978051,14598
34605,93073,57.97716402,15.65176581,20010
34606,93074,59.59484346,13.08279175,22389
34607,93077,51.71040871,12.12610069,21782
34608,93078,57.64775514,20.6102719,17933
34609,93079,24.85549133,24.83801296,14801
34610,94001,65.14188903,11.46867511,22216
34611,94002,30.08730357,15.49697641,19695
34612,94003,30.19387755,14.16583052,21500
34613,94004,41.63562753,15.82872573,19780
34614,94011,25.3783293,17.85888672,17688
34615,94015,69.60083408,8.156288156,29024
34616,94016,39.1563007,13.51238228,23126
34617,94017,45.4192263,14.68130124,19294
34618,94018,38.72652831,10.62172938,27571
34619,94019,55.06364139,14.22326833,21539
34620,94021,41.51888975,10.37539103,20925
34621,94022,41.4136494,15.44595007,19105
34622,94028,35.62251746,14.95782182,19086
34623,94033,45.63779528,14.03482989,23149
34624,94034,52.93726236,10.04212945,22226
34625,94037,22.72350503,15.22517634,19914
34626,94038,47.43510981,12.35302068,22273
34627,94041,28.64664657,16.40507142,17663
34628,94042,52.10250437,10.98744001,25527
34629,94043,27.08369136,14.15129565,21805
34630,94044,54.78817734,11.29270818,20971
34631,94046,42.36807933,10.3332878,24819
34632,94047,76.82634731,9.058614565,26257
34633,94048,78.87788779,7.39149119,30131
34634,94052,55.36887745,9.879889128,30242
34635,94053,73.93874261,7.246998285,26250
34636,94054,34.58957728,17.80572262,17754
34637,94055,86.4393545,8.819287039,26588
34638,94056,79.17917918,7.692307692,27260
34639,94058,61.42074312,9.643593857,28317
34640,94059,59.42947702,9.029390971,24326
34641,94060,68.88519135,10.89507208,23124
34642,94065,65.44021025,7.37921906,28743
34643,94067,46.7452785,9.576524337,32075
34644,94068,62.21046059,8.84109589,29213
34645,94069,40.56662516,10.39215686,25988
34646,94070,75.69099929,8.620689655,29015
34647,94071,65.92320723,10.24706359,25654
34648,94073,52.07701762,12.24831046,22431
34649,94074,26.8525741,21.24531565,16117
34650,94075,78.77064717,7.964787256,25707
34651,94076,38.88090609,14.89268984,19468
34652,94077,55.92929045,12.57824726,20539
34653,94078,35.42019177,17.83842516,15594
34654,94079,52.51512532,10.12142907,21288
34655,94080,48.44394601,9.411596175,31451
34656,94081,36.92671138,17.53891573,17943
34657,95002,80.71428571,8.747855918,27455
34658,95008,74.92537313,8.114035088,24988
34659,95011,86.2745098,12.75510204,24378
34660,95012,89.02439024,12.5,23322
34661,95014,64.86784141,9.934318555,28199
34662,95018,44.66300884,18.43720271,17595
34663,95019,71.54158215,16.19433198,18983
34664,95023,82.74509804,8.943089431,27684
34665,95024,80.1980198,9.032258065,26054
34666,95026,83.08128544,7.931801334,26130
34667,95028,85.81196581,6.087936866,26927
34668,95039,77.81271838,9.629421673,26918
34669,95040,80.2359882,8.520179372,27683
34670,95042,80.46272494,6.972301815,27955
34671,95046,67.85714286,4.819277108,27448
34672,95051,74.15793943,11.26115264,26122
34673,95052,53.17775571,13.33051206,20168
34674,95054,79.76190476,8.510638298,27053
34675,95055,83.43195266,7.727272727,26899
34676,95056,84.52830189,8.445642408,25860
34677,95058,71.34703196,10.49723757,22193
34678,95059,79.10447761,6.818181818,26981
34679,95060,65.06800286,10.78896013,24794
34680,95061,93.97590361,6.435643564,29256
34681,95063,43.84170743,15.83304588,19037
34682,95074,86.06271777,10.34482759,30206
34683,95078,80.20679468,12.04690832,27120
34684,95088,68.4754522,17.46031746,21597
34685,95091,63.66574331,11.51779718,23841
34686,95094,62.5,11.03896104,22422
34687,95101,74.20382166,10.04273504,22850
34688,95102,85.52631579,7.25388601,29026
34689,95110,74.15730337,5.434782609,28613
34690,95116,67.64705882,12.39707228,21511
34691,95119,84.55284553,10.65088757,23148
34692,95120,79.8053528,10.11235955,26380
34693,95127,33.15345833,16.43074948,18555
34694,95134,70.34482759,11.04536489,24682
34695,95139,91.8699187,9.523809524,24817
34696,95141,13.33333333,9.090909091,
34697,95142,71.24352332,8.409506399,23365
34698,95144,43.47826087,4.87804878,
34699,95149,88.04433888,7.475490196,27019
34700,95150,75.64102564,12.08053691,23185
34701,95151,82.90598291,10.6918239,28689
34702,95154,65.13761468,7.228915663,23307
34703,95157,60.81081081,16.94915254,23766
34704,95166,88.125,5.098039216,26812
34705,95169,78.18181818,7.725321888,24966
34706,95170,80,10.82089552,25566
34707,95176,66.47429732,9.976285878,26053
34708,95177,83.91038697,6.725146199,24397
34709,95181,76.2295082,6.369426752,27051
34710,95183,60.96877502,8.934993084,24937
34711,95197,60.39270992,9.757151499,22731
34712,95199,66.38790608,9.885589407,23817
34713,95203,66.10857935,10.6601066,24812
34714,95205,63.38276836,10.64220183,23629
34715,95210,54.0766022,10.99099099,28985
34716,95211,78.65429234,6.23853211,27234
34717,95212,48.93617021,8.196721311,
34718,95213,90.51383399,6.18556701,28474
34719,95214,42.30769231,6.451612903,
34720,95218,60.35222052,11.22484588,22617
34721,95219,51.30838836,11.05867437,22755
34722,95229,64.52448821,11.19402985,23645
34723,95241,81.29713424,7.289527721,24534
34724,95250,74.60770328,10.63605729,21960
34725,95252,58.77023516,12.7579938,22052
34726,95253,90.27027027,8.846153846,29610
34727,95254,90.25641026,6.129032258,26578
34728,95256,78.76254181,7.573047108,26012
34729,95257,80.57784912,9.304310713,28876
34730,95258,85.16129032,6.52173913,30294
34731,95268,35.34163332,20.11576626,14182
34732,95270,82.72727273,5.395683453,24831
34733,95271,85.78431373,6.620209059,28010
34734,95277,42.5793908,17.34627832,17626
34735,95280,53.62776025,18.21385776,16800
34736,95282,81.53846154,4.494382022,26407
34737,95287,76.02739726,10.62176166,27221
34738,95288,67.50798722,10.98578841,23951
34739,95295,71.23287671,9.183673469,27777
34740,95298,86.06965174,5.395683453,27974
34741,95301,87.78625954,13.19444444,23185
34742,95303,88.50574713,8.035714286,26266
34743,95304,94.59459459,6.349206349,33695
34744,95306,69.92205841,9.527418021,25147
34745,95308,85.77777778,6.727828746,26625
34746,95309,81.81818182,5.357142857,23982
34747,95313,57.51729159,9.681905093,26526
34748,95316,87,5.691056911,28001
34749,95323,66.32058288,11.79436724,22989
34750,95328,72.22222222,5.698005698,26337
34751,95331,70.58823529,2.105263158,27445
34752,95341,78,6.486486486,29237
34753,95348,84.3902439,7.508532423,27579
34754,95351,61.69582773,11.76816135,21284
34755,95352,62.96101159,9.661620659,25551
34756,95353,84.59119497,6.28115653,25853
34757,95355,52.49776985,14.56622635,21340
34758,95365,71.16104869,8.356545961,27267
34759,95369,76.46090535,8.398576512,29717
34760,95370,65.04854369,10.82474227,24397
34761,95371,79.83909134,9.710094307,25027
34762,95379,92.30769231,3.260869565,31040
34763,95387,80.76923077,8.571428571,
34764,95388,74.7029703,9.325469959,24427
34765,95392,77.11567351,8.174386921,25710
34766,95394,67.67591814,9.33651172,23944
34767,95395,89.34169279,7.2265625,26526
34768,95409,73.283859,6.967741935,26267
34769,95422,81.92771084,13.19796954,28753
34770,95424,55.29163739,14.08619314,19983
34771,95426,76.23931624,6.770098731,30751
34772,95427,57.02378532,14.59267275,19056
34773,95428,57.70276393,10.97976357,26411
34774,95429,93.82716049,10.40723982,24424
34775,95430,78.84333821,8.193779904,27291
34776,95436,88.75432526,7.722513089,26076
34777,95438,75,7.352941176,24159
34778,95445,86.29032258,6.148867314,27591
34779,95446,81.99737188,9.385113269,28691
34780,95447,67.07317073,8.333333333,25286
34781,95450,47.84276127,8.018018018,30203
34782,95452,83.93939394,6.812652068,26509
34783,95456,74.90494297,9.295774648,25708
34784,95459,84.79087452,8.648648649,25201
34785,95462,79.52755906,7.051282051,24677
34786,95476,69.03693476,11.73096976,24034
34787,95480,80.5890874,9.097395648,26099
34788,95483,75.37688442,10.13986014,26168
34789,95487,43.16562298,17.820013,17750
34790,95488,54.98800137,12.55240444,21464
34791,95489,84.6743295,12.35294118,26431
34792,95491,77.26583813,8.661228407,26765
34793,95492,41.66666667,2.43902439,
34794,95493,83.07692308,8.196721311,26769
34795,95500,39.1693241,11.36531862,20004
34796,95504,88.79892038,8.396124865,27435
34797,95509,86.07003891,9.246954596,24496
34798,95510,78.85714286,8.970099668,25133
34799,95523,61.34020619,12.32876712,21801
34800,95527,31.57492355,9.853817001,24477
34801,95529,87.97653959,8.866995074,27458
34802,95535,86.6359447,6.41509434,26902
34803,95539,62.25800615,12.81595846,22681
34804,95541,64.59627329,17.63392857,21009
34805,95543,89.8989899,10.09174312,25381
34806,95554,86.55913978,5.957446809,26769
34807,95555,48.56620587,15.04336557,21729
34808,95563,70.07759457,11.20321202,26155
34809,95566,66.49537513,9.643128322,23882
34810,95572,48.32,12.3525557,19633
34811,95574,76.41369048,9.939845317,28926
34812,95580,89.55223881,7.078853047,34466
34813,95582,55.14975845,13.31216775,22188
34814,95584,87.45098039,9.467455621,28639
34815,95585,32.54310345,22.31088414,15074
34816,95592,81.78438662,8.219178082,27126
34817,95594,79.51807229,8.938547486,27147
34818,95598,57.15438408,11.85361973,23743
34819,95604,57.1774682,11.4379085,21811
34820,95607,64.61154326,10.68335695,23320
34821,95610,83.18584071,5.369127517,27762
34822,95611,6.666666667,12.5,
34823,95612,69.90654206,13.56238698,20863
34824,95625,84.35643564,6.980273141,26347
34825,95627,91.32231405,6.707317073,28930
34826,95628,83.6935167,9.728867624,27654
34827,95633,70.58823529,12,
34828,95637,66.43134486,11.86797753,22894
34829,95641,62.44635193,9.923664122,24984
34830,95651,74.27821522,8.564231738,23407
34831,95652,75.65632458,9.880952381,25400
34832,95656,83.13953488,11.50442478,26161
34833,95658,80.88235294,10.52631579,27436
34834,95660,88.23529412,8.232445521,27794
34835,95675,74.14965986,7.126436782,27120
34836,95676,82.77511962,8.139534884,26249
34837,95678,87.74928775,8.495145631,29746
34838,95680,35.77054066,21.85263158,14903
34839,95682,72.22222222,11.88118812,26166
34840,95690,84.93150685,4.371584699,29516
34953,75101,33.51351351,10.88736446,32697
34954,75102,34.33637371,10.78336196,30567
34955,75103,33.70630066,10.69774038,31333
34956,75104,33.98355326,10.55800104,31007
34957,75105,34.24749985,9.7437994,33169
34958,75106,39.66931158,10.13773222,39063
34959,75107,38.16176731,9.563433702,42466
34960,75108,36.39868466,9.082795191,40540
34961,75109,38.41813253,9.918066935,33258
34962,75110,35.95376926,12.14414677,25618
34963,75111,34.56564789,11.9643361,26810
34964,75112,30.19165879,10.67485607,27110
34965,75113,26.96524789,12.85623544,23751
34966,75114,31.36217834,11.79860993,27288
34967,75115,31.38565076,9.906765479,30448
34968,75116,44.82006149,10.2265551,38387
34969,75117,35.12156686,11.52048656,30282
34970,75118,33.52664532,13.34967349,21542
34971,75119,28.31602761,16.68762109,19611
34972,75120,27.55395388,14.99906472,21017
