ID_BVOTE;SCRUTIN;ANNEE;TOUR;DATE;NUM_CIRC;NUM_QUARTIER;NUM_ARROND;NUM_BUREAU;NB_PROCU;NB_INSCR;NB_EMARG;NB_VOTANT;NB_BL;NB_NUL;NB.EXPRIM;DUPONT-AIGNAN Nicolas;LE PEN Marine;MACRON Emmanuel;HAMON Benoît;ARTHAUD Nathalie;POUTOU Philippe;CHEMINADE Jacques;LASSALLE Jean;MÉLENCHON Jean-Luc;ASSELINEAU François;FILLON François;geo_shape;geo_point_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9-22;Présidentielle;2017;1;2007-04-23;18;36;9;22;89;1364;1189;1189;11;2;1176;11;23;510;104;4;2;1;3;166;2;350;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3475915361", 48.8795256226], [2.3486718374, 48.8794004493], [2.3494510661, 48.8796147562], [2.3492754196, 48.8790957329], [2.3491575625, 48.8785562243], [2.3490851505, 48.8774929681], [2.3486281171, 48.8766451998], [2.3460222236, 48.8765988829], [2.3473830686, 48.876909956], [2.3472456837, 48.8777997114], [2.3469348938, 48.8778545838], [2.3476700553, 48.8787171388], [2.3466171476, 48.8795962356], [2.3475915361," 48.8795256226]]]}"";48.878125077",2.348128755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10-7;Présidentielle;2017;1;2007-04-23;5;39;10;7;81;1337;1139;1139;4;3;1132;11;33;422;181;1;5;2;9;296;17;155;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3666189718", 48.8726541649], [2.3665155221, 48.8725752534], [2.3648562376, 48.8724599176], [2.3643031639, 48.8720057648], [2.3630645279, 48.8723387976], [2.3626160593, 48.8719597088], [2.362506655, 48.8722263612], [2.3617420983, 48.8726688749], [2.361557116, 48.8732041763], [2.3626286625, 48.874246655], [2.3641002213, 48.873870892], [2.3649015503, 48.8736723574], [2.3666189718," 48.8726541649]]]}"";48.873056824",2.363703642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10-16;Présidentielle;2017;1;2007-04-23;5;40;10;16;84;1388;1149;1149;14;7;1128;13;55;360;190;6;13;3;8;344;9;127;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3687074258", 48.8763276916], [2.3699235984, 48.8776276312], [2.369681209, 48.8777094121], [2.3695094498, 48.8781093673], [2.3697550813, 48.8785482624], [2.3682741031, 48.8794249646], [2.3701711867, 48.8816295901], [2.3702430064, 48.8779948201], [2.3723010957, 48.8762035248], [2.3698424226, 48.8761592475], [2.3697073626, 48.8759974392], [2.3685125117, 48.8760178946], [2.3664472672, 48.8740943415], [2.3658323355, 48.8754889882], [2.3678560205, 48.8766701736], [2.3687074258," 48.8763276916]]]}"";48.877365125",2.369088693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11-27;Présidentielle;2017;1;2007-04-23;7;41;11;27;109;1626;1433;1433;10;3;1420;20;39;591;246;7;10;1;9;333;7;157;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.370964816", 48.8699352324], [2.3718064506, 48.8701803767], [2.3729006153, 48.8705143012], [2.3729433588, 48.8704750314], [2.3716022832, 48.8700804334], [2.3719732849, 48.8696297137], [2.37265317, 48.8689010577], [2.3731518353, 48.8685869731], [2.3734420899, 48.8681723669], [2.3735833341, 48.867626027], [2.3728641982, 48.8675999024], [2.372461441, 48.8681391358], [2.3713138701, 48.8683167977], [2.368150674, 48.8686938953], [2.3679474125, 48.8689024055], [2.3685286623, 48.8691083023], [2.3695240834, 48.8694889864], [2.370964816," 48.8699352324]]]}"";48.868913265",2.371067615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11-30;Présidentielle;2017;1;2007-04-23;7;41;11;30;104;1808;1526;1526;22;6;1498;21;45;520;251;3;13;0;10;470;7;158;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3739319497", 48.8694810312], [2.375511122, 48.8699564871], [2.3764670025, 48.8689767115], [2.3773821035, 48.8693235448], [2.3783668951, 48.8680388844], [2.3771462257, 48.8677159626], [2.3761526488, 48.8686655419], [2.3749887281, 48.8683406136], [2.3749000062, 48.8684342787], [2.3739405652, 48.8682171095], [2.3739648112, 48.8681197254], [2.3734899438, 48.8680161918], [2.3734493499, 48.8681675721], [2.3731595631, 48.8685845165], [2.3726614249, 48.8689011811], [2.3725592256, 48.8690103955], [2.3719831872, 48.8696264123], [2.3716078599, 48.8700779782], [2.3729470772, 48.8704738032], [2.3739319497," 48.8694810312]]]}"";48.8690403825",2.37482928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-17;Présidentielle;2017;1;2007-04-23;8;46;12;17;62;1325;1138;1138;11;2;1125;21;40;422;90;1;3;0;5;172;9;362;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3975278706", 48.8478166945], [2.3989872497, 48.8476546579], [2.3989260701, 48.8473721172], [2.4022696023, 48.8450939611], [2.4022199112, 48.8449907304], [2.3982412578, 48.8453500114], [2.3967880468, 48.8473877951], [2.3974832862, 48.8476826951], [2.3975278706," 48.8478166945]]]}"";48.8462883799",2.399134839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-23;Présidentielle;2017;1;2007-04-23;8;46;12;23;54;1420;1133;1134;14;7;1113;29;54;400;92;5;10;0;8;261;2;252;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3984247736", 48.8375927858], [2.3994299208, 48.8381867441], [2.4021532905, 48.8372172033], [2.4020878568, 48.8368289539], [2.4004015345, 48.8350401728], [2.3996794172, 48.8358461442], [2.4000010693, 48.8360470813], [2.4001845494, 48.836268647], [2.3984247736," 48.8375927858]]]}"";48.836855236",2.400409685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-41;Présidentielle;2017;1;2007-04-23;8;45;12;41;51;1260;1112;1112;11;1;1100;22;51;402;133;0;4;0;12;169;1;306;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4006813395", 48.8392243341], [2.4025328729, 48.8392421169], [2.4025280041, 48.8390969909], [2.4041431739, 48.8391320997], [2.4038221278, 48.8378688169], [2.4035514305, 48.836721925], [2.4029424765, 48.8362558465], [2.4022503734, 48.8371354405], [2.4023208285, 48.8373564897], [2.4013073908, 48.8386156751], [2.4006813395," 48.8392243341]]]}"";48.8381187001",2.402733266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-64;Présidentielle;2017;1;2007-04-23;8;45;12;64;52;1203;1068;1068;12;6;1050;24;51;408;131;0;6;3;6;158;5;258;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4041966532", 48.839151181], [2.4043796038, 48.8391783363], [2.4051511077, 48.8381184797], [2.4059420767, 48.8383555876], [2.4041039986, 48.8360743126], [2.4030656258, 48.8361021852], [2.4029654794, 48.8362190887], [2.4035856178, 48.8366900024], [2.4041966532," 48.839151181]]]}"";48.8374914533",2.404375441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-2;Présidentielle;2017;1;2007-04-25;9;49;13;2;56;1396;1190;1190;14;6;1170;23;53;448;133;7;10;1;4;279;12;200;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.353562487", 48.8349247853], [2.35489376, 48.8358959044], [2.3580944094, 48.8365284635], [2.358244717, 48.8363015048], [2.3560907752, 48.8354497776], [2.3551609511, 48.8349731007], [2.3566139387, 48.8335183467], [2.3564510809, 48.833264231], [2.3561166087, 48.8330567786], [2.3561165459, 48.8328934192], [2.355929199, 48.83265945], [2.3556211089, 48.8314453449], [2.3555210641, 48.8321694406], [2.3550130038, 48.8327346599], [2.353562487," 48.8349247853]]]}"";48.8344681659",2.355423453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-20;Présidentielle;2017;1;2007-04-23;9;50;13;20;36;1832;1412;1412;16;12;1384;31;125;402;122;5;13;2;6;330;18;330;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3656105837", 48.8223220543], [2.3668957991, 48.822697589], [2.3677465669, 48.8222731094], [2.3674020607, 48.8211009338], [2.3705361462, 48.8219783129], [2.3707050663, 48.8217475301], [2.3714379002, 48.8219966477], [2.371595562, 48.8217919171], [2.370586515, 48.8214535678], [2.3703781467, 48.821688084], [2.369363472, 48.8213460037], [2.3696560289, 48.8205755706], [2.36913741, 48.8203710386], [2.3690019765, 48.8200956871], [2.3704514869, 48.8183558086], [2.3669953199, 48.8172207519], [2.3647439324, 48.8201727261], [2.3656105837," 48.8223220543]]]}"";48.819960396",2.367470518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-39;Présidentielle;2017;1;2007-04-23;9;51;13;39;43;1780;1436;1436;28;5;1403;25;84;447;166;6;14;2;5;366;19;269;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3624135138", 48.8228712226], [2.3645256726, 48.8202673318], [2.361742531, 48.8194832137], [2.3614516261, 48.8199793116], [2.3608693566, 48.8200486514], [2.3595474799, 48.8199451056], [2.3593614382, 48.8206026761], [2.3604220744, 48.8223712605], [2.3624135138," 48.8228712226]]]}"";48.8210735415",2.36179464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-57;Présidentielle;2017;1;2007-04-23;10;51;13;57;87;1543;1311;1311;12;6;1293;14;80;441;169;5;13;2;6;335;13;215;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3469809597", 48.8297780417], [2.3479943068, 48.8295097397], [2.3484048923, 48.8294375996], [2.3495579597, 48.8289962336], [2.3524023803, 48.8300724002], [2.3526290485, 48.8300801927], [2.3526726517, 48.8298321699], [2.3526415728, 48.8282344843], [2.3528948716, 48.8280931363], [2.3527638432, 48.8281277621], [2.3530684925, 48.8278595785], [2.3534325299, 48.827520256], [2.3533515919, 48.8274695115], [2.3527463452, 48.8280441306], [2.3524236615, 48.8282352701], [2.3519077126, 48.8281105776], [2.3508431796, 48.8280065407], [2.350341424, 48.8278650183], [2.3499813163, 48.8278436901], [2.34945718, 48.8277388573], [2.349374171, 48.8276667688], [2.3486011318, 48.8280417632], [2.3485400159, 48.8281975009], [2.3483172463, 48.8281888723], [2.3476752256, 48.8285321237], [2.3465527174, 48.8289186729], [2.3469809597," 48.8297780417]]]}"";48.8288103542",2.350050304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-59;Présidentielle;2017;1;2007-04-23;10;51;13;59;83;1760;1487;1487;19;3;1465;23;83;541;174;8;6;3;10;321;13;283;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3561453276", 48.8298518115], [2.3568723706, 48.8274666066], [2.3542790673, 48.8267807465], [2.3534537708, 48.8274787803], [2.3534713715, 48.8275062969], [2.352798781, 48.8281075696], [2.3529298092, 48.8280729438], [2.3557830615, 48.8306189954], [2.3561453276," 48.8298518115]]]}"";48.8283881995",2.355068417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-44;Présidentielle;2017;1;2007-04-23;12;57;15;44;97;1535;1296;1296;15;5;1276;29;74;454;110;5;5;1;8;238;7;345;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3100634166", 48.8363345017], [2.312844294, 48.834773898], [2.3107781248, 48.8330929832], [2.3092849965, 48.8335898277], [2.3093451645, 48.8337378945], [2.3091476338, 48.8338151879], [2.3085213245, 48.8344669081], [2.3092806497, 48.8353841316], [2.3094045318, 48.8353311277], [2.3099598092, 48.8360361637], [2.3099195748, 48.8361554796], [2.3100634166," 48.8363345017]]]}"";48.8346161734",2.310544556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-53;Présidentielle;2017;1;2007-04-23;13;57;15;53;71;1528;1286;1286;14;2;1270;21;62;475;126;5;7;2;8;189;13;362;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2905614932", 48.8334259492], [2.2919356152, 48.8324927809], [2.2921626699, 48.8326272242], [2.2921644318, 48.8332989978], [2.2934771346, 48.8340759484], [2.2939648919, 48.8337746163], [2.2944142013, 48.8341497267], [2.2953371431, 48.8341391302], [2.2942094807, 48.8329676041], [2.294327821, 48.8329456788], [2.2930130249, 48.8310254159], [2.2929521787, 48.8306716083], [2.2911368196, 48.83135045], [2.2914015512, 48.8316786307], [2.2898542972, 48.8328546067], [2.2905614932," 48.8334259492]]]}"";48.8325440231",2.29261165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-67;Présidentielle;2017;1;2007-04-23;13;57;15;67;69;1591;1357;1356;16;4;1336;24;67;529;104;3;3;0;6;199;13;388;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2910513157", 48.8407489004], [2.2920249235, 48.8392110178], [2.2937761103, 48.838414922], [2.2927233126, 48.8379157838], [2.2928528592, 48.8378303683], [2.2919519986, 48.8373946929], [2.2903010729, 48.8386258158], [2.2894886121, 48.8382833879], [2.289378384, 48.8385356053], [2.2903529413, 48.8399718313], [2.2909581573, 48.8406892583], [2.2910513157," 48.8407489004]]]}"";48.8388683838",2.291404708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-4;Présidentielle;2017;1;2007-04-23;14;62;16;4;112;1495;1287;1287;3;3;1281;13;34;246;18;1;3;0;1;24;3;938;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2751772589", 48.8595481241], [2.2748875439, 48.8581933815], [2.2739404501, 48.8582337234], [2.2727932286, 48.8581105105], [2.2715814409, 48.8577868013], [2.2685998402, 48.8571817933], [2.2673071727, 48.856907021], [2.2661668145, 48.856601804], [2.2649904142, 48.8560422677], [2.2647502696, 48.8558714716], [2.2639231284, 48.8561016784], [2.2647007737, 48.8573481217], [2.2657822293, 48.8570772091], [2.2666779274, 48.8573108974], [2.2674777886, 48.8583624154], [2.2682080822, 48.8596977332], [2.2678300272, 48.861761591], [2.2711731442, 48.8619015177], [2.2714606827, 48.8620819417], [2.2725026106, 48.8620056219], [2.2727719914, 48.8621475774], [2.2733606805, 48.8615629051], [2.2737987961, 48.8607844287], [2.2739015107, 48.8602163094], [2.2737676781, 48.8594735691], [2.2751772589," 48.8595481241]]]}"";48.8593499995",2.270347674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-12;Présidentielle;2017;1;2007-04-23;14;62;16;12;69;1275;1105;1104;5;5;1094;11;42;288;17;0;1;0;3;49;4;679;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2798516303", 48.8562528626], [2.2780462043, 48.8558351496], [2.2768850857, 48.8553844374], [2.27649591, 48.8549311191], [2.275222587, 48.8553424422], [2.2751258731, 48.8555492527], [2.2748764555, 48.8557374155], [2.2749969786, 48.8557772624], [2.2747953367, 48.856327461], [2.2748753877, 48.8565927126], [2.2749534246, 48.8571854958], [2.2764320464, 48.8575496223], [2.2777268642, 48.8576988157], [2.2779843561, 48.8574788254], [2.2787244253, 48.857024372], [2.279162862, 48.8567275603], [2.2794122061, 48.8565924296], [2.2795731282, 48.8564572541], [2.2798516303," 48.8562528626]]]}"";48.856432635",2.276873274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-63;Présidentielle;2017;1;2007-04-23;4;61;16;63;85;1434;1237;1237;8;2;1227;10;55;369;30;1;4;0;6;69;6;677;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2882082377", 48.8623397986], [2.2871957614, 48.8629853732], [2.2870922341, 48.8630144147], [2.2868113063, 48.8642733146], [2.2863750278, 48.8662137536], [2.2860317959, 48.8672295026], [2.2872557406, 48.867303844], [2.2880910569, 48.8677513733], [2.2882984391, 48.8676624616], [2.2876935523, 48.8671108385], [2.287759628, 48.8668395257], [2.2895994842, 48.8662607155], [2.2900201203, 48.8668144242], [2.2908759401, 48.8664587714], [2.2903962349, 48.8657313843], [2.2894394393, 48.8650255054], [2.2890939764, 48.8650145083], [2.2889987401, 48.8648277859], [2.2901444049, 48.8641162604], [2.2899043864, 48.863942504], [2.2899738683, 48.8637336831], [2.2882082377," 48.8623397986]]]}"";48.8650879664",2.288193539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-14;Présidentielle;2017;1;2007-04-23;3;67;17;14;94;1556;1330;1329;7;0;1322;22;43;461;82;1;3;5;4;135;11;555;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3100447937", 48.8856616145], [2.3082461623, 48.8870126425], [2.3108018181, 48.8879937516], [2.3111992568, 48.887806868], [2.3117904652, 48.8877619119], [2.3121846105, 48.8877169111], [2.3129568317, 48.8875871199], [2.3138537582, 48.8873751345], [2.3113251875, 48.8865384769], [2.311081635, 48.8861539541], [2.3100447937," 48.8856616145]]]}"";48.886975885",2.310718225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-35;Présidentielle;2017;1;2007-04-23;3;68;17;35;66;1313;1129;1129;17;3;1109;13;33;471;127;3;7;2;7;178;6;262;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3236021614", 48.8886040616], [2.3221552921, 48.887516785], [2.3197879706, 48.8888925763], [2.3207033677, 48.8899436425], [2.3208904052, 48.8904441134], [2.3218620285, 48.8897903261], [2.3234509323, 48.8889030608], [2.3236021614," 48.8886040616]]]}"";48.8888877476",2.321675977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-11;Présidentielle;2017;1;2007-04-23;18;70;18;11;60;1542;1269;1271;12;5;1254;15;64;401;211;4;10;5;7;343;9;185;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3440935859", 48.8974388802], [2.3467670567, 48.8975862346], [2.3471050194, 48.8977328691], [2.3460497228, 48.8957301006], [2.3440401567, 48.8950818518], [2.3430933552, 48.8949413631], [2.3433426319, 48.8962081389], [2.343672097, 48.8966249891], [2.3440935859," 48.8974388802]]]}"";48.8963921446",2.344924698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-27;Présidentielle;2017;1;2007-04-23;18;69;18;27;85;1442;1210;1210;13;6;1191;20;48;477;175;1;10;0;6;280;7;167;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3390426389", 48.8839258946], [2.337811632, 48.8823358446], [2.3373319904, 48.8824142333], [2.3362254924, 48.8827463737], [2.3369614121, 48.8839643992], [2.33670223, 48.8840356209], [2.3369079549, 48.8844105987], [2.3350461685, 48.885160632], [2.3354336698, 48.8856273008], [2.3351245252, 48.8857220096], [2.3352449735, 48.88588734], [2.3375026505, 48.8850339302], [2.3377106454, 48.8847707822], [2.3380340953, 48.8844894365], [2.3385519513, 48.8841423], [2.3390426389," 48.8839258946]]]}"";48.8840067486",2.337187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-29;Présidentielle;2017;1;2007-04-23;18;69;18;29;93;1605;1399;1399;15;2;1382;20;53;563;151;1;13;2;8;269;11;291;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3327524136", 48.8838863538], [2.3323825558, 48.8848840041], [2.3300324693, 48.887483336], [2.3319177391, 48.88873384], [2.3322652149, 48.8892101928], [2.3329068616, 48.8887702678], [2.3330615407, 48.8885416667], [2.3336277274, 48.8881342819], [2.3332229747, 48.8876439859], [2.3339367899, 48.8871980325], [2.3345319902, 48.8866298287], [2.3349825491, 48.8857627926], [2.3347383523, 48.8858393816], [2.3327524136," 48.8838863538]]]}"";48.8866906963",2.332575932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-31;Présidentielle;2017;1;2007-04-23;18;69;18;31;78;1731;1508;1508;15;1;1492;23;63;586;193;5;15;2;7;323;7;268;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3260662833", 48.8865464188], [2.3256439151, 48.8874995244], [2.3263115093, 48.8895720415], [2.3302309277, 48.8876700716], [2.3283828256, 48.8863225974], [2.3278766901, 48.8867269541], [2.3266367096, 48.8859037377], [2.3262694241, 48.8865731592], [2.3260662833," 48.8865464188]]]}"";48.8876759936",2.327509485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-36;Présidentielle;2017;1;2007-04-23;18;69;18;36;86;1504;1306;1308;13;2;1293;17;49;565;163;2;10;1;9;251;4;222;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3373024017", 48.8914147361], [2.3390407542, 48.8912307501], [2.3396146601, 48.8912746911], [2.3395793916, 48.8911270106], [2.3406137818, 48.8912369902], [2.3401703804, 48.8897609541], [2.3366288567, 48.8902683819], [2.3373024017," 48.8914147361]]]}"";48.8906261378",2.338717389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-51;Présidentielle;2017;1;2007-04-23;17;71;18;51;19;1550;1097;1099;29;10;1060;8;87;254;116;4;18;1;8;445;17;102;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.352034619", 48.9014557546], [2.3587409003, 48.9016071717], [2.3593154385, 48.8950598624], [2.3529403232, 48.8950761292], [2.3529982525, 48.8957700211], [2.352591322, 48.8978856164], [2.3524059192, 48.89958109], [2.352034619," 48.9014557546]]]}"";48.8983350806",2.355806403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-14;Présidentielle;2017;1;2007-04-23;16;76;19;14;74;1652;1325;1326;12;5;1309;21;49;395;193;3;11;2;10;442;10;173;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3764651889", 48.873390193], [2.3770385988, 48.8737826012], [2.3769121779, 48.8740154763], [2.3778193421, 48.8741644178], [2.3793465106, 48.87460932], [2.3794582032, 48.8746975352], [2.3798469324, 48.8746973883], [2.379951998, 48.8741213024], [2.3792646905, 48.8740062379], [2.3792962465, 48.8738675719], [2.3799959741, 48.8738976974], [2.3800540214, 48.8735179584], [2.3827455694, 48.8736117109], [2.3828922918, 48.8734729973], [2.3817381867, 48.8732735804], [2.3798343349, 48.8728643668], [2.3770125767, 48.8720864932], [2.3762083669, 48.8728349255], [2.3764651889," 48.873390193]]]}"";48.8733532181",2.378653172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-25;Présidentielle;2017;1;2007-04-23;16;75;19;25;69;1545;1255;1255;17;5;1233;18;54;385;169;4;7;0;9;293;11;283;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3879204967", 48.8831926362], [2.3880596521, 48.883222369], [2.3881054121, 48.8831089423], [2.3900880797, 48.8826804653], [2.3900187467, 48.8820625401], [2.3886470078, 48.8818319586], [2.3874599614, 48.8813649805], [2.3852722249, 48.8832794982], [2.3858525697, 48.8841162992], [2.3874579781, 48.8842941038], [2.3879204967," 48.8831926362]]]}"";48.8828203193",2.387486398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-68;Présidentielle;2017;1;2007-04-23;17;73;19;68;43;1492;1081;1084;16;4;1064;17;82;318;92;3;8;1;3;306;11;223;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3723620143", 48.8912999558], [2.3725344295, 48.8915336773], [2.3726563354, 48.8918528506], [2.3748183627, 48.8921236749], [2.3751079872, 48.8918614851], [2.3737724968, 48.8909883741], [2.3740368163, 48.8907324312], [2.3721903377, 48.8897198984], [2.3723620143," 48.8912999558]]]}"";48.8911499989",2.37333968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-59;Présidentielle;2017;1;2007-04-23;6;79;20;59;51;1689;1418;1418;11;5;1402;21;59;478;208;1;16;2;8;433;5;171;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3996921243", 48.8633199251], [2.4000093499, 48.8624166934], [2.4001613762, 48.8617169887], [2.4003211161, 48.8611727507], [2.4005936965, 48.860661529], [2.4010316229, 48.8600807471], [2.4015548632, 48.8595759974], [2.4020857433, 48.8591704772], [2.398916134, 48.8573759169], [2.3983777307, 48.8571890032], [2.3978424193, 48.8570050856], [2.3972874376, 48.8568998892], [2.3970843369, 48.8580945559], [2.3967787802, 48.8601270192], [2.3994533523, 48.8608275569], [2.3998470361, 48.860929884], [2.4000234475, 48.8616724087], [2.3994965363, 48.8632770303], [2.3996921243," 48.8633199251]]]}"";48.8592169857",2.399069454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
