codeinsee,LIBGEO,REG,DEP,P16_POP,P11_POP,SUPERF,NAIS1116,DECE1116,P16_MEN,NAISD18,DECESD18,P16_LOG,P16_RP,P16_RSECOCC,P16_LOGVAC,P16_RP_PROP,NBMENFISC16,PIMP16,MED16,TP6016,P16_EMPLT,P16_EMPLT_SAL,P11_EMPLT,P16_POP1564,P16_CHOM1564,P16_ACT1564,ETTOT15,ETAZ15,ETBE15,ETFZ15,ETGU15,ETGZ15,ETOQ15,ETTEF115,ETTEFP1015,Geo Shape,geo_point_2d
92002,Antony,11,92,62210.0,62012.0,9.56,4271.0,1959.0,26408.8634409,836.0,372.0,28613.4093911,26408.8634409,425.488800915,1779.05714925,15554.827602899999,25756.0,74.0,29099.523809500002,8.0,22301.162683000002,20005.5909598,22376.0523523,39618.0598127,2846.12552944,30298.658787700002,4991.0,10.0,150.0,352.0,3533.0,633.0,946.0,1003.0,317.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.2902548978, 48.7666001446], [2.3054409626, 48.7690144321], [2.3067082959, 48.76927903], [2.3118312824, 48.770715353], [2.3124381271, 48.7721633206], [2.3154352506, 48.7715842164], [2.3154598007, 48.77157986], [2.3199219497, 48.7707167172], [2.3177715265, 48.7685710218], [2.3177218215, 48.768522169], [2.3164992691, 48.7673288378], [2.3158780366, 48.7667667378], [2.3156681205, 48.7667961158], [2.315075379, 48.7655155323], [2.3102224901, 48.7569529033], [2.3117428403, 48.7543083406], [2.3141445625, 48.7513441218], [2.3200318676, 48.7490149661], [2.3207207142, 48.7487580493], [2.3193166339, 48.7471220657], [2.3162448752, 48.7419821831], [2.3160135925, 48.7362783591], [2.3159273415, 48.7336235847], [2.3150476212, 48.7322738582], [2.3132939902, 48.7302804858], [2.3085449531, 48.729444458], [2.3079193723, 48.729353585], [2.3063883459, 48.7293608879], [2.303996513, 48.7294827823], [2.3038400608, 48.729489965], [2.3033980887, 48.7307205406], [2.3017756394, 48.7350212448], [2.3001918164, 48.7374341934], [2.2983820323, 48.7386378284], [2.2973331319, 48.7381657439], [2.2939788827, 48.7369218002], [2.2896379243, 48.7355531644], [2.2802904545, 48.7330110786], [2.2748212769, 48.7400908594], [2.2745120558, 48.740715898], [2.2751751524, 48.7408530445], [2.2783285369, 48.7423490447], [2.2835045673, 48.7450236969], [2.2844755876, 48.7459199717], [2.2853936451, 48.7475084932], [2.2814810911, 48.7510351158], [2.2772748382, 48.7538267817], [2.2750332406, 48.7552882756], [2.2761433269, 48.7566558604], [2.2777688954, 48.758919692], [2.278618958, 48.7600158453], [2.2842146059, 48.760593671], [2.2881382187, 48.7607844166], [2.2911566022, 48.7620184027], [2.2918957264, 48.7642965499], [2.2919302437, 48.7645602877], [2.2918273392, 48.7647242733], [2.2902548978, 48.7666001446]]]}","48.7498603402,2.29906093691"
92014,Bourg-la-Reine,11,92,20531.0,19982.0,1.86,1294.0,729.0,9077.797508399999,232.0,135.0,9887.20705296,9077.797508399999,174.40397378900002,635.005570771,4567.28795813,8554.0,76.0,31038.6666667,9.0,5585.32290107,4754.89200145,5685.71483714,13131.1214862,987.760085262,10132.7842578,1926.0,2.0,46.0,157.0,1367.0,214.0,354.0,388.0,88.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.3258147798, 48.7819082975], [2.3250814619, 48.7804156272], [2.3246481191, 48.7791971693], [2.322803764, 48.7752364885], [2.3204321385, 48.7713492164], [2.3199219497, 48.7707167172], [2.3154598007, 48.77157986], [2.3154352506, 48.7715842164], [2.3124381271, 48.7721633206], [2.3142751147, 48.7768238827], [2.3104739468, 48.7848805568], [2.3096979141, 48.784897662], [2.3108418477, 48.7857766949], [2.310977231, 48.7861408379], [2.3112001369, 48.7872987656], [2.3124461828, 48.789317921], [2.3141046256, 48.789381416], [2.3186962649, 48.7879974096], [2.3186992571, 48.7879767402], [2.3244440388, 48.7822414329], [2.3258147798, 48.7819082975]]]}","48.7802725553,2.3175926522"
75114,Paris 14e Arrondissement,11,75,137105.0,140317.0,5.64,8133.0,4861.0,70145.29299710001,1609.0,1019.0,83441.8197188,70145.29299710001,6196.89335977,7099.63336199,21998.670346900002,63272.0,70.0,27287.6,13.0,81831.3213819,71352.55126010001,88850.0395732,94202.81392,8352.39508331,70788.08428099999,22561.0,16.0,515.0,898.0,17942.0,2207.0,3190.0,4778.0,905.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.3141456997, 48.8222905354], [2.3121472539, 48.8227287478], [2.3083155372, 48.8235700525], [2.3069590371, 48.8238679884], [2.3018660062, 48.8250021636], [2.3013154185, 48.8251257608], [2.3069704124, 48.8299802371], [2.3091466072, 48.8317780891], [2.3157482958, 48.8371718034], [2.3206489937, 48.8407225633], [2.3240507579, 48.843068493], [2.3246635446, 48.8435180387], [2.3248134306, 48.8435179854], [2.3261750183, 48.8430687853], [2.336387764, 48.8397352681], [2.3365927072, 48.8396905371], [2.3371364717, 48.8394660119], [2.3402008424, 48.8387014041], [2.3420384636, 48.8382969179], [2.3417664114, 48.8357807884], [2.3414937722, 48.8285681241], [2.3444182037, 48.8195940074], [2.3444179474, 48.8189644387], [2.3440095654, 48.8161336383], [2.3439025047, 48.8157670013], [2.3437673046, 48.8157968384], [2.3403197792, 48.8163858509], [2.3321449384, 48.8169817298], [2.3318980606, 48.8170109296], [2.3324610425, 48.8182471301], [2.3304136366, 48.8187042612], [2.3255621713, 48.8197742431], [2.3205971644, 48.8208667673], [2.3141456997, 48.8222905354]]]}","48.8292048923,2.32674455381"
91122,Bures-sur-Yvette,11,91,9686.0,9676.0,4.17,454.0,266.0,3734.0,94.0,63.0,4076.47229551,3734.0,113.487886783,228.98440873099997,2658.47280247,3570.0,80.0,31768.8888889,5.0,1642.99979903,1425.91481849,1495.24104277,6230.41405591,334.658268839,4162.4197267,577.0,1.0,23.0,41.0,394.0,46.0,118.0,99.0,27.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.1415669174, 48.6859312727], [2.1415654685, 48.6865159425], [2.1421818689, 48.6912580751], [2.1430859843, 48.693873133], [2.1472463606, 48.698372565], [2.1542021505, 48.7024095535], [2.1568421303, 48.7047957073], [2.1595550505, 48.7057881001], [2.1622681421, 48.7066913813], [2.163014807, 48.7068270481], [2.1675633853, 48.7069236361], [2.1707559334, 48.7066589327], [2.1702177071, 48.7049497584], [2.1696817852, 48.7029266723], [2.1693473192, 48.7013979053], [2.1695512182, 48.7013084762], [2.17321902, 48.7010443172], [2.1743864756, 48.7007762589], [2.1757463444, 48.7002837461], [2.1759597177, 48.6970929153], [2.176013671, 48.6954804916], [2.1751422686, 48.6931834479], [2.1741299809, 48.6909510809], [2.1742423384, 48.690288927], [2.1737150863, 48.6909832877], [2.1731629257, 48.6922207709], [2.1738561961, 48.6924567464], [2.1746245617, 48.6924116943], [2.1746941405, 48.6927377945], [2.1730276822, 48.6930401765], [2.1709203559, 48.6932108431], [2.1691805684, 48.693251807], [2.1674158275, 48.693153149], [2.1662389876, 48.692740153], [2.1633731919, 48.6910623046], [2.1623599418, 48.6903652744], [2.1618136617, 48.6899485647], [2.1608503528, 48.6891052527], [2.1611741933, 48.6883123697], [2.1615277193, 48.6879550542], [2.162447163, 48.6836492849], [2.1623751138, 48.6817022434], [2.1623065746, 48.6792820807], [2.1635213716, 48.6767072121], [2.1612889994, 48.6755671381], [2.1600649558, 48.6756682618], [2.1555225893, 48.6782996338], [2.1512577679, 48.6816290271], [2.1422462717, 48.6858426123], [2.1415669174, 48.6859312727]]]}","48.6930512744,2.15808376921"
75103,Paris 3e Arrondissement,11,75,34788.0,36120.0,1.17,2056.0,898.0,20108.500829099998,402.0,163.0,26107.773417,20108.500829099998,3605.21072202,2394.06186584,6778.05581152,17727.0,73.0,31333.0,13.0,31460.892680599998,25371.2623529,32125.452590599994,25942.947910400002,2263.445483,21154.3480314,14164.0,6.0,631.0,360.0,12034.0,2505.0,1133.0,3559.0,597.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.3500912644, 48.8619517498], [2.3500909446, 48.8620866501], [2.3507050838, 48.8631197354], [2.3508413206, 48.8633444116], [2.3514535666, 48.8644224486], [2.352954153, 48.8670746413], [2.3539755249, 48.8689166144], [2.3541114927, 48.8692752859], [2.3545204664, 48.8692756934], [2.3632389555, 48.8677908164], [2.363851339, 48.8674316383], [2.3641918944, 48.8671168797], [2.3660980435, 48.8640602322], [2.3666424925, 48.8631170047], [2.3683407042, 48.8565013894], [2.3684085726, 48.8559621376], [2.3684085722, 48.8557373], [2.3641870355, 48.8564578069], [2.3630977539, 48.8568171502], [2.3609184729, 48.8575906636], [2.3592162813, 48.8583550012], [2.3574460544, 48.8596585582], [2.3554710786, 48.8606480123], [2.3544497971, 48.8610076427], [2.3500912644, 48.8619517498]]]}","48.8628851439,2.35993164256"
75105,Paris 5e Arrondissement,11,75,59108.0,60800.0,2.54,2508.0,1850.0,32598.0120175,463.0,384.0,39659.453625,32598.0120175,4702.39868251,2359.04292501,11163.545771500001,25976.0,74.0,33169.3333333,10.0,53332.7709519,46271.348069,55492.58022919999,40833.784399699995,2860.07987463,29351.748072400005,14348.0,9.0,294.0,303.0,11908.0,1595.0,1834.0,3411.0,664.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.3445592261, 48.8539893056], [2.3464655848, 48.8533602922], [2.3539703443, 48.8509772862], [2.3625483504, 48.847470838], [2.3643180356, 48.8461671913], [2.3644532234, 48.8460321064], [2.3659508209, 48.8449086593], [2.3646569199, 48.8441895018], [2.3641795001, 48.8435610106], [2.3632942029, 48.8423025925], [2.3615913872, 48.8400469092], [2.3613870338, 48.8398227762], [2.3530801141, 48.8371726778], [2.351718069, 48.8368136512], [2.3471442691, 48.8372627414], [2.3448974219, 48.8377127319], [2.3420384636, 48.8382969179], [2.3402008424, 48.8387014041], [2.3371364717, 48.8394660119], [2.3365927072, 48.8396905371], [2.3368645839, 48.8402748338], [2.3437417961, 48.8527760926], [2.3442189498, 48.8536294982], [2.3445592261, 48.8539893056]]]}","48.8444087298,2.35049826182"
93007,Le Blanc-Mesnil,11,93,55987.0,51916.0,8.05,5165.0,1448.0,19774.2775663,1045.0,307.0,20928.0366842,19774.2775663,208.50525784,945.253860072,8149.26703744,18596.0,42.0,15803.75,32.0,11467.475735299999,10272.3741046,11403.8415012,35817.3558249,5607.47896401,25661.0592547,3437.0,5.0,110.0,644.0,2302.0,754.0,376.0,781.0,191.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.4560099122, 48.9557715792], [2.4568288043, 48.9556808693], [2.4592832649, 48.9550948542], [2.4594885661, 48.9550490183], [2.4601322219, 48.9547371769], [2.4712878006, 48.9480675949], [2.4774006184, 48.9445036256], [2.478848096, 48.9435153362], [2.4795278668, 48.9427062494], [2.4822638159, 48.9377541189], [2.4829816063, 48.9339308017], [2.4813185621, 48.9246763128], [2.481072627, 48.9234738032], [2.479805502, 48.9199961616], [2.4793970138, 48.9197713638], [2.477283751, 48.9201335692], [2.4768752896, 48.9201785495], [2.4765327526, 48.9199099647], [2.475849051, 48.9191021119], [2.4742647762, 48.9184296961], [2.4741292298, 48.918474965], [2.4690166573, 48.9191097973], [2.4650560125, 48.922364692], [2.4625060952, 48.9262705715], [2.4607999403, 48.9328771257], [2.4554901092, 48.937340515], [2.4549462075, 48.9377903786], [2.4533779712, 48.9384208231], [2.4509245784, 48.939232446], [2.4490701771, 48.939548575], [2.4483876263, 48.9395490329], [2.4470231309, 48.9392360929], [2.4424489291, 48.9373075379], [2.4422437738, 48.9372175549], [2.4412194376, 48.9366345484], [2.4387625237, 48.9357381789], [2.4384903991, 48.9357836668], [2.4307196152, 48.9388899855], [2.4306526186, 48.9390245588], [2.4310640494, 48.9405975473], [2.4320215213, 48.9416749228], [2.43420903, 48.944009889], [2.434550031, 48.9444143718], [2.4349610586, 48.9449082115], [2.4350287382, 48.9450874854], [2.4353016922, 48.9452218636], [2.4376266257, 48.9478802431], [2.4453640567, 48.9549017807], [2.4473336945, 48.9556167961], [2.4475243022, 48.955798426], [2.4480197421, 48.9559499852], [2.4536894989, 48.9555497028], [2.4560099122, 48.9557715792]]]}","48.9393045402,2.46120831872"
91272,Gif-sur-Yvette,11,91,20927.0,20622.0,11.6,948.0,489.0,8334.18450706,164.0,126.0,9010.5965763,8334.18450706,193.471164505,482.940904735,5622.01530547,7998.0,82.0,33294.5,5.0,9523.15945005,8772.981022299999,9817.58111706,13522.7460132,737.081470334,9373.11778294,1538.0,1.0,37.0,74.0,1111.0,172.0,315.0,291.0,57.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.155098811, 48.7180598009], [2.1552341128, 48.7180148853], [2.1650224577, 48.7157379311], [2.1710019795, 48.7146228897], [2.1716814711, 48.7148030078], [2.1722261854, 48.7143102736], [2.1723030971, 48.7115143121], [2.1721038175, 48.7098515798], [2.1708238926, 48.7066585056], [2.1707559334, 48.7066589327], [2.1675633853, 48.7069236361], [2.163014807, 48.7068270481], [2.1622681421, 48.7066913813], [2.1595550505, 48.7057881001], [2.1568421303, 48.7047957073], [2.1542021505, 48.7024095535], [2.1472463606, 48.698372565], [2.1430859843, 48.693873133], [2.1421818689, 48.6912580751], [2.1415654685, 48.6865159425], [2.1415669174, 48.6859312727], [2.1408117027, 48.6858412802], [2.1393272448, 48.685817083], [2.1347413867, 48.6860339607], [2.1316133569, 48.6862405983], [2.1287925268, 48.6858647175], [2.1247289182, 48.6840152502], [2.1219780021, 48.6811039914], [2.1215972956, 48.680154898], [2.1202410272, 48.680756569], [2.116553436, 48.6785605713], [2.1147254012, 48.6773407596], [2.1121463457, 48.6739600775], [2.1103808036, 48.6742716434], [2.1050140798, 48.6755645676], [2.1029929845, 48.6764363062], [2.1033593562, 48.6784377941], [2.1025643318, 48.6816268993], [2.1027276903, 48.6831105306], [2.1040079891, 48.6850550128], [2.1046149582, 48.6858646361], [2.1056293071, 48.6867654637], [2.1089259593, 48.6875142489], [2.1150690927, 48.6888957642], [2.1151368501, 48.6889862179], [2.1161460328, 48.6910103989], [2.1159411596, 48.6912346568], [2.1154649895, 48.6915936276], [2.1145804685, 48.6919963399], [2.1132891107, 48.6923528453], [2.111884522, 48.6925753666], [2.1090295859, 48.6933114581], [2.1064776124, 48.6943627796], [2.1058658355, 48.6945416942], [2.1035587637, 48.6945369697], [2.1020659269, 48.6943539344], [2.1009129605, 48.6940816932], [2.09914858, 48.6938093217], [2.0978580419, 48.6940307406], [2.0977877866, 48.6944799629], [2.0967897104, 48.6975118402], [2.0961320179, 48.7001846817], [2.09633215, 48.7009489763], [2.0969343193, 48.7027480424], [2.1038415199, 48.707130317], [2.108638731, 48.7124876624], [2.1103286615, 48.7143784127], [2.1117546387, 48.7142918917], [2.1220170299, 48.7157485612], [2.1233072674, 48.7159757239], [2.123991075, 48.7146737902], [2.1238615957, 48.7132354563], [2.124066967, 48.7127413453], [2.1255012358, 48.7108557405], [2.1266600287, 48.7099143656], [2.1274762035, 48.7094660939], [2.1363851511, 48.7060210964], [2.1370655179, 48.7058874977], [2.1386271359, 48.705799839], [2.1395104766, 48.7058017162], [2.1438556982, 48.7059436163], [2.1514692991, 48.7073490476], [2.1534262709, 48.7105426442], [2.1540211299, 48.7152718634], [2.1542872783, 48.7168001736], [2.1550308367, 48.7180602191], [2.155098811, 48.7180598009]]]}","48.6987447202,2.12716826039"
93078,Villepinte,11,93,36656.0,35850.0,10.37,3258.0,746.0,11827.2643577,637.0,162.0,12518.5904722,11827.2643577,106.34183317,584.984281288,6817.93017999,11600.0,49.0,17933.0,22.0,15319.375994,14307.7347963,15010.3795913,23930.476789900003,3411.17094953,16550.1297604,2474.0,2.0,87.0,310.0,1816.0,521.0,259.0,596.0,267.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.569014269, 48.9432304533], [2.5688094838, 48.9432315153], [2.5664880611, 48.9426512109], [2.5665540951, 48.9424266338], [2.5678071267, 48.9403124905], [2.5686535111, 48.9388281531], [2.5686494284, 48.9378389445], [2.5685754713, 48.9367163918], [2.5622259396, 48.9352005809], [2.5618846936, 48.9352011325], [2.5573153167, 48.9352994489], [2.5570423162, 48.9353002388], [2.5565702249, 48.9365592696], [2.5559644284, 48.9384472895], [2.5546157571, 48.9419548206], [2.5542095576, 48.9429982561], [2.5538712372, 48.9434475287], [2.55324582, 48.9439433916], [2.5495686607, 48.9463873158], [2.5428353202, 48.9505667686], [2.5425624183, 48.9507024149], [2.5382992346, 48.9515259805], [2.5291627062, 48.9512971071], [2.528120686, 48.9511716104], [2.524618507, 48.9507189364], [2.5241446815, 48.9505740744], [2.5236305417, 48.9509551172], [2.5223060091, 48.9523050305], [2.5189123032, 48.955621411], [2.5139935627, 48.9598784291], [2.5139302507, 48.9599312284], [2.5088210796, 48.9640199881], [2.504787639, 48.9657875105], [2.496958077, 48.9719543291], [2.4960054328, 48.9727191832], [2.4980848903, 48.9739436789], [2.4958534513, 48.9750098138], [2.5005212404, 48.9752829277], [2.505025149, 48.9759868188], [2.5160983442, 48.9764204722], [2.5240219154, 48.9760708981], [2.5277740589, 48.9737063414], [2.5298799726, 48.9711859479], [2.5330953867, 48.9681383834], [2.5363561398, 48.9663966064], [2.5446623465, 48.9683258364], [2.5497564401, 48.9713773124], [2.5499603521, 48.9713322164], [2.552343411, 48.969799835], [2.557579945, 48.9653329406], [2.562256993, 48.9581129557], [2.5627086257, 48.9521489559], [2.5631063955, 48.9494966983], [2.5648594063, 48.9468961215], [2.5676563961, 48.9448154596], [2.5684045586, 48.9443190652], [2.5690141439, 48.9434103054], [2.569014269, 48.9432304533]]]}","48.9595327185,2.53641870203"
94003,Arcueil,11,94,21567.0,20100.0,2.33,1538.0,632.0,9799.99719675,307.0,117.0,10635.8630485,9799.99719675,122.77021299999998,713.095638765,2958.80841734,8791.0,60.0,21500.434782599998,17.0,17053.9021356,16084.136539899999,16301.3428639,14573.480745500001,1553.48466112,10962.995892,2002.0,2.0,67.0,159.0,1564.0,306.0,210.0,446.0,161.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.343845689, 48.7976619286], [2.3433525197, 48.7979056555], [2.3418125983, 48.7985672374], [2.3410355048, 48.7988687511], [2.3346131041, 48.7986991596], [2.3303634239, 48.7996009078], [2.3254285516, 48.8010463737], [2.3239420483, 48.8015533304], [2.3259523316, 48.8066606601], [2.3263573965, 48.8082962413], [2.3252487503, 48.8084204008], [2.325004377, 48.8081537004], [2.3247595426, 48.8076072856], [2.324345341, 48.8066812682], [2.3214533379, 48.8059408749], [2.3183355349, 48.8060229694], [2.3178605003, 48.8084045535], [2.3179930383, 48.8085779931], [2.3188726915, 48.8097243373], [2.3190467534, 48.8099510763], [2.3217898452, 48.8096959526], [2.3255135677, 48.8095281473], [2.3287667513, 48.8134372169], [2.3290632573, 48.8137833468], [2.3305485349, 48.8135011704], [2.3327803739, 48.813088236], [2.3343582325, 48.8130178851], [2.3411905328, 48.8109556581], [2.3425118982, 48.806597291], [2.3436877653, 48.8059939645], [2.344862029, 48.805407706], [2.3446193039, 48.8051113746], [2.344386259, 48.8048034035], [2.3440731186, 48.8042602506], [2.3437218121, 48.8031799485], [2.3462990537, 48.802322557], [2.3474835228, 48.8016733695], [2.347783908, 48.8014960292], [2.3473089723, 48.8009340124], [2.3476966758, 48.7989997271], [2.3476750616, 48.7986596368], [2.3458161188, 48.7972967809], [2.3446033797, 48.7972766459], [2.343845689, 48.7976619286]]]}","48.8053725236,2.33400842576"
91471,Orsay,11,91,16678.0,15903.0,7.97,747.0,479.0,6955.30553657,134.0,97.0,7665.95183681,6955.30553657,179.75399225799998,530.8923079880001,4141.68284395,6588.0,78.0,30417.2,6.0,10737.1226281,9977.74578242,11241.600155099999,11114.198234700001,642.664284,7761.62386255,1643.0,9.0,58.0,90.0,1194.0,181.0,292.0,381.0,108.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.1742423384, 48.690288927], [2.1741299809, 48.6909510809], [2.1751422686, 48.6931834479], [2.176013671, 48.6954804916], [2.1759597177, 48.6970929153], [2.1757463444, 48.7002837461], [2.1743864756, 48.7007762589], [2.17321902, 48.7010443172], [2.1695512182, 48.7013084762], [2.1693473192, 48.7013979053], [2.1696817852, 48.7029266723], [2.1702177071, 48.7049497584], [2.1707559334, 48.7066589327], [2.1708238926, 48.7066585056], [2.1721038175, 48.7098515798], [2.1723030971, 48.7115143121], [2.1722261854, 48.7143102736], [2.1716814711, 48.7148030078], [2.171748001, 48.7148934178], [2.1743938192, 48.7157959446], [2.1825516125, 48.7180090619], [2.1832977888, 48.7181895695], [2.1890699455, 48.7186912667], [2.1913107597, 48.7188288024], [2.1934850571, 48.7186969029], [2.1924771791, 48.7144256588], [2.1934544022, 48.7102038048], [2.203906895, 48.7044462479], [2.2084145452, 48.7017615914], [2.209705497, 48.7015830575], [2.2097054982, 48.7014931087], [2.2080820582, 48.6988621298], [2.2060539273, 48.695511533], [2.2047050788, 48.6916455132], [2.2047071802, 48.6910608545], [2.2011775586, 48.6906972556], [2.1943093832, 48.6902759642], [2.1911186701, 48.690407281], [2.1885899066, 48.6844785805], [2.1870891987, 48.682705331], [2.1856104273, 48.6802278952], [2.1841012451, 48.6757910941], [2.1839662138, 48.6755661918], [2.1838310922, 48.6755211908], [2.1820659252, 48.6758338178], [2.1803669886, 48.6766856809], [2.1776475086, 48.6782545906], [2.1768968239, 48.6796922234], [2.1773683721, 48.6804564616], [2.1785865849, 48.6819418508], [2.1806761718, 48.6836526948], [2.1805284645, 48.6850162283], [2.1794537363, 48.6869310771], [2.1779550229, 48.6885020807], [2.1754350832, 48.6902108274], [2.1742423384, 48.690288927]]]}","48.7002680837,2.18715224979"
75110,Paris 10e Arrondissement,11,75,91932.0,94027.0,2.89,7086.0,2380.0,48019.5760123,1398.0,441.0,59566.1374281,48019.5760123,4318.83332347,7227.72809235,17264.6320032,44701.0,67.0,25618.0,18.0,84267.1536126,71873.18999439999,83624.87998869999,67418.87111790001,6659.3648978,54832.7005439,27163.0,12.0,1003.0,1547.0,22411.0,3424.0,2190.0,6576.0,1295.0,"{""type"": ""Polygon"", ""coordinates"": [[[2.3646776664, 48.8842913519], [2.368494266, 48.8839760942], [2.3691059956, 48.8835710245], [2.3702102259, 48.8825821814], [2.3703430908, 48.8779090609], [2.3712287617, 48.8770548535], [2.3761987097, 48.8726048684], [2.3770153521, 48.8719211293], [2.3759249018, 48.8715620096], [2.3656913755, 48.8682400187], [2.3644644898, 48.8677910347], [2.363851339, 48.8674316383], [2.3632389555, 48.8677908164], [2.3545204664, 48.8692756934], [2.3541114927, 48.8692752859], [2.3478317711, 48.8706244203], [2.3478454394, 48.8737793757], [2.347982803, 48.8746776625], [2.348255293, 48.8758914518], [2.3490739939, 48.8779131147], [2.3498228107, 48.8802950207], [2.3498239459, 48.8809686264], [2.349687757, 48.8828115149], [2.3495508401, 48.8836201679], [2.3507778034, 48.8837545322], [2.3592953095, 48.884292348], [2.3635193726, 48.8843364616], [2.3646776664, 48.8842913519]]]}","48.8760781985,2.36069992794"
